[       5 points] regret_avg: 0.4988 | regret_pref: 1.0000 | reward_optimal: 0.4739 | reward_pref: -0.0249 | reward_npref: 0.1385
[     245 points] regret_avg: 14.1416 | regret_pref: 21.0000 | reward_optimal: 22.5315 | reward_pref: 8.3899 | reward_npref: 5.2385
[     250 points] regret_avg: 14.5036 | regret_pref: 22.0000 | reward_optimal: 23.0164 | reward_pref: 8.5128 | reward_npref: 5.3894
[     255 points] regret_avg: 14.6652 | regret_pref: 23.0000 | reward_optimal: 23.7260 | reward_pref: 9.0608 | reward_npref: 6.0175
[     260 points] regret_avg: 15.7061 | regret_pref: 24.0000 | reward_optimal: 24.1280 | reward_pref: 8.4218 | reward_npref: 5.6918
[     265 points] regret_avg: 16.0269 | regret_pref: 25.0000 | reward_optimal: 24.5422 | reward_pref: 8.5153 | reward_npref: 5.7992
[     270 points] regret_avg: 16.2956 | regret_pref: 26.0000 | reward_optimal: 25.0453 | reward_pref: 8.7497 | reward_npref: 6.2748
[     275 points] regret_avg: 16.5065 | regret_pref: 27.0000 | reward_optimal: 25.4691 | reward_pref: 8.9627 | reward_npref: 6.5759
[     280 points] regret_avg: 16.9668 | regret_pref: 28.0000 | reward_optimal: 25.8702 | reward_pref: 8.9034 | reward_npref: 6.5693
[     285 points] regret_avg: 17.3302 | regret_pref: 28.0000 | reward_optimal: 26.3201 | reward_pref: 8.9900 | reward_npref: 6.6540
[     290 points] regret_avg: 17.6106 | regret_pref: 29.0000 | reward_optimal: 26.8059 | reward_pref: 9.1953 | reward_npref: 7.1398
[     295 points] regret_avg: 17.9992 | regret_pref: 30.0000 | reward_optimal: 27.5655 | reward_pref: 9.5662 | reward_npref: 7.8994
[     300 points] regret_avg: 18.2558 | regret_pref: 30.0000 | reward_optimal: 28.0007 | reward_pref: 9.7449 | reward_npref: 7.5976
[     305 points] regret_avg: 18.5238 | regret_pref: 31.0000 | reward_optimal: 28.5035 | reward_pref: 9.9797 | reward_npref: 7.9136
[     310 points] regret_avg: 18.9105 | regret_pref: 31.0000 | reward_optimal: 28.7472 | reward_pref: 9.8367 | reward_npref: 7.6715
[     315 points] regret_avg: 19.2291 | regret_pref: 32.0000 | reward_optimal: 29.3395 | reward_pref: 10.1105 | reward_npref: 7.9723
[     320 points] regret_avg: 19.6953 | regret_pref: 33.0000 | reward_optimal: 29.8225 | reward_pref: 10.1272 | reward_npref: 8.0639
[     325 points] regret_avg: 19.8269 | regret_pref: 33.0000 | reward_optimal: 30.2355 | reward_pref: 10.4086 | reward_npref: 8.2449
[     330 points] regret_avg: 20.0457 | regret_pref: 34.0000 | reward_optimal: 30.5492 | reward_pref: 10.5035 | reward_npref: 8.5586
[     335 points] regret_avg: 20.4456 | regret_pref: 34.0000 | reward_optimal: 30.9301 | reward_pref: 10.4845 | reward_npref: 8.4004
[     340 points] regret_avg: 20.7626 | regret_pref: 35.0000 | reward_optimal: 31.3190 | reward_pref: 10.5564 | reward_npref: 8.5100
[     345 points] regret_avg: 21.0908 | regret_pref: 35.0000 | reward_optimal: 31.8199 | reward_pref: 10.7291 | reward_npref: 8.6765
[     350 points] regret_avg: 21.6947 | regret_pref: 35.0000 | reward_optimal: 32.1394 | reward_pref: 10.4447 | reward_npref: 8.0401
[     355 points] regret_avg: 21.9145 | regret_pref: 36.0000 | reward_optimal: 32.5593 | reward_pref: 10.6448 | reward_npref: 8.2676
[     360 points] regret_avg: 22.2185 | regret_pref: 36.0000 | reward_optimal: 32.9219 | reward_pref: 10.7034 | reward_npref: 8.3243
[     365 points] regret_avg: 22.3969 | regret_pref: 36.0000 | reward_optimal: 33.2358 | reward_pref: 10.8389 | reward_npref: 8.4452
[     370 points] regret_avg: 22.6699 | regret_pref: 37.0000 | reward_optimal: 33.7762 | reward_pref: 11.1064 | reward_npref: 8.7406
[     375 points] regret_avg: 22.8002 | regret_pref: 38.0000 | reward_optimal: 34.0419 | reward_pref: 11.2417 | reward_npref: 8.9639
[     380 points] regret_avg: 23.2198 | regret_pref: 39.0000 | reward_optimal: 34.7219 | reward_pref: 11.5021 | reward_npref: 9.5265
[     385 points] regret_avg: 23.5609 | regret_pref: 39.0000 | reward_optimal: 35.2786 | reward_pref: 11.7176 | reward_npref: 9.7201
[     390 points] regret_avg: 23.9976 | regret_pref: 39.0000 | reward_optimal: 35.7248 | reward_pref: 11.7271 | reward_npref: 9.6762
[     395 points] regret_avg: 24.3055 | regret_pref: 39.0000 | reward_optimal: 36.1861 | reward_pref: 11.8805 | reward_npref: 9.8046
[     400 points] regret_avg: 24.7021 | regret_pref: 39.0000 | reward_optimal: 36.5593 | reward_pref: 11.8571 | reward_npref: 9.7179
[     405 points] regret_avg: 25.0891 | regret_pref: 40.0000 | reward_optimal: 37.2416 | reward_pref: 12.1525 | reward_npref: 10.4002
[     410 points] regret_avg: 25.0891 | regret_pref: 40.0000 | reward_optimal: 37.4817 | reward_pref: 12.3926 | reward_npref: 10.0415
[     415 points] regret_avg: 25.3121 | regret_pref: 41.0000 | reward_optimal: 37.7932 | reward_pref: 12.4811 | reward_npref: 10.1469
[     420 points] regret_avg: 25.7554 | regret_pref: 42.0000 | reward_optimal: 38.1964 | reward_pref: 12.4409 | reward_npref: 10.1539
[     425 points] regret_avg: 26.2074 | regret_pref: 43.0000 | reward_optimal: 38.3593 | reward_pref: 12.1519 | reward_npref: 10.3169
[     430 points] regret_avg: 26.4283 | regret_pref: 44.0000 | reward_optimal: 38.6725 | reward_pref: 12.2443 | reward_npref: 10.4299
[     435 points] regret_avg: 26.7530 | regret_pref: 44.0000 | reward_optimal: 39.0472 | reward_pref: 12.2942 | reward_npref: 10.4488
[     440 points] regret_avg: 26.9975 | regret_pref: 45.0000 | reward_optimal: 39.5132 | reward_pref: 12.5157 | reward_npref: 10.8104
[     445 points] regret_avg: 27.3721 | regret_pref: 45.0000 | reward_optimal: 39.8071 | reward_pref: 12.4350 | reward_npref: 10.4328
[     450 points] regret_avg: 27.7614 | regret_pref: 45.0000 | reward_optimal: 40.3327 | reward_pref: 12.5713 | reward_npref: 10.5546
[     455 points] regret_avg: 28.0491 | regret_pref: 45.0000 | reward_optimal: 40.7153 | reward_pref: 12.6662 | reward_npref: 10.6425
[     460 points] regret_avg: 28.2352 | regret_pref: 45.0000 | reward_optimal: 41.2748 | reward_pref: 13.0396 | reward_npref: 10.9265
[     465 points] regret_avg: 28.5226 | regret_pref: 46.0000 | reward_optimal: 41.7121 | reward_pref: 13.1895 | reward_npref: 11.1611
[     470 points] regret_avg: 29.1118 | regret_pref: 46.0000 | reward_optimal: 42.2515 | reward_pref: 13.1397 | reward_npref: 11.0889
[     475 points] regret_avg: 29.5830 | regret_pref: 47.0000 | reward_optimal: 42.7754 | reward_pref: 13.1924 | reward_npref: 11.1792
[     480 points] regret_avg: 29.9877 | regret_pref: 48.0000 | reward_optimal: 43.2327 | reward_pref: 13.2450 | reward_npref: 11.2613
[     485 points] regret_avg: 30.5741 | regret_pref: 49.0000 | reward_optimal: 43.6034 | reward_pref: 13.0293 | reward_npref: 11.3449
[     490 points] regret_avg: 30.8379 | regret_pref: 50.0000 | reward_optimal: 44.0886 | reward_pref: 13.2508 | reward_npref: 11.6577
[     495 points] regret_avg: 31.6655 | regret_pref: 51.0000 | reward_optimal: 44.4931 | reward_pref: 12.8276 | reward_npref: 11.4264
[     500 points] regret_avg: 31.9686 | regret_pref: 52.0000 | reward_optimal: 44.9239 | reward_pref: 12.9554 | reward_npref: 11.8573
[     505 points] regret_avg: 32.2314 | regret_pref: 52.0000 | reward_optimal: 45.6755 | reward_pref: 13.4441 | reward_npref: 12.1048
[     510 points] regret_avg: 32.5937 | regret_pref: 52.0000 | reward_optimal: 46.5525 | reward_pref: 13.9588 | reward_npref: 12.4296
[     515 points] regret_avg: 32.7969 | regret_pref: 53.0000 | reward_optimal: 46.9504 | reward_pref: 14.1535 | reward_npref: 12.8052
[     520 points] regret_avg: 33.0925 | regret_pref: 54.0000 | reward_optimal: 47.4352 | reward_pref: 14.3428 | reward_npref: 13.0618
[     525 points] regret_avg: 33.2916 | regret_pref: 54.0000 | reward_optimal: 47.7633 | reward_pref: 14.4717 | reward_npref: 13.0561
[     530 points] regret_avg: 34.0667 | regret_pref: 55.0000 | reward_optimal: 48.0931 | reward_pref: 14.0264 | reward_npref: 13.0762
[     535 points] regret_avg: 34.2908 | regret_pref: 55.0000 | reward_optimal: 48.4678 | reward_pref: 14.1770 | reward_npref: 13.2128
[     540 points] regret_avg: 34.6119 | regret_pref: 56.0000 | reward_optimal: 49.0162 | reward_pref: 14.4043 | reward_npref: 13.4672
[     545 points] regret_avg: 35.0238 | regret_pref: 57.0000 | reward_optimal: 49.7557 | reward_pref: 14.7319 | reward_npref: 14.0772
[     550 points] regret_avg: 35.1425 | regret_pref: 57.0000 | reward_optimal: 50.3035 | reward_pref: 15.1610 | reward_npref: 14.4233
[     555 points] regret_avg: 35.2229 | regret_pref: 57.0000 | reward_optimal: 50.7952 | reward_pref: 15.5723 | reward_npref: 14.7234
[     560 points] regret_avg: 35.8488 | regret_pref: 58.0000 | reward_optimal: 51.1307 | reward_pref: 15.2818 | reward_npref: 14.7340
[     565 points] regret_avg: 36.6242 | regret_pref: 59.0000 | reward_optimal: 51.5035 | reward_pref: 14.8793 | reward_npref: 14.6040
[     570 points] regret_avg: 37.1838 | regret_pref: 59.0000 | reward_optimal: 51.8809 | reward_pref: 14.6970 | reward_npref: 14.3990
[     575 points] regret_avg: 37.8105 | regret_pref: 60.0000 | reward_optimal: 52.2148 | reward_pref: 14.4044 | reward_npref: 14.3816
[     580 points] regret_avg: 38.0336 | regret_pref: 60.0000 | reward_optimal: 52.8783 | reward_pref: 14.8447 | reward_npref: 14.7528
[     585 points] regret_avg: 38.2512 | regret_pref: 60.0000 | reward_optimal: 53.2043 | reward_pref: 14.9531 | reward_npref: 14.8486
[     590 points] regret_avg: 38.6827 | regret_pref: 60.0000 | reward_optimal: 53.7054 | reward_pref: 15.0227 | reward_npref: 14.9039
[     595 points] regret_avg: 38.6827 | regret_pref: 60.0000 | reward_optimal: 54.4863 | reward_pref: 15.8037 | reward_npref: 15.3282
[     600 points] regret_avg: 38.9290 | regret_pref: 60.0000 | reward_optimal: 54.9926 | reward_pref: 16.0636 | reward_npref: 15.4246
[     605 points] regret_avg: 39.3099 | regret_pref: 60.0000 | reward_optimal: 55.5692 | reward_pref: 16.2593 | reward_npref: 15.6184
[     610 points] regret_avg: 39.5217 | regret_pref: 61.0000 | reward_optimal: 55.9444 | reward_pref: 16.4227 | reward_npref: 15.8330
[     615 points] regret_avg: 39.7833 | regret_pref: 62.0000 | reward_optimal: 56.3994 | reward_pref: 16.6160 | reward_npref: 16.0870
[     620 points] regret_avg: 40.3551 | regret_pref: 63.0000 | reward_optimal: 56.7846 | reward_pref: 16.4295 | reward_npref: 16.2546
[     625 points] regret_avg: 40.6013 | regret_pref: 63.0000 | reward_optimal: 57.6331 | reward_pref: 17.0317 | reward_npref: 16.5591
[     630 points] regret_avg: 40.8688 | regret_pref: 64.0000 | reward_optimal: 58.1879 | reward_pref: 17.3191 | reward_npref: 17.0215
[     635 points] regret_avg: 40.9211 | regret_pref: 64.0000 | reward_optimal: 58.6654 | reward_pref: 17.7443 | reward_npref: 17.2969
[     640 points] regret_avg: 41.2796 | regret_pref: 65.0000 | reward_optimal: 59.1262 | reward_pref: 17.8466 | reward_npref: 17.5358
[     645 points] regret_avg: 41.3150 | regret_pref: 65.0000 | reward_optimal: 59.2823 | reward_pref: 17.9674 | reward_npref: 17.6503
[     650 points] regret_avg: 41.3150 | regret_pref: 65.0000 | reward_optimal: 59.7367 | reward_pref: 18.4218 | reward_npref: 17.9077
[     655 points] regret_avg: 41.5116 | regret_pref: 65.0000 | reward_optimal: 60.1780 | reward_pref: 18.6664 | reward_npref: 18.0728
[     660 points] regret_avg: 41.8992 | regret_pref: 65.0000 | reward_optimal: 60.7640 | reward_pref: 18.8648 | reward_npref: 18.2691
[     665 points] regret_avg: 42.1738 | regret_pref: 66.0000 | reward_optimal: 61.1539 | reward_pref: 18.9801 | reward_npref: 18.3987
[     670 points] regret_avg: 43.0366 | regret_pref: 67.0000 | reward_optimal: 61.5151 | reward_pref: 18.4785 | reward_npref: 18.0475
[     675 points] regret_avg: 43.8132 | regret_pref: 68.0000 | reward_optimal: 61.8343 | reward_pref: 18.0211 | reward_npref: 17.7102
[     680 points] regret_avg: 44.3046 | regret_pref: 68.0000 | reward_optimal: 62.1137 | reward_pref: 17.8091 | reward_npref: 17.3926
[     685 points] regret_avg: 44.3046 | regret_pref: 68.0000 | reward_optimal: 62.5205 | reward_pref: 18.2159 | reward_npref: 17.3259
[     690 points] regret_avg: 44.7807 | regret_pref: 68.0000 | reward_optimal: 62.9137 | reward_pref: 18.1330 | reward_npref: 17.2153
[     695 points] regret_avg: 45.1006 | regret_pref: 68.0000 | reward_optimal: 63.3019 | reward_pref: 18.2013 | reward_npref: 17.1268
[     700 points] regret_avg: 45.1006 | regret_pref: 68.0000 | reward_optimal: 63.7092 | reward_pref: 18.6086 | reward_npref: 17.0028
[     705 points] regret_avg: 45.2795 | regret_pref: 69.0000 | reward_optimal: 64.0471 | reward_pref: 18.7676 | reward_npref: 17.3407
[     710 points] regret_avg: 45.7584 | regret_pref: 69.0000 | reward_optimal: 64.3142 | reward_pref: 18.5557 | reward_npref: 17.0652
[     715 points] regret_avg: 45.8724 | regret_pref: 69.0000 | reward_optimal: 64.8371 | reward_pref: 18.9648 | reward_npref: 17.2844
[     720 points] regret_avg: 46.2642 | regret_pref: 69.0000 | reward_optimal: 65.0599 | reward_pref: 18.7958 | reward_npref: 16.9054
[     725 points] regret_avg: 46.9965 | regret_pref: 69.0000 | reward_optimal: 65.4914 | reward_pref: 18.4949 | reward_npref: 16.5529
[     730 points] regret_avg: 47.3259 | regret_pref: 69.0000 | reward_optimal: 65.8246 | reward_pref: 18.4987 | reward_npref: 16.2811
[     735 points] regret_avg: 47.4799 | regret_pref: 70.0000 | reward_optimal: 66.1554 | reward_pref: 18.6755 | reward_npref: 16.5935
[     740 points] regret_avg: 47.8948 | regret_pref: 71.0000 | reward_optimal: 66.7002 | reward_pref: 18.8055 | reward_npref: 16.8761
[     745 points] regret_avg: 48.2646 | regret_pref: 71.0000 | reward_optimal: 67.1405 | reward_pref: 18.8759 | reward_npref: 16.9022
[     750 points] regret_avg: 48.5489 | regret_pref: 71.0000 | reward_optimal: 67.5698 | reward_pref: 19.0209 | reward_npref: 16.9465
[     755 points] regret_avg: 48.7599 | regret_pref: 72.0000 | reward_optimal: 68.0999 | reward_pref: 19.3400 | reward_npref: 17.2946
[     760 points] regret_avg: 49.0223 | regret_pref: 72.0000 | reward_optimal: 68.4084 | reward_pref: 19.3861 | reward_npref: 17.3209
[     765 points] regret_avg: 49.4690 | regret_pref: 72.0000 | reward_optimal: 68.8320 | reward_pref: 19.3629 | reward_npref: 17.1681
[     770 points] regret_avg: 49.9796 | regret_pref: 73.0000 | reward_optimal: 69.0527 | reward_pref: 19.0732 | reward_npref: 16.9016
[     775 points] regret_avg: 49.9796 | regret_pref: 73.0000 | reward_optimal: 69.4772 | reward_pref: 19.4976 | reward_npref: 17.0348
[     780 points] regret_avg: 50.1860 | regret_pref: 74.0000 | reward_optimal: 69.8497 | reward_pref: 19.6637 | reward_npref: 17.2082
[     785 points] regret_avg: 50.8638 | regret_pref: 75.0000 | reward_optimal: 70.2919 | reward_pref: 19.4281 | reward_npref: 17.0128
[     790 points] regret_avg: 51.0548 | regret_pref: 75.0000 | reward_optimal: 70.6782 | reward_pref: 19.6234 | reward_npref: 17.1416
[     795 points] regret_avg: 51.5007 | regret_pref: 76.0000 | reward_optimal: 71.6289 | reward_pref: 20.1281 | reward_npref: 17.8103
[     800 points] regret_avg: 51.7560 | regret_pref: 76.0000 | reward_optimal: 72.0334 | reward_pref: 20.2773 | reward_npref: 17.6713
[     805 points] regret_avg: 51.8067 | regret_pref: 76.0000 | reward_optimal: 72.8882 | reward_pref: 21.0814 | reward_npref: 18.4249
[     810 points] regret_avg: 51.8067 | regret_pref: 76.0000 | reward_optimal: 73.7524 | reward_pref: 21.9457 | reward_npref: 18.8858
[     815 points] regret_avg: 52.1159 | regret_pref: 76.0000 | reward_optimal: 74.5319 | reward_pref: 22.4159 | reward_npref: 19.3516
[     820 points] regret_avg: 52.1159 | regret_pref: 76.0000 | reward_optimal: 74.9963 | reward_pref: 22.8803 | reward_npref: 19.5168
[     825 points] regret_avg: 52.3980 | regret_pref: 77.0000 | reward_optimal: 75.5975 | reward_pref: 23.1995 | reward_npref: 20.0180
[     830 points] regret_avg: 52.3980 | regret_pref: 77.0000 | reward_optimal: 76.0017 | reward_pref: 23.6037 | reward_npref: 20.2500
[     835 points] regret_avg: 52.7407 | regret_pref: 77.0000 | reward_optimal: 76.4293 | reward_pref: 23.6886 | reward_npref: 20.3143
[     840 points] regret_avg: 52.7893 | regret_pref: 77.0000 | reward_optimal: 76.8726 | reward_pref: 24.0833 | reward_npref: 20.6164
[     845 points] regret_avg: 52.9543 | regret_pref: 78.0000 | reward_optimal: 77.2224 | reward_pref: 24.2680 | reward_npref: 20.9150
[     850 points] regret_avg: 53.2508 | regret_pref: 78.0000 | reward_optimal: 77.4557 | reward_pref: 24.2049 | reward_npref: 20.6373
[     855 points] regret_avg: 53.5573 | regret_pref: 78.0000 | reward_optimal: 77.7113 | reward_pref: 24.1540 | reward_npref: 20.5042
[     860 points] regret_avg: 53.8496 | regret_pref: 78.0000 | reward_optimal: 78.1693 | reward_pref: 24.3198 | reward_npref: 20.5987
[     865 points] regret_avg: 53.8496 | regret_pref: 78.0000 | reward_optimal: 78.4838 | reward_pref: 24.6342 | reward_npref: 20.5231
[     870 points] regret_avg: 54.3781 | regret_pref: 78.0000 | reward_optimal: 78.9955 | reward_pref: 24.6173 | reward_npref: 20.4243
[     875 points] regret_avg: 55.2050 | regret_pref: 79.0000 | reward_optimal: 79.4158 | reward_pref: 24.2108 | reward_npref: 20.5789
[     880 points] regret_avg: 55.4092 | regret_pref: 79.0000 | reward_optimal: 79.8388 | reward_pref: 24.4296 | reward_npref: 20.7521
[     885 points] regret_avg: 55.7286 | regret_pref: 80.0000 | reward_optimal: 80.0571 | reward_pref: 24.3285 | reward_npref: 20.7302
[     890 points] regret_avg: 55.8730 | regret_pref: 80.0000 | reward_optimal: 80.5659 | reward_pref: 24.6929 | reward_npref: 21.0132
[     895 points] regret_avg: 56.1746 | regret_pref: 80.0000 | reward_optimal: 80.7828 | reward_pref: 24.6082 | reward_npref: 20.2087
[     900 points] regret_avg: 56.6778 | regret_pref: 81.0000 | reward_optimal: 81.0346 | reward_pref: 24.3568 | reward_npref: 20.0560
[     905 points] regret_avg: 57.0161 | regret_pref: 82.0000 | reward_optimal: 81.6342 | reward_pref: 24.6182 | reward_npref: 20.3943
[     910 points] regret_avg: 57.6214 | regret_pref: 82.0000 | reward_optimal: 81.9794 | reward_pref: 24.3581 | reward_npref: 20.0623
[     915 points] regret_avg: 57.8065 | regret_pref: 82.0000 | reward_optimal: 82.4325 | reward_pref: 24.6260 | reward_npref: 20.2505
[     920 points] regret_avg: 58.5284 | regret_pref: 83.0000 | reward_optimal: 82.9579 | reward_pref: 24.4295 | reward_npref: 20.0758
[     925 points] regret_avg: 58.8945 | regret_pref: 84.0000 | reward_optimal: 83.4427 | reward_pref: 24.5482 | reward_npref: 20.2170
[     930 points] regret_avg: 58.9386 | regret_pref: 84.0000 | reward_optimal: 83.8337 | reward_pref: 24.8952 | reward_npref: 20.3923
[     935 points] regret_avg: 59.6085 | regret_pref: 84.0000 | reward_optimal: 84.2138 | reward_pref: 24.6053 | reward_npref: 19.9736
[     940 points] regret_avg: 60.0569 | regret_pref: 84.0000 | reward_optimal: 84.7588 | reward_pref: 24.7019 | reward_npref: 19.8931
[     945 points] regret_avg: 60.3480 | regret_pref: 84.0000 | reward_optimal: 85.3138 | reward_pref: 24.9658 | reward_npref: 20.1562
[     950 points] regret_avg: 60.4666 | regret_pref: 84.0000 | reward_optimal: 85.6655 | reward_pref: 25.1989 | reward_npref: 20.3201
[     955 points] regret_avg: 61.5205 | regret_pref: 84.0000 | reward_optimal: 85.9653 | reward_pref: 24.4448 | reward_npref: 19.4514
[     960 points] regret_avg: 61.7572 | regret_pref: 85.0000 | reward_optimal: 86.1462 | reward_pref: 24.3890 | reward_npref: 19.6324
[     965 points] regret_avg: 62.2221 | regret_pref: 86.0000 | reward_optimal: 86.5484 | reward_pref: 24.3264 | reward_npref: 19.6127
[     970 points] regret_avg: 62.2479 | regret_pref: 86.0000 | reward_optimal: 87.0120 | reward_pref: 24.7641 | reward_npref: 19.9502
[     975 points] regret_avg: 62.5198 | regret_pref: 87.0000 | reward_optimal: 87.5655 | reward_pref: 25.0457 | reward_npref: 20.2590
[     980 points] regret_avg: 62.7129 | regret_pref: 88.0000 | reward_optimal: 87.9525 | reward_pref: 25.2396 | reward_npref: 20.4652
