[       5 points] regret_avg: 5.7616 | regret_pref: 0.0000 | reward_optimal: -0.0915 | reward_pref: -5.8531 | reward_npref: -8.1006
[     180 points] regret_avg: 129.7377 | regret_pref: 14.0000 | reward_optimal: 97.5393 | reward_pref: -32.1984 | reward_npref: -61.0208
[     185 points] regret_avg: 130.7763 | regret_pref: 14.0000 | reward_optimal: 97.5810 | reward_pref: -33.1953 | reward_npref: -64.9718
[     190 points] regret_avg: 131.2076 | regret_pref: 14.0000 | reward_optimal: 97.9183 | reward_pref: -33.2892 | reward_npref: -67.7407
[     195 points] regret_avg: 133.2968 | regret_pref: 15.0000 | reward_optimal: 100.9857 | reward_pref: -32.3111 | reward_npref: -65.2249
[     200 points] regret_avg: 134.0016 | regret_pref: 15.0000 | reward_optimal: 102.4606 | reward_pref: -31.5410 | reward_npref: -64.5011
[     205 points] regret_avg: 139.8690 | regret_pref: 16.0000 | reward_optimal: 109.6491 | reward_pref: -30.2199 | reward_npref: -61.6824
[     210 points] regret_avg: 139.8690 | regret_pref: 16.0000 | reward_optimal: 109.8752 | reward_pref: -29.9938 | reward_npref: -62.5616
[     215 points] regret_avg: 142.6051 | regret_pref: 16.0000 | reward_optimal: 124.5091 | reward_pref: -18.0959 | reward_npref: -60.5865
[     220 points] regret_avg: 144.4473 | regret_pref: 16.0000 | reward_optimal: 130.4893 | reward_pref: -13.9580 | reward_npref: -58.9614
[     225 points] regret_avg: 144.4473 | regret_pref: 16.0000 | reward_optimal: 141.6680 | reward_pref: -2.7792 | reward_npref: -53.3084
[     230 points] regret_avg: 144.8477 | regret_pref: 17.0000 | reward_optimal: 142.7369 | reward_pref: -2.1108 | reward_npref: -52.4745
[     235 points] regret_avg: 144.8477 | regret_pref: 17.0000 | reward_optimal: 142.0321 | reward_pref: -2.8156 | reward_npref: -62.1014
[     240 points] regret_avg: 145.8228 | regret_pref: 18.0000 | reward_optimal: 145.3024 | reward_pref: -0.5204 | reward_npref: -59.0275
[     245 points] regret_avg: 145.8572 | regret_pref: 18.0000 | reward_optimal: 145.8794 | reward_pref: 0.0222 | reward_npref: -58.5533
[     250 points] regret_avg: 150.2152 | regret_pref: 18.0000 | reward_optimal: 155.9689 | reward_pref: 5.7536 | reward_npref: -55.8579
[     255 points] regret_avg: 155.5433 | regret_pref: 19.0000 | reward_optimal: 156.5232 | reward_pref: 0.9799 | reward_npref: -57.1170
[     260 points] regret_avg: 158.9969 | regret_pref: 19.0000 | reward_optimal: 156.7274 | reward_pref: -2.2695 | reward_npref: -62.3143
[     265 points] regret_avg: 161.0502 | regret_pref: 19.0000 | reward_optimal: 156.0309 | reward_pref: -5.0193 | reward_npref: -68.8877
[     270 points] regret_avg: 161.0502 | regret_pref: 19.0000 | reward_optimal: 158.7898 | reward_pref: -2.2604 | reward_npref: -68.0744
[     275 points] regret_avg: 168.5823 | regret_pref: 20.0000 | reward_optimal: 158.9062 | reward_pref: -9.6760 | reward_npref: -73.1447
[     280 points] regret_avg: 169.3678 | regret_pref: 21.0000 | reward_optimal: 159.9664 | reward_pref: -9.4014 | reward_npref: -72.8120
[     285 points] regret_avg: 173.3354 | regret_pref: 21.0000 | reward_optimal: 160.0260 | reward_pref: -13.3094 | reward_npref: -83.5126
[     290 points] regret_avg: 181.9975 | regret_pref: 22.0000 | reward_optimal: 159.7350 | reward_pref: -22.2625 | reward_npref: -90.2052
[     295 points] regret_avg: 183.3057 | regret_pref: 23.0000 | reward_optimal: 160.1924 | reward_pref: -23.1133 | reward_npref: -90.4304
[     300 points] regret_avg: 183.7587 | regret_pref: 24.0000 | reward_optimal: 160.5003 | reward_pref: -23.2584 | reward_npref: -90.1226
[     305 points] regret_avg: 187.7128 | regret_pref: 24.0000 | reward_optimal: 176.3376 | reward_pref: -11.3752 | reward_npref: -81.2031
[     310 points] regret_avg: 189.9679 | regret_pref: 25.0000 | reward_optimal: 176.5617 | reward_pref: -13.4061 | reward_npref: -82.9965
[     315 points] regret_avg: 190.5257 | regret_pref: 25.0000 | reward_optimal: 178.8882 | reward_pref: -11.6375 | reward_npref: -82.3848
[     320 points] regret_avg: 191.6272 | regret_pref: 25.0000 | reward_optimal: 179.4325 | reward_pref: -12.1947 | reward_npref: -86.2039
[     325 points] regret_avg: 192.4812 | regret_pref: 26.0000 | reward_optimal: 184.1197 | reward_pref: -8.3615 | reward_npref: -82.0867
[     330 points] regret_avg: 192.4812 | regret_pref: 26.0000 | reward_optimal: 184.4193 | reward_pref: -8.0619 | reward_npref: -88.1527
[     335 points] regret_avg: 196.4681 | regret_pref: 26.0000 | reward_optimal: 195.1345 | reward_pref: -1.3336 | reward_npref: -85.9788
[     340 points] regret_avg: 196.7937 | regret_pref: 27.0000 | reward_optimal: 195.7434 | reward_pref: -1.0503 | reward_npref: -85.6438
[     345 points] regret_avg: 196.7937 | regret_pref: 27.0000 | reward_optimal: 206.8847 | reward_pref: 10.0910 | reward_npref: -84.3102
[     350 points] regret_avg: 199.1185 | regret_pref: 28.0000 | reward_optimal: 210.3843 | reward_pref: 11.2658 | reward_npref: -82.6683
[     355 points] regret_avg: 201.2697 | regret_pref: 28.0000 | reward_optimal: 210.7173 | reward_pref: 9.4476 | reward_npref: -89.1954
[     360 points] regret_avg: 203.2100 | regret_pref: 29.0000 | reward_optimal: 211.5162 | reward_pref: 8.3062 | reward_npref: -90.1303
[     365 points] regret_avg: 207.0505 | regret_pref: 29.0000 | reward_optimal: 211.7370 | reward_pref: 4.6864 | reward_npref: -94.1233
[     370 points] regret_avg: 210.1993 | regret_pref: 29.0000 | reward_optimal: 218.1816 | reward_pref: 7.9823 | reward_npref: -92.9318
[     375 points] regret_avg: 211.3267 | regret_pref: 30.0000 | reward_optimal: 221.9330 | reward_pref: 10.6063 | reward_npref: -89.8593
[     380 points] regret_avg: 222.2471 | regret_pref: 31.0000 | reward_optimal: 234.2599 | reward_pref: 12.0128 | reward_npref: -88.0041
[     385 points] regret_avg: 231.1156 | regret_pref: 32.0000 | reward_optimal: 233.9579 | reward_pref: 2.8423 | reward_npref: -92.9434
[     390 points] regret_avg: 236.1537 | regret_pref: 32.0000 | reward_optimal: 244.1655 | reward_pref: 8.0119 | reward_npref: -89.0152
[     395 points] regret_avg: 243.8650 | regret_pref: 33.0000 | reward_optimal: 253.2951 | reward_pref: 9.4302 | reward_npref: -79.8856
[     400 points] regret_avg: 244.4280 | regret_pref: 34.0000 | reward_optimal: 253.5029 | reward_pref: 9.0748 | reward_npref: -80.1649
[     405 points] regret_avg: 245.4515 | regret_pref: 34.0000 | reward_optimal: 261.7982 | reward_pref: 16.3467 | reward_npref: -74.9313
[     410 points] regret_avg: 246.2930 | regret_pref: 35.0000 | reward_optimal: 262.3913 | reward_pref: 16.0983 | reward_npref: -75.1357
[     415 points] regret_avg: 252.2535 | regret_pref: 36.0000 | reward_optimal: 262.5892 | reward_pref: 10.3357 | reward_npref: -79.4244
[     420 points] regret_avg: 253.6840 | regret_pref: 37.0000 | reward_optimal: 263.5389 | reward_pref: 9.8549 | reward_npref: -79.3477
[     425 points] regret_avg: 258.0486 | regret_pref: 37.0000 | reward_optimal: 263.3127 | reward_pref: 5.2641 | reward_npref: -86.3109
[     430 points] regret_avg: 259.0376 | regret_pref: 37.0000 | reward_optimal: 279.1524 | reward_pref: 20.1148 | reward_npref: -83.3030
[     435 points] regret_avg: 262.4398 | regret_pref: 38.0000 | reward_optimal: 283.6322 | reward_pref: 21.1923 | reward_npref: -79.3708
[     440 points] regret_avg: 267.8548 | regret_pref: 38.0000 | reward_optimal: 294.5803 | reward_pref: 26.7254 | reward_npref: -75.1751
[     445 points] regret_avg: 267.8548 | regret_pref: 38.0000 | reward_optimal: 294.9208 | reward_pref: 27.0660 | reward_npref: -76.3321
[     450 points] regret_avg: 268.2626 | regret_pref: 39.0000 | reward_optimal: 298.2934 | reward_pref: 30.0308 | reward_npref: -73.1636
[     455 points] regret_avg: 271.5257 | regret_pref: 40.0000 | reward_optimal: 302.3833 | reward_pref: 30.8576 | reward_npref: -69.5743
[     460 points] regret_avg: 277.4008 | regret_pref: 40.0000 | reward_optimal: 318.0750 | reward_pref: 40.6741 | reward_npref: -60.7362
[     465 points] regret_avg: 281.8575 | regret_pref: 40.0000 | reward_optimal: 318.0977 | reward_pref: 36.2402 | reward_npref: -69.7476
[     470 points] regret_avg: 286.1600 | regret_pref: 40.0000 | reward_optimal: 329.6780 | reward_pref: 43.5180 | reward_npref: -63.8958
[     475 points] regret_avg: 287.9467 | regret_pref: 40.0000 | reward_optimal: 329.7167 | reward_pref: 41.7699 | reward_npref: -67.0577
[     480 points] regret_avg: 288.5031 | regret_pref: 41.0000 | reward_optimal: 330.6581 | reward_pref: 42.1550 | reward_npref: -66.6017
[     485 points] regret_avg: 289.2698 | regret_pref: 41.0000 | reward_optimal: 330.9864 | reward_pref: 41.7166 | reward_npref: -69.7243
[     490 points] regret_avg: 290.6317 | regret_pref: 41.0000 | reward_optimal: 334.7165 | reward_pref: 44.0848 | reward_npref: -68.6497
[     495 points] regret_avg: 294.7234 | regret_pref: 42.0000 | reward_optimal: 340.8993 | reward_pref: 46.1759 | reward_npref: -65.1050
[     500 points] regret_avg: 297.4889 | regret_pref: 43.0000 | reward_optimal: 345.4608 | reward_pref: 47.9719 | reward_npref: -62.7683
[     505 points] regret_avg: 299.2898 | regret_pref: 43.0000 | reward_optimal: 345.5868 | reward_pref: 46.2969 | reward_npref: -66.2623
[     510 points] regret_avg: 300.4633 | regret_pref: 44.0000 | reward_optimal: 347.2907 | reward_pref: 46.8274 | reward_npref: -64.9608
[     515 points] regret_avg: 302.2209 | regret_pref: 44.0000 | reward_optimal: 361.4101 | reward_pref: 59.1893 | reward_npref: -63.6408
[     520 points] regret_avg: 313.9725 | regret_pref: 45.0000 | reward_optimal: 360.6866 | reward_pref: 46.7142 | reward_npref: -72.2637
[     525 points] regret_avg: 313.9725 | regret_pref: 45.0000 | reward_optimal: 360.1781 | reward_pref: 46.2056 | reward_npref: -84.7749
[     530 points] regret_avg: 316.3508 | regret_pref: 46.0000 | reward_optimal: 363.8909 | reward_pref: 47.5401 | reward_npref: -81.5101
[     535 points] regret_avg: 317.3110 | regret_pref: 47.0000 | reward_optimal: 364.8750 | reward_pref: 47.5640 | reward_npref: -81.4557
[     540 points] regret_avg: 323.7705 | regret_pref: 48.0000 | reward_optimal: 373.6867 | reward_pref: 49.9162 | reward_npref: -74.2796
[     545 points] regret_avg: 327.5921 | regret_pref: 48.0000 | reward_optimal: 374.0577 | reward_pref: 46.4656 | reward_npref: -79.5404
[     550 points] regret_avg: 328.1618 | regret_pref: 48.0000 | reward_optimal: 375.1558 | reward_pref: 46.9940 | reward_npref: -79.2009
[     555 points] regret_avg: 329.6243 | regret_pref: 48.0000 | reward_optimal: 375.3552 | reward_pref: 45.7309 | reward_npref: -81.5732
[     560 points] regret_avg: 330.4807 | regret_pref: 48.0000 | reward_optimal: 389.1186 | reward_pref: 58.6379 | reward_npref: -72.9425
[     565 points] regret_avg: 333.3016 | regret_pref: 49.0000 | reward_optimal: 395.7093 | reward_pref: 62.4077 | reward_npref: -67.9694
[     570 points] regret_avg: 334.1164 | regret_pref: 49.0000 | reward_optimal: 396.0170 | reward_pref: 61.9006 | reward_npref: -73.6401
[     575 points] regret_avg: 335.6501 | regret_pref: 49.0000 | reward_optimal: 408.3648 | reward_pref: 72.7147 | reward_npref: -72.2878
[     580 points] regret_avg: 346.9580 | regret_pref: 49.0000 | reward_optimal: 407.8663 | reward_pref: 60.9083 | reward_npref: -86.8321
[     585 points] regret_avg: 346.9580 | regret_pref: 49.0000 | reward_optimal: 419.9477 | reward_pref: 72.9896 | reward_npref: -83.6590
[     590 points] regret_avg: 346.9580 | regret_pref: 49.0000 | reward_optimal: 429.6737 | reward_pref: 82.7156 | reward_npref: -82.4408
[     595 points] regret_avg: 350.7230 | regret_pref: 49.0000 | reward_optimal: 430.0331 | reward_pref: 79.3101 | reward_npref: -88.4184
[     600 points] regret_avg: 354.3382 | regret_pref: 49.0000 | reward_optimal: 439.7626 | reward_pref: 85.4243 | reward_npref: -87.2656
[     605 points] regret_avg: 358.9271 | regret_pref: 50.0000 | reward_optimal: 445.7642 | reward_pref: 86.8371 | reward_npref: -83.0967
[     610 points] regret_avg: 363.5799 | regret_pref: 50.0000 | reward_optimal: 460.7049 | reward_pref: 97.1251 | reward_npref: -81.0629
[     615 points] regret_avg: 364.6147 | regret_pref: 50.0000 | reward_optimal: 461.2485 | reward_pref: 96.6338 | reward_npref: -82.7144
[     620 points] regret_avg: 370.1955 | regret_pref: 50.0000 | reward_optimal: 461.1223 | reward_pref: 90.9268 | reward_npref: -94.2401
[     625 points] regret_avg: 373.1955 | regret_pref: 50.0000 | reward_optimal: 469.2620 | reward_pref: 96.0665 | reward_npref: -92.7996
[     630 points] regret_avg: 375.3789 | regret_pref: 50.0000 | reward_optimal: 469.4528 | reward_pref: 94.0740 | reward_npref: -100.3641
[     635 points] regret_avg: 378.8712 | regret_pref: 50.0000 | reward_optimal: 480.7340 | reward_pref: 101.8628 | reward_npref: -98.6154
[     640 points] regret_avg: 379.0857 | regret_pref: 51.0000 | reward_optimal: 481.6342 | reward_pref: 102.5485 | reward_npref: -97.7664
[     645 points] regret_avg: 379.5539 | regret_pref: 52.0000 | reward_optimal: 482.3258 | reward_pref: 102.7719 | reward_npref: -97.1566
[     650 points] regret_avg: 383.1700 | regret_pref: 53.0000 | reward_optimal: 482.4379 | reward_pref: 99.2679 | reward_npref: -100.2039
[     655 points] regret_avg: 383.6952 | regret_pref: 53.0000 | reward_optimal: 490.9389 | reward_pref: 107.2437 | reward_npref: -96.3984
[     660 points] regret_avg: 384.0238 | regret_pref: 53.0000 | reward_optimal: 493.6754 | reward_pref: 109.6516 | reward_npref: -95.5257
[     665 points] regret_avg: 392.6555 | regret_pref: 53.0000 | reward_optimal: 493.1078 | reward_pref: 100.4523 | reward_npref: -108.4291
[     670 points] regret_avg: 393.3983 | regret_pref: 54.0000 | reward_optimal: 494.5651 | reward_pref: 101.1668 | reward_npref: -107.6381
[     675 points] regret_avg: 394.2227 | regret_pref: 55.0000 | reward_optimal: 497.2769 | reward_pref: 103.0542 | reward_npref: -105.0919
[     680 points] regret_avg: 394.8828 | regret_pref: 55.0000 | reward_optimal: 500.9327 | reward_pref: 106.0498 | reward_npref: -103.5821
[     685 points] regret_avg: 394.8828 | regret_pref: 55.0000 | reward_optimal: 505.7732 | reward_pref: 110.8904 | reward_npref: -99.9230
[     690 points] regret_avg: 396.1605 | regret_pref: 55.0000 | reward_optimal: 506.1055 | reward_pref: 109.9450 | reward_npref: -102.1145
[     695 points] regret_avg: 397.8090 | regret_pref: 56.0000 | reward_optimal: 510.6415 | reward_pref: 112.8325 | reward_npref: -98.1310
[     700 points] regret_avg: 403.5281 | regret_pref: 57.0000 | reward_optimal: 517.9357 | reward_pref: 114.4075 | reward_npref: -94.8654
[     705 points] regret_avg: 404.1838 | regret_pref: 57.0000 | reward_optimal: 518.4540 | reward_pref: 114.2702 | reward_npref: -95.5948
[     710 points] regret_avg: 407.2561 | regret_pref: 58.0000 | reward_optimal: 518.8857 | reward_pref: 111.6296 | reward_npref: -98.0537
[     715 points] regret_avg: 408.9255 | regret_pref: 58.0000 | reward_optimal: 519.0482 | reward_pref: 110.1227 | reward_npref: -101.2832
[     720 points] regret_avg: 409.7024 | regret_pref: 58.0000 | reward_optimal: 520.0792 | reward_pref: 110.3768 | reward_npref: -101.1772
[     725 points] regret_avg: 410.1749 | regret_pref: 59.0000 | reward_optimal: 521.3376 | reward_pref: 111.1628 | reward_npref: -100.2628
[     730 points] regret_avg: 412.0892 | regret_pref: 59.0000 | reward_optimal: 521.9111 | reward_pref: 109.8218 | reward_npref: -102.3526
[     735 points] regret_avg: 413.8634 | regret_pref: 59.0000 | reward_optimal: 522.8060 | reward_pref: 108.9425 | reward_npref: -104.7444
[     740 points] regret_avg: 416.0847 | regret_pref: 59.0000 | reward_optimal: 523.1487 | reward_pref: 107.0640 | reward_npref: -111.4869
[     745 points] regret_avg: 423.8117 | regret_pref: 59.0000 | reward_optimal: 522.8378 | reward_pref: 99.0260 | reward_npref: -124.3963
[     750 points] regret_avg: 424.2890 | regret_pref: 59.0000 | reward_optimal: 523.6893 | reward_pref: 99.4002 | reward_npref: -124.8525
[     755 points] regret_avg: 426.9637 | regret_pref: 60.0000 | reward_optimal: 524.6838 | reward_pref: 97.7201 | reward_npref: -125.5891
[     760 points] regret_avg: 431.4142 | regret_pref: 61.0000 | reward_optimal: 530.2401 | reward_pref: 98.8259 | reward_npref: -122.0655
[     765 points] regret_avg: 433.1818 | regret_pref: 61.0000 | reward_optimal: 544.4671 | reward_pref: 111.2853 | reward_npref: -120.5357
[     770 points] regret_avg: 433.1818 | regret_pref: 61.0000 | reward_optimal: 545.1451 | reward_pref: 111.9633 | reward_npref: -121.1099
[     775 points] regret_avg: 433.1818 | regret_pref: 61.0000 | reward_optimal: 545.3331 | reward_pref: 112.1513 | reward_npref: -122.6131
[     780 points] regret_avg: 436.3569 | regret_pref: 61.0000 | reward_optimal: 545.9183 | reward_pref: 109.5613 | reward_npref: -125.6992
[     785 points] regret_avg: 438.2041 | regret_pref: 61.0000 | reward_optimal: 546.7153 | reward_pref: 108.5113 | reward_npref: -127.0363
[     790 points] regret_avg: 439.5467 | regret_pref: 61.0000 | reward_optimal: 547.2380 | reward_pref: 107.6913 | reward_npref: -128.4279
[     795 points] regret_avg: 442.2264 | regret_pref: 61.0000 | reward_optimal: 547.7253 | reward_pref: 105.4988 | reward_npref: -130.7966
[     800 points] regret_avg: 445.8884 | regret_pref: 61.0000 | reward_optimal: 547.5985 | reward_pref: 101.7101 | reward_npref: -140.9385
[     805 points] regret_avg: 447.6246 | regret_pref: 62.0000 | reward_optimal: 550.2213 | reward_pref: 102.5967 | reward_npref: -139.8138
[     810 points] regret_avg: 447.6246 | regret_pref: 62.0000 | reward_optimal: 550.7190 | reward_pref: 103.0944 | reward_npref: -143.6967
[     815 points] regret_avg: 448.6317 | regret_pref: 63.0000 | reward_optimal: 553.5264 | reward_pref: 104.8946 | reward_npref: -141.5640
[     820 points] regret_avg: 450.3540 | regret_pref: 63.0000 | reward_optimal: 567.3942 | reward_pref: 117.0402 | reward_npref: -131.9977
[     825 points] regret_avg: 455.4841 | regret_pref: 63.0000 | reward_optimal: 577.8395 | reward_pref: 122.3554 | reward_npref: -128.5554
[     830 points] regret_avg: 459.1992 | regret_pref: 63.0000 | reward_optimal: 578.1105 | reward_pref: 118.9113 | reward_npref: -133.5855
[     835 points] regret_avg: 459.4600 | regret_pref: 63.0000 | reward_optimal: 582.4046 | reward_pref: 122.9445 | reward_npref: -130.5885
[     840 points] regret_avg: 460.5345 | regret_pref: 63.0000 | reward_optimal: 586.0349 | reward_pref: 125.5004 | reward_npref: -129.5187
[     845 points] regret_avg: 467.9139 | regret_pref: 63.0000 | reward_optimal: 586.0833 | reward_pref: 118.1694 | reward_npref: -139.0908
[     850 points] regret_avg: 468.0484 | regret_pref: 63.0000 | reward_optimal: 587.2257 | reward_pref: 119.1773 | reward_npref: -138.5338
[     855 points] regret_avg: 470.8682 | regret_pref: 63.0000 | reward_optimal: 596.4164 | reward_pref: 125.5482 | reward_npref: -136.8732
[     860 points] regret_avg: 476.8119 | regret_pref: 63.0000 | reward_optimal: 596.9602 | reward_pref: 120.1482 | reward_npref: -142.8340
[     865 points] regret_avg: 481.1807 | regret_pref: 64.0000 | reward_optimal: 597.3367 | reward_pref: 116.1560 | reward_npref: -143.4151
[     870 points] regret_avg: 484.2046 | regret_pref: 65.0000 | reward_optimal: 597.1337 | reward_pref: 112.9291 | reward_npref: -145.7414
[     875 points] regret_avg: 495.8561 | regret_pref: 66.0000 | reward_optimal: 614.2705 | reward_pref: 118.4144 | reward_npref: -137.1055
[     880 points] regret_avg: 500.0517 | regret_pref: 67.0000 | reward_optimal: 614.9955 | reward_pref: 114.9437 | reward_npref: -138.7360
[     885 points] regret_avg: 500.4374 | regret_pref: 68.0000 | reward_optimal: 615.8867 | reward_pref: 115.4493 | reward_npref: -138.1998
[     890 points] regret_avg: 500.4374 | regret_pref: 68.0000 | reward_optimal: 615.1810 | reward_pref: 114.7436 | reward_npref: -151.7239
[     895 points] regret_avg: 500.4374 | regret_pref: 68.0000 | reward_optimal: 616.2294 | reward_pref: 115.7920 | reward_npref: -151.3962
[     900 points] regret_avg: 504.2230 | regret_pref: 69.0000 | reward_optimal: 626.4676 | reward_pref: 122.2446 | reward_npref: -141.7908
[     905 points] regret_avg: 507.4124 | regret_pref: 69.0000 | reward_optimal: 626.6837 | reward_pref: 119.2713 | reward_npref: -149.2617
[     910 points] regret_avg: 509.2887 | regret_pref: 69.0000 | reward_optimal: 634.2887 | reward_pref: 125.0000 | reward_npref: -147.9739
[     915 points] regret_avg: 518.5134 | regret_pref: 69.0000 | reward_optimal: 634.3599 | reward_pref: 115.8465 | reward_npref: -161.3515
[     920 points] regret_avg: 520.8803 | regret_pref: 70.0000 | reward_optimal: 635.2083 | reward_pref: 114.3281 | reward_npref: -162.5605
[     925 points] regret_avg: 523.7558 | regret_pref: 71.0000 | reward_optimal: 635.9755 | reward_pref: 112.2198 | reward_npref: -164.3194
[     930 points] regret_avg: 525.0424 | regret_pref: 72.0000 | reward_optimal: 636.6501 | reward_pref: 111.6077 | reward_npref: -164.3610
[     935 points] regret_avg: 528.6987 | regret_pref: 73.0000 | reward_optimal: 637.0529 | reward_pref: 108.3542 | reward_npref: -166.8651
[     940 points] regret_avg: 537.0860 | regret_pref: 73.0000 | reward_optimal: 656.3004 | reward_pref: 119.2143 | reward_npref: -160.7707
[     945 points] regret_avg: 537.0860 | regret_pref: 73.0000 | reward_optimal: 661.8107 | reward_pref: 124.7246 | reward_npref: -156.2655
[     950 points] regret_avg: 537.7763 | regret_pref: 73.0000 | reward_optimal: 662.7336 | reward_pref: 124.9573 | reward_npref: -156.1880
[     955 points] regret_avg: 539.2923 | regret_pref: 73.0000 | reward_optimal: 674.9836 | reward_pref: 135.6913 | reward_npref: -152.1952
[     960 points] regret_avg: 543.7205 | regret_pref: 73.0000 | reward_optimal: 685.2852 | reward_pref: 141.5647 | reward_npref: -146.9472
[     965 points] regret_avg: 547.2281 | regret_pref: 73.0000 | reward_optimal: 704.0719 | reward_pref: 156.8438 | reward_npref: -138.6624
[     970 points] regret_avg: 552.4609 | regret_pref: 73.0000 | reward_optimal: 704.9088 | reward_pref: 152.4480 | reward_npref: -143.3610
[     975 points] regret_avg: 554.8206 | regret_pref: 73.0000 | reward_optimal: 711.3329 | reward_pref: 156.5123 | reward_npref: -140.4571
[     980 points] regret_avg: 554.8206 | regret_pref: 73.0000 | reward_optimal: 716.5366 | reward_pref: 161.7160 | reward_npref: -138.3466
