[       5 points] regret_avg: 3.0138 | regret_pref: 1.0000 | reward_optimal: 0.4611 | reward_pref: -2.5527 | reward_npref: -0.5463
[      75 points] regret_avg: 41.7231 | regret_pref: 5.0000 | reward_optimal: 40.3710 | reward_pref: -1.3521 | reward_npref: -21.9355
[      80 points] regret_avg: 44.9384 | regret_pref: 5.0000 | reward_optimal: 40.3845 | reward_pref: -4.5539 | reward_npref: -27.8683
[      85 points] regret_avg: 48.3365 | regret_pref: 5.0000 | reward_optimal: 54.0411 | reward_pref: 5.7047 | reward_npref: -25.1655
[      90 points] regret_avg: 49.3923 | regret_pref: 5.0000 | reward_optimal: 54.3258 | reward_pref: 4.9335 | reward_npref: -26.2573
[      95 points] regret_avg: 50.7112 | regret_pref: 5.0000 | reward_optimal: 59.6845 | reward_pref: 8.9733 | reward_npref: -25.0687
[     100 points] regret_avg: 51.1006 | regret_pref: 5.0000 | reward_optimal: 60.0578 | reward_pref: 8.9572 | reward_npref: -25.1831
[     105 points] regret_avg: 52.9481 | regret_pref: 6.0000 | reward_optimal: 60.9723 | reward_pref: 8.0242 | reward_npref: -25.3729
[     110 points] regret_avg: 54.3427 | regret_pref: 6.0000 | reward_optimal: 66.6864 | reward_pref: 12.3437 | reward_npref: -22.7654
[     115 points] regret_avg: 55.0585 | regret_pref: 6.0000 | reward_optimal: 67.3088 | reward_pref: 12.2504 | reward_npref: -23.0489
[     120 points] regret_avg: 58.4819 | regret_pref: 6.0000 | reward_optimal: 81.0594 | reward_pref: 22.5774 | reward_npref: -14.4311
[     125 points] regret_avg: 64.1436 | regret_pref: 6.0000 | reward_optimal: 81.0202 | reward_pref: 16.8766 | reward_npref: -23.7814
[     130 points] regret_avg: 69.4476 | regret_pref: 6.0000 | reward_optimal: 95.2234 | reward_pref: 25.7758 | reward_npref: -16.6456
[     135 points] regret_avg: 69.4476 | regret_pref: 6.0000 | reward_optimal: 108.4210 | reward_pref: 38.9734 | reward_npref: -14.7355
[     140 points] regret_avg: 72.3623 | regret_pref: 7.0000 | reward_optimal: 108.7814 | reward_pref: 36.4191 | reward_npref: -15.5526
[     145 points] regret_avg: 73.4393 | regret_pref: 7.0000 | reward_optimal: 117.5087 | reward_pref: 44.0694 | reward_npref: -14.0511
[     150 points] regret_avg: 74.2756 | regret_pref: 7.0000 | reward_optimal: 117.7011 | reward_pref: 43.4255 | reward_npref: -17.9126
[     155 points] regret_avg: 80.1030 | regret_pref: 7.0000 | reward_optimal: 117.5548 | reward_pref: 37.4519 | reward_npref: -24.6510
[     160 points] regret_avg: 80.5842 | regret_pref: 8.0000 | reward_optimal: 118.7784 | reward_pref: 38.1943 | reward_npref: -23.5691
[     165 points] regret_avg: 92.1776 | regret_pref: 9.0000 | reward_optimal: 133.2062 | reward_pref: 41.0286 | reward_npref: -19.8680
[     170 points] regret_avg: 96.2513 | regret_pref: 10.0000 | reward_optimal: 133.0278 | reward_pref: 36.7765 | reward_npref: -22.6270
[     175 points] regret_avg: 97.5960 | regret_pref: 10.0000 | reward_optimal: 133.8632 | reward_pref: 36.2672 | reward_npref: -24.3468
[     180 points] regret_avg: 103.7202 | regret_pref: 10.0000 | reward_optimal: 146.2263 | reward_pref: 42.5060 | reward_npref: -18.8673
[     185 points] regret_avg: 104.0628 | regret_pref: 10.0000 | reward_optimal: 147.2932 | reward_pref: 43.2304 | reward_npref: -18.4459
[     190 points] regret_avg: 110.2701 | regret_pref: 10.0000 | reward_optimal: 161.5547 | reward_pref: 51.2846 | reward_npref: -13.0373
[     195 points] regret_avg: 110.8107 | regret_pref: 11.0000 | reward_optimal: 162.3259 | reward_pref: 51.5152 | reward_npref: -12.7818
[     200 points] regret_avg: 111.6467 | regret_pref: 12.0000 | reward_optimal: 163.7300 | reward_pref: 52.0832 | reward_npref: -11.3777
[     205 points] regret_avg: 113.4376 | regret_pref: 13.0000 | reward_optimal: 168.5824 | reward_pref: 55.1448 | reward_npref: -6.8247
[     210 points] regret_avg: 114.1222 | regret_pref: 14.0000 | reward_optimal: 169.9146 | reward_pref: 55.7924 | reward_npref: -5.4925
[     215 points] regret_avg: 118.8223 | regret_pref: 14.0000 | reward_optimal: 184.9990 | reward_pref: 66.1767 | reward_npref: -3.4655
[     220 points] regret_avg: 120.0484 | regret_pref: 14.0000 | reward_optimal: 186.8954 | reward_pref: 66.8470 | reward_npref: -2.8905
[     225 points] regret_avg: 124.0557 | regret_pref: 15.0000 | reward_optimal: 196.1920 | reward_pref: 72.1364 | reward_npref: 6.4062
[     230 points] regret_avg: 126.7324 | regret_pref: 16.0000 | reward_optimal: 196.5955 | reward_pref: 69.8631 | reward_npref: 4.5610
[     235 points] regret_avg: 130.9983 | regret_pref: 17.0000 | reward_optimal: 205.2760 | reward_pref: 74.2777 | reward_npref: 10.0346
[     240 points] regret_avg: 133.2449 | regret_pref: 17.0000 | reward_optimal: 217.3323 | reward_pref: 84.0874 | reward_npref: 15.3711
[     245 points] regret_avg: 134.5941 | regret_pref: 17.0000 | reward_optimal: 221.7943 | reward_pref: 87.2001 | reward_npref: 17.6902
[     250 points] regret_avg: 138.7325 | regret_pref: 17.0000 | reward_optimal: 230.2256 | reward_pref: 91.4931 | reward_npref: 19.9912
[     255 points] regret_avg: 141.7578 | regret_pref: 18.0000 | reward_optimal: 242.4047 | reward_pref: 100.6469 | reward_npref: 30.6569
[     260 points] regret_avg: 150.3298 | regret_pref: 19.0000 | reward_optimal: 242.7197 | reward_pref: 92.3899 | reward_npref: 26.0757
[     265 points] regret_avg: 155.5699 | regret_pref: 19.0000 | reward_optimal: 242.8180 | reward_pref: 87.2480 | reward_npref: 17.4256
[     270 points] regret_avg: 156.4572 | regret_pref: 20.0000 | reward_optimal: 244.3631 | reward_pref: 87.9059 | reward_npref: 18.9707
[     275 points] regret_avg: 159.6972 | regret_pref: 21.0000 | reward_optimal: 253.1322 | reward_pref: 93.4351 | reward_npref: 27.7398
[     280 points] regret_avg: 160.2642 | regret_pref: 21.0000 | reward_optimal: 262.2941 | reward_pref: 102.0298 | reward_npref: 32.9456
[     285 points] regret_avg: 161.7250 | regret_pref: 21.0000 | reward_optimal: 270.1861 | reward_pref: 108.4611 | reward_npref: 38.4061
[     290 points] regret_avg: 168.8632 | regret_pref: 21.0000 | reward_optimal: 280.7597 | reward_pref: 111.8965 | reward_npref: 39.7913
[     295 points] regret_avg: 171.5087 | regret_pref: 22.0000 | reward_optimal: 285.6443 | reward_pref: 114.1356 | reward_npref: 44.6759
[     300 points] regret_avg: 172.3950 | regret_pref: 22.0000 | reward_optimal: 286.0252 | reward_pref: 113.6303 | reward_npref: 38.7102
[     305 points] regret_avg: 180.9383 | regret_pref: 23.0000 | reward_optimal: 296.8329 | reward_pref: 115.8946 | reward_npref: 44.8456
[     310 points] regret_avg: 187.2484 | regret_pref: 23.0000 | reward_optimal: 296.4159 | reward_pref: 109.1675 | reward_npref: 34.7102
[     315 points] regret_avg: 194.4157 | regret_pref: 24.0000 | reward_optimal: 308.0177 | reward_pref: 113.6020 | reward_npref: 39.8536
[     320 points] regret_avg: 198.2460 | regret_pref: 25.0000 | reward_optimal: 308.5221 | reward_pref: 110.2761 | reward_npref: 38.8746
[     325 points] regret_avg: 201.5774 | regret_pref: 25.0000 | reward_optimal: 321.9237 | reward_pref: 120.3463 | reward_npref: 42.3471
[     330 points] regret_avg: 206.0793 | regret_pref: 25.0000 | reward_optimal: 336.3866 | reward_pref: 130.3073 | reward_npref: 43.6208
[     335 points] regret_avg: 210.0262 | regret_pref: 25.0000 | reward_optimal: 335.9236 | reward_pref: 125.8974 | reward_npref: 34.6700
[     340 points] regret_avg: 210.6095 | regret_pref: 25.0000 | reward_optimal: 338.3224 | reward_pref: 127.7129 | reward_npref: 35.3750
[     345 points] regret_avg: 211.1239 | regret_pref: 25.0000 | reward_optimal: 340.5003 | reward_pref: 129.3764 | reward_npref: 36.1129
[     350 points] regret_avg: 217.2023 | regret_pref: 25.0000 | reward_optimal: 340.3104 | reward_pref: 123.1080 | reward_npref: 23.4631
[     355 points] regret_avg: 219.2248 | regret_pref: 26.0000 | reward_optimal: 344.4843 | reward_pref: 125.2596 | reward_npref: 26.1138
[     360 points] regret_avg: 219.3356 | regret_pref: 27.0000 | reward_optimal: 344.7845 | reward_pref: 125.4489 | reward_npref: 26.3178
[     365 points] regret_avg: 221.4827 | regret_pref: 27.0000 | reward_optimal: 349.8234 | reward_pref: 128.3408 | reward_npref: 27.7549
[     370 points] regret_avg: 230.0427 | regret_pref: 28.0000 | reward_optimal: 365.1027 | reward_pref: 135.0601 | reward_npref: 35.4227
[     375 points] regret_avg: 243.9196 | regret_pref: 28.0000 | reward_optimal: 381.0174 | reward_pref: 137.0977 | reward_npref: 36.5151
[     380 points] regret_avg: 247.1453 | regret_pref: 29.0000 | reward_optimal: 385.5714 | reward_pref: 138.4262 | reward_npref: 40.2365
[     385 points] regret_avg: 249.8487 | regret_pref: 29.0000 | reward_optimal: 391.8929 | reward_pref: 142.0442 | reward_npref: 42.7243
[     390 points] regret_avg: 251.9634 | regret_pref: 29.0000 | reward_optimal: 392.5054 | reward_pref: 140.5420 | reward_npref: 39.9472
[     395 points] regret_avg: 253.2345 | regret_pref: 29.0000 | reward_optimal: 399.3995 | reward_pref: 146.1650 | reward_npref: 43.0588
[     400 points] regret_avg: 254.2407 | regret_pref: 29.0000 | reward_optimal: 400.0200 | reward_pref: 145.7794 | reward_npref: 42.4191
[     405 points] regret_avg: 260.8614 | regret_pref: 30.0000 | reward_optimal: 409.8475 | reward_pref: 148.9862 | reward_npref: 52.2466
[     410 points] regret_avg: 260.8614 | regret_pref: 30.0000 | reward_optimal: 409.3295 | reward_pref: 148.4681 | reward_npref: 43.1195
[     415 points] regret_avg: 261.4187 | regret_pref: 31.0000 | reward_optimal: 410.5324 | reward_pref: 149.1138 | reward_npref: 44.1092
[     420 points] regret_avg: 263.6759 | regret_pref: 32.0000 | reward_optimal: 411.3955 | reward_pref: 147.7196 | reward_npref: 43.3271
[     425 points] regret_avg: 271.9023 | regret_pref: 33.0000 | reward_optimal: 411.1063 | reward_pref: 139.2039 | reward_npref: 43.0378
[     430 points] regret_avg: 275.7218 | regret_pref: 33.0000 | reward_optimal: 410.9880 | reward_pref: 135.2661 | reward_npref: 34.3486
[     435 points] regret_avg: 281.4601 | regret_pref: 34.0000 | reward_optimal: 418.8812 | reward_pref: 137.4211 | reward_npref: 36.9551
[     440 points] regret_avg: 283.1439 | regret_pref: 35.0000 | reward_optimal: 421.0016 | reward_pref: 137.8577 | reward_npref: 38.5581
[     445 points] regret_avg: 285.7869 | regret_pref: 35.0000 | reward_optimal: 420.7214 | reward_pref: 134.9345 | reward_npref: 30.9978
[     450 points] regret_avg: 288.9854 | regret_pref: 36.0000 | reward_optimal: 421.5145 | reward_pref: 132.5291 | reward_npref: 29.2741
[     455 points] regret_avg: 289.3318 | regret_pref: 36.0000 | reward_optimal: 424.3865 | reward_pref: 135.0547 | reward_npref: 30.6173
[     460 points] regret_avg: 289.3318 | regret_pref: 36.0000 | reward_optimal: 425.2899 | reward_pref: 135.9580 | reward_npref: 30.3905
[     465 points] regret_avg: 289.9412 | regret_pref: 37.0000 | reward_optimal: 426.2374 | reward_pref: 136.2962 | reward_npref: 30.9434
[     470 points] regret_avg: 290.3400 | regret_pref: 38.0000 | reward_optimal: 427.9745 | reward_pref: 137.6345 | reward_npref: 32.4796
[     475 points] regret_avg: 291.0048 | regret_pref: 39.0000 | reward_optimal: 428.9287 | reward_pref: 137.9239 | reward_npref: 32.7952
[     480 points] regret_avg: 294.1052 | regret_pref: 39.0000 | reward_optimal: 438.9660 | reward_pref: 144.8608 | reward_npref: 36.6674
[     485 points] regret_avg: 294.1052 | regret_pref: 39.0000 | reward_optimal: 446.2746 | reward_pref: 152.1694 | reward_npref: 38.3038
[     490 points] regret_avg: 297.1947 | regret_pref: 40.0000 | reward_optimal: 450.6351 | reward_pref: 153.4404 | reward_npref: 41.0761
[     495 points] regret_avg: 304.6947 | regret_pref: 41.0000 | reward_optimal: 450.5462 | reward_pref: 145.8514 | reward_npref: 36.2983
[     500 points] regret_avg: 305.5023 | regret_pref: 42.0000 | reward_optimal: 450.8315 | reward_pref: 145.3292 | reward_npref: 36.5837
[     505 points] regret_avg: 310.9550 | regret_pref: 42.0000 | reward_optimal: 465.4387 | reward_pref: 154.4836 | reward_npref: 38.6110
[     510 points] regret_avg: 317.8651 | regret_pref: 42.0000 | reward_optimal: 481.2588 | reward_pref: 163.3938 | reward_npref: 43.5816
[     515 points] regret_avg: 318.9919 | regret_pref: 43.0000 | reward_optimal: 483.1783 | reward_pref: 164.1865 | reward_npref: 45.3852
[     520 points] regret_avg: 319.9164 | regret_pref: 43.0000 | reward_optimal: 484.0899 | reward_pref: 164.1736 | reward_npref: 44.6959
[     525 points] regret_avg: 322.8422 | regret_pref: 44.0000 | reward_optimal: 487.8261 | reward_pref: 164.9839 | reward_npref: 45.7934
[     530 points] regret_avg: 324.9085 | regret_pref: 45.0000 | reward_optimal: 488.4419 | reward_pref: 163.5334 | reward_npref: 45.7126
[     535 points] regret_avg: 329.4878 | regret_pref: 45.0000 | reward_optimal: 500.7345 | reward_pref: 171.2466 | reward_npref: 48.9024
[     540 points] regret_avg: 334.0822 | regret_pref: 46.0000 | reward_optimal: 510.0726 | reward_pref: 175.9904 | reward_npref: 54.7873
[     545 points] regret_avg: 341.5769 | regret_pref: 47.0000 | reward_optimal: 522.2097 | reward_pref: 180.6328 | reward_npref: 64.6654
[     550 points] regret_avg: 342.1751 | regret_pref: 47.0000 | reward_optimal: 524.7465 | reward_pref: 182.5714 | reward_npref: 66.1673
[     555 points] regret_avg: 342.7224 | regret_pref: 47.0000 | reward_optimal: 533.5766 | reward_pref: 190.8542 | reward_npref: 71.7204
[     560 points] regret_avg: 342.7224 | regret_pref: 47.0000 | reward_optimal: 540.3770 | reward_pref: 197.6545 | reward_npref: 73.6312
[     565 points] regret_avg: 342.7224 | regret_pref: 47.0000 | reward_optimal: 543.6852 | reward_pref: 200.9628 | reward_npref: 75.1916
[     570 points] regret_avg: 351.7582 | regret_pref: 47.0000 | reward_optimal: 543.2273 | reward_pref: 191.4690 | reward_npref: 64.8283
[     575 points] regret_avg: 354.5513 | regret_pref: 48.0000 | reward_optimal: 543.6137 | reward_pref: 189.0624 | reward_npref: 64.1574
[     580 points] regret_avg: 359.7782 | regret_pref: 48.0000 | reward_optimal: 557.6294 | reward_pref: 197.8512 | reward_npref: 71.2099
[     585 points] regret_avg: 359.8840 | regret_pref: 48.0000 | reward_optimal: 557.7233 | reward_pref: 197.8393 | reward_npref: 71.1586
[     590 points] regret_avg: 362.5892 | regret_pref: 49.0000 | reward_optimal: 563.2680 | reward_pref: 200.6788 | reward_npref: 75.0050
[     595 points] regret_avg: 362.5892 | regret_pref: 49.0000 | reward_optimal: 574.7278 | reward_pref: 212.1385 | reward_npref: 80.8003
[     600 points] regret_avg: 363.3840 | regret_pref: 49.0000 | reward_optimal: 575.2269 | reward_pref: 211.8429 | reward_npref: 77.6248
[     605 points] regret_avg: 364.0272 | regret_pref: 49.0000 | reward_optimal: 576.2183 | reward_pref: 212.1911 | reward_npref: 77.9722
[     610 points] regret_avg: 368.2960 | regret_pref: 50.0000 | reward_optimal: 581.6820 | reward_pref: 213.3860 | reward_npref: 82.4253
[     615 points] regret_avg: 368.9348 | regret_pref: 50.0000 | reward_optimal: 582.1032 | reward_pref: 213.1684 | reward_npref: 81.9827
[     620 points] regret_avg: 372.0324 | regret_pref: 51.0000 | reward_optimal: 582.5062 | reward_pref: 210.4738 | reward_npref: 81.8678
[     625 points] regret_avg: 375.1454 | regret_pref: 51.0000 | reward_optimal: 592.5872 | reward_pref: 217.4418 | reward_npref: 84.5704
[     630 points] regret_avg: 378.7634 | regret_pref: 52.0000 | reward_optimal: 597.1443 | reward_pref: 218.3809 | reward_npref: 88.2927
[     635 points] regret_avg: 379.5448 | regret_pref: 52.0000 | reward_optimal: 603.5152 | reward_pref: 223.9704 | reward_npref: 89.5297
[     640 points] regret_avg: 382.8768 | regret_pref: 52.0000 | reward_optimal: 612.4984 | reward_pref: 229.6215 | reward_npref: 90.9487
[     645 points] regret_avg: 382.8768 | regret_pref: 52.0000 | reward_optimal: 628.4371 | reward_pref: 245.5603 | reward_npref: 105.8920
[     650 points] regret_avg: 387.4544 | regret_pref: 53.0000 | reward_optimal: 634.2953 | reward_pref: 246.8408 | reward_npref: 110.3191
[     655 points] regret_avg: 388.0616 | regret_pref: 53.0000 | reward_optimal: 634.7901 | reward_pref: 246.7284 | reward_npref: 109.2668
[     660 points] regret_avg: 392.0080 | regret_pref: 54.0000 | reward_optimal: 640.7741 | reward_pref: 248.7661 | reward_npref: 111.6438
[     665 points] regret_avg: 396.7057 | regret_pref: 55.0000 | reward_optimal: 648.4305 | reward_pref: 251.7248 | reward_npref: 116.9369
[     670 points] regret_avg: 409.5777 | regret_pref: 56.0000 | reward_optimal: 647.9695 | reward_pref: 238.3918 | reward_npref: 107.1774
[     675 points] regret_avg: 412.9710 | regret_pref: 57.0000 | reward_optimal: 648.3912 | reward_pref: 235.4202 | reward_npref: 104.9183
[     680 points] regret_avg: 415.3949 | regret_pref: 57.0000 | reward_optimal: 648.6410 | reward_pref: 233.2461 | reward_npref: 101.8422
[     685 points] regret_avg: 415.3949 | regret_pref: 57.0000 | reward_optimal: 649.0731 | reward_pref: 233.6782 | reward_npref: 97.4186
[     690 points] regret_avg: 417.3489 | regret_pref: 57.0000 | reward_optimal: 649.3140 | reward_pref: 231.9651 | reward_npref: 95.4418
[     695 points] regret_avg: 419.5590 | regret_pref: 58.0000 | reward_optimal: 652.4203 | reward_pref: 232.8613 | reward_npref: 98.3581
[     700 points] regret_avg: 419.5590 | regret_pref: 58.0000 | reward_optimal: 653.2616 | reward_pref: 233.7026 | reward_npref: 97.9198
[     705 points] regret_avg: 422.3282 | regret_pref: 58.0000 | reward_optimal: 656.9157 | reward_pref: 234.5874 | reward_npref: 98.7668
[     710 points] regret_avg: 423.4728 | regret_pref: 59.0000 | reward_optimal: 661.5890 | reward_pref: 238.1162 | reward_npref: 103.1533
[     715 points] regret_avg: 429.1858 | regret_pref: 60.0000 | reward_optimal: 668.4106 | reward_pref: 239.2248 | reward_npref: 105.0192
[     720 points] regret_avg: 432.5044 | regret_pref: 60.0000 | reward_optimal: 667.7266 | reward_pref: 235.2223 | reward_npref: 97.9153
[     725 points] regret_avg: 438.8481 | regret_pref: 60.0000 | reward_optimal: 667.9670 | reward_pref: 229.1189 | reward_npref: 90.9271
[     730 points] regret_avg: 441.5838 | regret_pref: 60.0000 | reward_optimal: 667.7445 | reward_pref: 226.1606 | reward_npref: 80.1299
[     735 points] regret_avg: 442.2582 | regret_pref: 60.0000 | reward_optimal: 668.1346 | reward_pref: 225.8764 | reward_npref: 79.4154
[     740 points] regret_avg: 443.4380 | regret_pref: 60.0000 | reward_optimal: 674.5598 | reward_pref: 231.1218 | reward_npref: 80.6881
[     745 points] regret_avg: 445.8789 | regret_pref: 60.0000 | reward_optimal: 674.9659 | reward_pref: 229.0870 | reward_npref: 77.2672
[     750 points] regret_avg: 446.9364 | regret_pref: 60.0000 | reward_optimal: 675.7974 | reward_pref: 228.8609 | reward_npref: 75.0877
[     755 points] regret_avg: 447.7078 | regret_pref: 61.0000 | reward_optimal: 677.6804 | reward_pref: 229.9725 | reward_npref: 76.3067
[     760 points] regret_avg: 452.0232 | regret_pref: 61.0000 | reward_optimal: 677.7061 | reward_pref: 225.6830 | reward_npref: 67.5878
[     765 points] regret_avg: 454.7299 | regret_pref: 61.0000 | reward_optimal: 677.9386 | reward_pref: 223.2086 | reward_npref: 62.9455
[     770 points] regret_avg: 466.1939 | regret_pref: 62.0000 | reward_optimal: 677.4551 | reward_pref: 211.2612 | reward_npref: 51.8554
[     775 points] regret_avg: 466.1939 | regret_pref: 62.0000 | reward_optimal: 677.7388 | reward_pref: 211.5449 | reward_npref: 50.5079
[     780 points] regret_avg: 467.1513 | regret_pref: 62.0000 | reward_optimal: 678.4466 | reward_pref: 211.2953 | reward_npref: 50.1505
[     785 points] regret_avg: 467.5105 | regret_pref: 62.0000 | reward_optimal: 679.5160 | reward_pref: 212.0055 | reward_npref: 50.7856
[     790 points] regret_avg: 467.5105 | regret_pref: 62.0000 | reward_optimal: 684.3186 | reward_pref: 216.8081 | reward_npref: 52.4072
[     795 points] regret_avg: 476.0618 | regret_pref: 63.0000 | reward_optimal: 701.5243 | reward_pref: 225.4626 | reward_npref: 64.2626
[     800 points] regret_avg: 477.2914 | regret_pref: 63.0000 | reward_optimal: 701.4916 | reward_pref: 224.2002 | reward_npref: 59.4115
[     805 points] regret_avg: 478.0592 | regret_pref: 63.0000 | reward_optimal: 713.8879 | reward_pref: 235.8287 | reward_npref: 70.2728
[     810 points] regret_avg: 478.0592 | regret_pref: 63.0000 | reward_optimal: 730.8684 | reward_pref: 252.8093 | reward_npref: 78.8087
[     815 points] regret_avg: 483.8914 | regret_pref: 63.0000 | reward_optimal: 744.3525 | reward_pref: 260.4610 | reward_npref: 80.5299
[     820 points] regret_avg: 484.2412 | regret_pref: 63.0000 | reward_optimal: 745.6784 | reward_pref: 261.4372 | reward_npref: 81.2769
[     825 points] regret_avg: 491.0262 | regret_pref: 64.0000 | reward_optimal: 757.9413 | reward_pref: 266.9150 | reward_npref: 91.2661
[     830 points] regret_avg: 494.5908 | regret_pref: 65.0000 | reward_optimal: 762.7264 | reward_pref: 268.1356 | reward_npref: 96.0512
[     835 points] regret_avg: 495.3513 | regret_pref: 65.0000 | reward_optimal: 763.5889 | reward_pref: 268.2377 | reward_npref: 96.0517
[     840 points] regret_avg: 496.0905 | regret_pref: 65.0000 | reward_optimal: 769.6151 | reward_pref: 273.5246 | reward_npref: 99.8692
[     845 points] regret_avg: 498.1859 | regret_pref: 66.0000 | reward_optimal: 773.4703 | reward_pref: 275.2844 | reward_npref: 103.2531
[     850 points] regret_avg: 501.0414 | regret_pref: 66.0000 | reward_optimal: 773.4805 | reward_pref: 272.4391 | reward_npref: 95.5879
[     855 points] regret_avg: 502.3585 | regret_pref: 66.0000 | reward_optimal: 773.7360 | reward_pref: 271.3775 | reward_npref: 93.7396
[     860 points] regret_avg: 503.4229 | regret_pref: 66.0000 | reward_optimal: 774.5644 | reward_pref: 271.1415 | reward_npref: 91.9209
[     865 points] regret_avg: 503.4229 | regret_pref: 66.0000 | reward_optimal: 774.5566 | reward_pref: 271.1337 | reward_npref: 88.0032
[     870 points] regret_avg: 505.6518 | regret_pref: 66.0000 | reward_optimal: 775.4878 | reward_pref: 269.8359 | reward_npref: 85.8927
[     875 points] regret_avg: 513.0612 | regret_pref: 67.0000 | reward_optimal: 775.9864 | reward_pref: 262.9253 | reward_npref: 85.2669
[     880 points] regret_avg: 519.3805 | regret_pref: 67.0000 | reward_optimal: 787.3425 | reward_pref: 267.9620 | reward_npref: 87.5869
[     885 points] regret_avg: 522.6496 | regret_pref: 68.0000 | reward_optimal: 787.7014 | reward_pref: 265.0518 | reward_npref: 86.2908
[     890 points] regret_avg: 526.0277 | regret_pref: 68.0000 | reward_optimal: 798.6215 | reward_pref: 272.5939 | reward_npref: 91.8183
[     895 points] regret_avg: 528.7207 | regret_pref: 68.0000 | reward_optimal: 798.0420 | reward_pref: 269.3214 | reward_npref: 75.6929
[     900 points] regret_avg: 532.4734 | regret_pref: 69.0000 | reward_optimal: 798.3945 | reward_pref: 265.9210 | reward_npref: 73.4583
[     905 points] regret_avg: 540.3726 | regret_pref: 70.0000 | reward_optimal: 810.1342 | reward_pref: 269.7616 | reward_npref: 79.4175
[     910 points] regret_avg: 544.1369 | regret_pref: 70.0000 | reward_optimal: 810.8037 | reward_pref: 266.6668 | reward_npref: 75.5791
[     915 points] regret_avg: 546.0833 | regret_pref: 70.0000 | reward_optimal: 818.7313 | reward_pref: 272.6480 | reward_npref: 78.6916
[     920 points] regret_avg: 550.5242 | regret_pref: 71.0000 | reward_optimal: 819.7358 | reward_pref: 269.2116 | reward_npref: 75.5353
[     925 points] regret_avg: 551.0358 | regret_pref: 72.0000 | reward_optimal: 821.0934 | reward_pref: 270.0576 | reward_npref: 76.8168
[     930 points] regret_avg: 551.0358 | regret_pref: 72.0000 | reward_optimal: 828.6553 | reward_pref: 277.6195 | reward_npref: 79.3312
[     935 points] regret_avg: 557.4823 | regret_pref: 72.0000 | reward_optimal: 829.0318 | reward_pref: 271.5495 | reward_npref: 71.0001
[     940 points] regret_avg: 559.1881 | regret_pref: 72.0000 | reward_optimal: 830.0567 | reward_pref: 270.8686 | reward_npref: 68.1076
[     945 points] regret_avg: 567.2285 | regret_pref: 73.0000 | reward_optimal: 840.4138 | reward_pref: 273.1853 | reward_npref: 71.5545
[     950 points] regret_avg: 567.5393 | regret_pref: 73.0000 | reward_optimal: 845.4942 | reward_pref: 277.9549 | reward_npref: 74.4756
[     955 points] regret_avg: 582.0708 | regret_pref: 73.0000 | reward_optimal: 845.2852 | reward_pref: 263.2144 | reward_npref: 57.6131
[     960 points] regret_avg: 583.7752 | regret_pref: 74.0000 | reward_optimal: 845.2869 | reward_pref: 261.5116 | reward_npref: 57.6147
[     965 points] regret_avg: 586.7827 | regret_pref: 75.0000 | reward_optimal: 846.0900 | reward_pref: 259.3073 | reward_npref: 56.1453
[     970 points] regret_avg: 587.3158 | regret_pref: 75.0000 | reward_optimal: 854.7403 | reward_pref: 267.4245 | reward_npref: 62.1371
[     975 points] regret_avg: 593.3119 | regret_pref: 76.0000 | reward_optimal: 865.5655 | reward_pref: 272.2536 | reward_npref: 67.6252
[     980 points] regret_avg: 595.3456 | regret_pref: 77.0000 | reward_optimal: 871.1284 | reward_pref: 275.7827 | reward_npref: 71.4909
