[       5 points] regret_avg: 0.4988 | regret_pref: 1.0000 | reward_optimal: 0.4739 | reward_pref: -0.0249 | reward_npref: 0.1385
[     245 points] regret_avg: 14.5143 | regret_pref: 19.0000 | reward_optimal: 25.6548 | reward_pref: 11.1405 | reward_npref: 4.8613
[     250 points] regret_avg: 14.7841 | regret_pref: 19.0000 | reward_optimal: 26.0963 | reward_pref: 11.3123 | reward_npref: 5.0273
[     255 points] regret_avg: 14.9402 | regret_pref: 19.0000 | reward_optimal: 27.3970 | reward_pref: 12.4568 | reward_npref: 6.0169
[     260 points] regret_avg: 15.9164 | regret_pref: 19.0000 | reward_optimal: 27.7159 | reward_pref: 11.7995 | reward_npref: 4.7948
[     265 points] regret_avg: 16.1091 | regret_pref: 19.0000 | reward_optimal: 28.0885 | reward_pref: 11.9793 | reward_npref: 4.9284
[     270 points] regret_avg: 16.1091 | regret_pref: 19.0000 | reward_optimal: 28.9811 | reward_pref: 12.8720 | reward_npref: 5.2833
[     275 points] regret_avg: 16.1091 | regret_pref: 19.0000 | reward_optimal: 29.5392 | reward_pref: 13.4300 | reward_npref: 5.6540
[     280 points] regret_avg: 16.5190 | regret_pref: 19.0000 | reward_optimal: 29.8884 | reward_pref: 13.3694 | reward_npref: 5.5102
[     285 points] regret_avg: 16.7827 | regret_pref: 19.0000 | reward_optimal: 30.2875 | reward_pref: 13.5048 | reward_npref: 5.6349
[     290 points] regret_avg: 17.2265 | regret_pref: 20.0000 | reward_optimal: 31.0396 | reward_pref: 13.8131 | reward_npref: 6.0866
[     295 points] regret_avg: 17.2265 | regret_pref: 20.0000 | reward_optimal: 32.5465 | reward_pref: 15.3201 | reward_npref: 6.7797
[     300 points] regret_avg: 17.4810 | regret_pref: 20.0000 | reward_optimal: 32.8987 | reward_pref: 15.4177 | reward_npref: 6.1312
[     305 points] regret_avg: 17.8969 | regret_pref: 20.0000 | reward_optimal: 33.9153 | reward_pref: 16.0183 | reward_npref: 6.4438
[     310 points] regret_avg: 18.4206 | regret_pref: 20.0000 | reward_optimal: 34.0999 | reward_pref: 15.6793 | reward_npref: 5.9112
[     315 points] regret_avg: 19.1316 | regret_pref: 21.0000 | reward_optimal: 35.3092 | reward_pref: 16.1776 | reward_npref: 6.4764
[     320 points] regret_avg: 19.5540 | regret_pref: 22.0000 | reward_optimal: 35.7272 | reward_pref: 16.1732 | reward_npref: 6.5496
[     325 points] regret_avg: 19.7261 | regret_pref: 22.0000 | reward_optimal: 36.4646 | reward_pref: 16.7386 | reward_npref: 6.8130
[     330 points] regret_avg: 19.8350 | regret_pref: 23.0000 | reward_optimal: 36.7421 | reward_pref: 16.9072 | reward_npref: 7.0905
[     335 points] regret_avg: 20.2818 | regret_pref: 23.0000 | reward_optimal: 37.0438 | reward_pref: 16.7619 | reward_npref: 6.6967
[     340 points] regret_avg: 20.5068 | regret_pref: 23.0000 | reward_optimal: 37.3822 | reward_pref: 16.8754 | reward_npref: 6.8081
[     345 points] regret_avg: 20.6190 | regret_pref: 23.0000 | reward_optimal: 37.8235 | reward_pref: 17.2045 | reward_npref: 7.0104
[     350 points] regret_avg: 21.5311 | regret_pref: 23.0000 | reward_optimal: 38.0383 | reward_pref: 16.5073 | reward_npref: 5.5584
[     355 points] regret_avg: 21.8445 | regret_pref: 24.0000 | reward_optimal: 38.7292 | reward_pref: 16.8847 | reward_npref: 6.0110
[     360 points] regret_avg: 22.0803 | regret_pref: 25.0000 | reward_optimal: 39.0405 | reward_pref: 16.9602 | reward_npref: 6.0878
[     365 points] regret_avg: 22.3457 | regret_pref: 26.0000 | reward_optimal: 39.4739 | reward_pref: 17.1283 | reward_npref: 6.3509
[     370 points] regret_avg: 23.0066 | regret_pref: 27.0000 | reward_optimal: 40.6953 | reward_pref: 17.6887 | reward_npref: 6.9828
[     375 points] regret_avg: 23.4400 | regret_pref: 28.0000 | reward_optimal: 41.2889 | reward_pref: 17.8489 | reward_npref: 7.1939
[     380 points] regret_avg: 23.7189 | regret_pref: 28.0000 | reward_optimal: 42.8213 | reward_pref: 19.1024 | reward_npref: 7.6531
[     385 points] regret_avg: 23.9848 | regret_pref: 28.0000 | reward_optimal: 43.5071 | reward_pref: 19.5223 | reward_npref: 7.9746
[     390 points] regret_avg: 24.4976 | regret_pref: 29.0000 | reward_optimal: 43.8719 | reward_pref: 19.3743 | reward_npref: 7.9199
[     395 points] regret_avg: 24.6902 | regret_pref: 30.0000 | reward_optimal: 44.2702 | reward_pref: 19.5800 | reward_npref: 8.2309
[     400 points] regret_avg: 25.1468 | regret_pref: 30.0000 | reward_optimal: 44.5496 | reward_pref: 19.4027 | reward_npref: 7.9378
[     405 points] regret_avg: 25.1468 | regret_pref: 30.0000 | reward_optimal: 46.1753 | reward_pref: 21.0285 | reward_npref: 8.5135
[     410 points] regret_avg: 25.1468 | regret_pref: 30.0000 | reward_optimal: 46.3103 | reward_pref: 21.1635 | reward_npref: 7.5892
[     415 points] regret_avg: 25.2589 | regret_pref: 31.0000 | reward_optimal: 46.5773 | reward_pref: 21.3185 | reward_npref: 7.8093
[     420 points] regret_avg: 25.6481 | regret_pref: 31.0000 | reward_optimal: 46.9007 | reward_pref: 21.2526 | reward_npref: 7.6597
[     425 points] regret_avg: 25.6481 | regret_pref: 31.0000 | reward_optimal: 46.9860 | reward_pref: 21.3379 | reward_npref: 6.9009
[     430 points] regret_avg: 25.7957 | regret_pref: 32.0000 | reward_optimal: 47.2793 | reward_pref: 21.4837 | reward_npref: 7.1458
[     435 points] regret_avg: 26.1654 | regret_pref: 33.0000 | reward_optimal: 47.5649 | reward_pref: 21.3995 | reward_npref: 7.1068
[     440 points] regret_avg: 27.0300 | regret_pref: 34.0000 | reward_optimal: 48.7051 | reward_pref: 21.6751 | reward_npref: 7.9718
[     445 points] regret_avg: 27.5528 | regret_pref: 34.0000 | reward_optimal: 48.8687 | reward_pref: 21.3159 | reward_npref: 6.9317
[     450 points] regret_avg: 27.7572 | regret_pref: 35.0000 | reward_optimal: 49.3048 | reward_pref: 21.5476 | reward_npref: 7.2238
[     455 points] regret_avg: 27.8765 | regret_pref: 35.0000 | reward_optimal: 49.6221 | reward_pref: 21.7456 | reward_npref: 7.3554
[     460 points] regret_avg: 28.9293 | regret_pref: 36.0000 | reward_optimal: 51.0363 | reward_pref: 22.1070 | reward_npref: 8.0057
[     465 points] regret_avg: 28.9293 | regret_pref: 36.0000 | reward_optimal: 51.6126 | reward_pref: 22.6833 | reward_npref: 8.2469
[     470 points] regret_avg: 29.5629 | regret_pref: 36.0000 | reward_optimal: 52.0282 | reward_pref: 22.4652 | reward_npref: 7.9812
[     475 points] regret_avg: 30.0201 | regret_pref: 37.0000 | reward_optimal: 52.4259 | reward_pref: 22.4058 | reward_npref: 7.9721
[     480 points] regret_avg: 30.3099 | regret_pref: 37.0000 | reward_optimal: 52.7926 | reward_pref: 22.4826 | reward_npref: 8.0348
[     485 points] regret_avg: 30.5950 | regret_pref: 37.0000 | reward_optimal: 53.0559 | reward_pref: 22.4609 | reward_npref: 7.3968
[     490 points] regret_avg: 31.4050 | regret_pref: 38.0000 | reward_optimal: 54.2490 | reward_pref: 22.8440 | reward_npref: 8.1645
[     495 points] regret_avg: 32.4003 | regret_pref: 38.0000 | reward_optimal: 54.4859 | reward_pref: 22.0857 | reward_npref: 6.9258
[     500 points] regret_avg: 32.6627 | regret_pref: 39.0000 | reward_optimal: 54.8142 | reward_pref: 22.1516 | reward_npref: 7.2541
[     505 points] regret_avg: 33.4258 | regret_pref: 39.0000 | reward_optimal: 56.8888 | reward_pref: 23.4630 | reward_npref: 7.6333
[     510 points] regret_avg: 34.4727 | regret_pref: 39.0000 | reward_optimal: 59.3200 | reward_pref: 24.8472 | reward_npref: 8.4326
[     515 points] regret_avg: 35.1115 | regret_pref: 40.0000 | reward_optimal: 60.3988 | reward_pref: 25.2873 | reward_npref: 9.4460
[     520 points] regret_avg: 35.6556 | regret_pref: 41.0000 | reward_optimal: 61.2381 | reward_pref: 25.5825 | reward_npref: 10.0888
[     525 points] regret_avg: 35.8587 | regret_pref: 41.0000 | reward_optimal: 61.4417 | reward_pref: 25.5830 | reward_npref: 9.8865
[     530 points] regret_avg: 36.2399 | regret_pref: 41.0000 | reward_optimal: 61.6250 | reward_pref: 25.3851 | reward_npref: 8.5466
[     535 points] regret_avg: 36.4273 | regret_pref: 41.0000 | reward_optimal: 62.1703 | reward_pref: 25.7430 | reward_npref: 8.7487
[     540 points] regret_avg: 36.8672 | regret_pref: 42.0000 | reward_optimal: 63.1264 | reward_pref: 26.2592 | reward_npref: 9.3710
[     545 points] regret_avg: 37.2613 | regret_pref: 42.0000 | reward_optimal: 65.2658 | reward_pref: 28.0045 | reward_npref: 10.2117
[     550 points] regret_avg: 37.9112 | regret_pref: 43.0000 | reward_optimal: 66.8174 | reward_pref: 28.9063 | reward_npref: 11.3893
[     555 points] regret_avg: 37.9847 | regret_pref: 43.0000 | reward_optimal: 68.0393 | reward_pref: 30.0547 | reward_npref: 12.1747
[     560 points] regret_avg: 38.3611 | regret_pref: 43.0000 | reward_optimal: 68.2523 | reward_pref: 29.8912 | reward_npref: 11.2669
[     565 points] regret_avg: 39.1052 | regret_pref: 43.0000 | reward_optimal: 68.4725 | reward_pref: 29.3673 | reward_npref: 9.9900
[     570 points] regret_avg: 39.9790 | regret_pref: 43.0000 | reward_optimal: 68.7119 | reward_pref: 28.7329 | reward_npref: 9.2931
[     575 points] regret_avg: 40.4276 | regret_pref: 43.0000 | reward_optimal: 68.9024 | reward_pref: 28.4749 | reward_npref: 8.3377
[     580 points] regret_avg: 41.1398 | regret_pref: 43.0000 | reward_optimal: 70.8532 | reward_pref: 29.7134 | reward_npref: 9.3428
[     585 points] regret_avg: 41.3627 | regret_pref: 44.0000 | reward_optimal: 71.2246 | reward_pref: 29.8620 | reward_npref: 9.5328
[     590 points] regret_avg: 41.6695 | regret_pref: 44.0000 | reward_optimal: 71.6001 | reward_pref: 29.9307 | reward_npref: 9.5970
[     595 points] regret_avg: 41.6695 | regret_pref: 44.0000 | reward_optimal: 73.9703 | reward_pref: 32.3008 | reward_npref: 10.8073
[     600 points] regret_avg: 41.8424 | regret_pref: 44.0000 | reward_optimal: 74.3582 | reward_pref: 32.5158 | reward_npref: 10.9752
[     605 points] regret_avg: 42.3314 | regret_pref: 44.0000 | reward_optimal: 75.2350 | reward_pref: 32.9037 | reward_npref: 11.3236
[     610 points] regret_avg: 42.8526 | regret_pref: 45.0000 | reward_optimal: 75.9817 | reward_pref: 33.1291 | reward_npref: 11.9372
[     615 points] regret_avg: 43.5338 | regret_pref: 45.0000 | reward_optimal: 77.3833 | reward_pref: 33.8494 | reward_npref: 12.4128
[     620 points] regret_avg: 44.4444 | regret_pref: 46.0000 | reward_optimal: 77.6262 | reward_pref: 33.1818 | reward_npref: 12.4546
[     625 points] regret_avg: 45.2724 | regret_pref: 46.0000 | reward_optimal: 80.3199 | reward_pref: 35.0475 | reward_npref: 13.1953
[     630 points] regret_avg: 45.5888 | regret_pref: 46.0000 | reward_optimal: 82.0523 | reward_pref: 36.4635 | reward_npref: 13.5705
[     635 points] regret_avg: 45.7687 | regret_pref: 46.0000 | reward_optimal: 83.5342 | reward_pref: 37.7655 | reward_npref: 13.9127
[     640 points] regret_avg: 45.9158 | regret_pref: 47.0000 | reward_optimal: 83.8837 | reward_pref: 37.9679 | reward_npref: 14.1302
[     645 points] regret_avg: 45.9158 | regret_pref: 47.0000 | reward_optimal: 84.2606 | reward_pref: 38.3448 | reward_npref: 14.4844
[     650 points] regret_avg: 46.1541 | regret_pref: 47.0000 | reward_optimal: 85.2593 | reward_pref: 39.1052 | reward_npref: 14.8589
[     655 points] regret_avg: 46.7641 | regret_pref: 48.0000 | reward_optimal: 86.1285 | reward_pref: 39.3643 | reward_npref: 15.1857
[     660 points] regret_avg: 47.3256 | regret_pref: 49.0000 | reward_optimal: 87.0525 | reward_pref: 39.7269 | reward_npref: 15.5908
[     665 points] regret_avg: 47.5902 | regret_pref: 50.0000 | reward_optimal: 87.5379 | reward_pref: 39.9477 | reward_npref: 15.9375
[     670 points] regret_avg: 49.0404 | regret_pref: 50.0000 | reward_optimal: 87.6999 | reward_pref: 38.6594 | reward_npref: 14.1646
[     675 points] regret_avg: 50.7927 | regret_pref: 51.0000 | reward_optimal: 87.8264 | reward_pref: 37.0337 | reward_npref: 12.9244
[     680 points] regret_avg: 51.7268 | regret_pref: 51.0000 | reward_optimal: 87.9598 | reward_pref: 36.2330 | reward_npref: 11.7886
[     685 points] regret_avg: 51.7268 | regret_pref: 51.0000 | reward_optimal: 88.2150 | reward_pref: 36.4882 | reward_npref: 11.4421
[     690 points] regret_avg: 52.3971 | regret_pref: 51.0000 | reward_optimal: 88.4347 | reward_pref: 36.0375 | reward_npref: 10.9159
[     695 points] regret_avg: 52.6850 | regret_pref: 51.0000 | reward_optimal: 88.6857 | reward_pref: 36.0007 | reward_npref: 10.5360
[     700 points] regret_avg: 52.6850 | regret_pref: 51.0000 | reward_optimal: 88.8979 | reward_pref: 36.2129 | reward_npref: 9.9352
[     705 points] regret_avg: 53.4245 | regret_pref: 52.0000 | reward_optimal: 89.8959 | reward_pref: 36.4714 | reward_npref: 10.2186
[     710 points] regret_avg: 54.3711 | regret_pref: 52.0000 | reward_optimal: 90.0249 | reward_pref: 35.6538 | reward_npref: 9.1892
[     715 points] regret_avg: 55.7822 | regret_pref: 53.0000 | reward_optimal: 91.8080 | reward_pref: 36.0259 | reward_npref: 9.6963
[     720 points] regret_avg: 56.5651 | regret_pref: 53.0000 | reward_optimal: 91.7918 | reward_pref: 35.2267 | reward_npref: 8.2402
[     725 points] regret_avg: 58.1464 | regret_pref: 54.0000 | reward_optimal: 92.0171 | reward_pref: 33.8707 | reward_npref: 7.0588
[     730 points] regret_avg: 58.5580 | regret_pref: 54.0000 | reward_optimal: 92.1827 | reward_pref: 33.6248 | reward_npref: 6.0034
[     735 points] regret_avg: 59.1793 | regret_pref: 55.0000 | reward_optimal: 93.3263 | reward_pref: 34.1470 | reward_npref: 7.0771
[     740 points] regret_avg: 59.2478 | regret_pref: 55.0000 | reward_optimal: 93.7431 | reward_pref: 34.4953 | reward_npref: 7.3102
[     745 points] regret_avg: 59.5417 | regret_pref: 55.0000 | reward_optimal: 94.0291 | reward_pref: 34.4874 | reward_npref: 7.2392
[     750 points] regret_avg: 59.7292 | regret_pref: 55.0000 | reward_optimal: 94.3210 | reward_pref: 34.5918 | reward_npref: 7.2952
[     755 points] regret_avg: 60.5466 | regret_pref: 56.0000 | reward_optimal: 96.2217 | reward_pref: 35.6750 | reward_npref: 8.4944
[     760 points] regret_avg: 60.7182 | regret_pref: 56.0000 | reward_optimal: 96.4308 | reward_pref: 35.7125 | reward_npref: 8.5249
[     765 points] regret_avg: 61.2937 | regret_pref: 56.0000 | reward_optimal: 96.6434 | reward_pref: 35.3498 | reward_npref: 7.7980
[     770 points] regret_avg: 62.5148 | regret_pref: 57.0000 | reward_optimal: 96.7227 | reward_pref: 34.2079 | reward_npref: 6.7394
[     775 points] regret_avg: 62.5148 | regret_pref: 57.0000 | reward_optimal: 96.9958 | reward_pref: 34.4810 | reward_npref: 6.7994
[     780 points] regret_avg: 63.2068 | regret_pref: 57.0000 | reward_optimal: 98.1570 | reward_pref: 34.9502 | reward_npref: 7.2047
[     785 points] regret_avg: 64.3013 | regret_pref: 57.0000 | reward_optimal: 98.3913 | reward_pref: 34.0901 | reward_npref: 6.2056
[     790 points] regret_avg: 64.7195 | regret_pref: 58.0000 | reward_optimal: 99.0645 | reward_pref: 34.3450 | reward_npref: 6.8788
[     795 points] regret_avg: 66.4888 | regret_pref: 59.0000 | reward_optimal: 102.6418 | reward_pref: 36.1530 | reward_npref: 9.3480
[     800 points] regret_avg: 66.7689 | regret_pref: 59.0000 | reward_optimal: 102.7955 | reward_pref: 36.0266 | reward_npref: 8.5835
[     805 points] regret_avg: 66.9712 | regret_pref: 59.0000 | reward_optimal: 106.0609 | reward_pref: 39.0897 | reward_npref: 11.4444
[     810 points] regret_avg: 66.9712 | regret_pref: 59.0000 | reward_optimal: 109.3701 | reward_pref: 42.3989 | reward_npref: 13.1176
[     815 points] regret_avg: 68.2435 | regret_pref: 59.0000 | reward_optimal: 112.3254 | reward_pref: 44.0819 | reward_npref: 13.5728
[     820 points] regret_avg: 68.7660 | regret_pref: 60.0000 | reward_optimal: 113.1933 | reward_pref: 44.4273 | reward_npref: 14.0342
[     825 points] regret_avg: 69.1868 | regret_pref: 60.0000 | reward_optimal: 115.4809 | reward_pref: 46.2941 | reward_npref: 15.0709
[     830 points] regret_avg: 69.1868 | regret_pref: 60.0000 | reward_optimal: 116.3213 | reward_pref: 47.1345 | reward_npref: 15.3727
[     835 points] regret_avg: 69.3672 | regret_pref: 61.0000 | reward_optimal: 116.6026 | reward_pref: 47.2353 | reward_npref: 15.4992
[     840 points] regret_avg: 69.5723 | regret_pref: 61.0000 | reward_optimal: 118.2786 | reward_pref: 48.7062 | reward_npref: 16.5626
[     845 points] regret_avg: 69.7294 | regret_pref: 61.0000 | reward_optimal: 119.5633 | reward_pref: 49.8339 | reward_npref: 17.1488
[     850 points] regret_avg: 70.9894 | regret_pref: 62.0000 | reward_optimal: 119.6324 | reward_pref: 48.6431 | reward_npref: 16.7183
[     855 points] regret_avg: 71.4564 | regret_pref: 62.0000 | reward_optimal: 119.7389 | reward_pref: 48.2826 | reward_npref: 16.0870
[     860 points] regret_avg: 71.5651 | regret_pref: 62.0000 | reward_optimal: 120.0752 | reward_pref: 48.5102 | reward_npref: 16.2420
[     865 points] regret_avg: 71.5651 | regret_pref: 62.0000 | reward_optimal: 120.1941 | reward_pref: 48.6290 | reward_npref: 15.7345
[     870 points] regret_avg: 72.1999 | regret_pref: 62.0000 | reward_optimal: 120.4512 | reward_pref: 48.2513 | reward_npref: 15.1222
[     875 points] regret_avg: 72.4948 | regret_pref: 62.0000 | reward_optimal: 120.5832 | reward_pref: 48.0884 | reward_npref: 13.3145
[     880 points] regret_avg: 73.4178 | regret_pref: 62.0000 | reward_optimal: 122.2613 | reward_pref: 48.8435 | reward_npref: 13.6876
[     885 points] regret_avg: 73.7312 | regret_pref: 62.0000 | reward_optimal: 122.3675 | reward_pref: 48.6362 | reward_npref: 13.2103
[     890 points] regret_avg: 74.3674 | regret_pref: 62.0000 | reward_optimal: 124.4319 | reward_pref: 50.0645 | reward_npref: 14.2599
[     895 points] regret_avg: 74.9736 | regret_pref: 62.0000 | reward_optimal: 124.3543 | reward_pref: 49.3807 | reward_npref: 10.8179
[     900 points] regret_avg: 75.8001 | regret_pref: 62.0000 | reward_optimal: 124.4445 | reward_pref: 48.6444 | reward_npref: 9.6997
[     905 points] regret_avg: 77.4483 | regret_pref: 63.0000 | reward_optimal: 126.9070 | reward_pref: 49.4587 | reward_npref: 10.9542
[     910 points] regret_avg: 78.7881 | regret_pref: 63.0000 | reward_optimal: 127.0345 | reward_pref: 48.2464 | reward_npref: 9.4550
[     915 points] regret_avg: 79.1121 | regret_pref: 63.0000 | reward_optimal: 128.3687 | reward_pref: 49.2566 | reward_npref: 9.9929
[     920 points] regret_avg: 80.2732 | regret_pref: 63.0000 | reward_optimal: 128.6192 | reward_pref: 48.3460 | reward_npref: 9.0021
[     925 points] regret_avg: 80.4805 | regret_pref: 64.0000 | reward_optimal: 129.1426 | reward_pref: 48.6620 | reward_npref: 9.4950
[     930 points] regret_avg: 80.4805 | regret_pref: 64.0000 | reward_optimal: 130.5604 | reward_pref: 50.0798 | reward_npref: 9.9779
[     935 points] regret_avg: 82.5136 | regret_pref: 65.0000 | reward_optimal: 130.6756 | reward_pref: 48.1620 | reward_npref: 8.5817
[     940 points] regret_avg: 82.8993 | regret_pref: 65.0000 | reward_optimal: 130.9607 | reward_pref: 48.0615 | reward_npref: 8.0595
[     945 points] regret_avg: 84.4473 | regret_pref: 65.0000 | reward_optimal: 133.2889 | reward_pref: 48.8417 | reward_npref: 8.5898
[     950 points] regret_avg: 84.5083 | regret_pref: 65.0000 | reward_optimal: 134.2916 | reward_pref: 49.7833 | reward_npref: 9.1689
[     955 points] regret_avg: 87.8929 | regret_pref: 65.0000 | reward_optimal: 134.2548 | reward_pref: 46.3618 | reward_npref: 5.2547
[     960 points] regret_avg: 87.8929 | regret_pref: 65.0000 | reward_optimal: 134.2581 | reward_pref: 46.3651 | reward_npref: 4.8103
[     965 points] regret_avg: 88.5009 | regret_pref: 66.0000 | reward_optimal: 134.4623 | reward_pref: 45.9614 | reward_npref: 4.5445
[     970 points] regret_avg: 88.6229 | regret_pref: 66.0000 | reward_optimal: 136.4435 | reward_pref: 47.8206 | reward_npref: 5.9175
[     975 points] regret_avg: 89.9484 | regret_pref: 67.0000 | reward_optimal: 138.8406 | reward_pref: 48.8922 | reward_npref: 7.1345
[     980 points] regret_avg: 90.2936 | regret_pref: 67.0000 | reward_optimal: 139.9779 | reward_pref: 49.6844 | reward_npref: 7.8584
