[       5 points] regret_avg: 0.4988 | regret_pref: 1.0000 | reward_optimal: 0.4739 | reward_pref: -0.0249 | reward_npref: 0.1385
[     245 points] regret_avg: 14.2142 | regret_pref: 16.0000 | reward_optimal: 25.6548 | reward_pref: 11.4406 | reward_npref: 4.5612
[     250 points] regret_avg: 14.4839 | regret_pref: 16.0000 | reward_optimal: 26.0963 | reward_pref: 11.6124 | reward_npref: 4.7271
[     255 points] regret_avg: 14.6400 | regret_pref: 16.0000 | reward_optimal: 27.3970 | reward_pref: 12.7570 | reward_npref: 5.7167
[     260 points] regret_avg: 15.6162 | regret_pref: 16.0000 | reward_optimal: 27.7159 | reward_pref: 12.0997 | reward_npref: 4.4946
[     265 points] regret_avg: 15.8090 | regret_pref: 16.0000 | reward_optimal: 28.0885 | reward_pref: 12.2795 | reward_npref: 4.6282
[     270 points] regret_avg: 15.8090 | regret_pref: 16.0000 | reward_optimal: 28.9811 | reward_pref: 13.1721 | reward_npref: 4.9831
[     275 points] regret_avg: 15.8090 | regret_pref: 16.0000 | reward_optimal: 29.5392 | reward_pref: 13.7302 | reward_npref: 5.3539
[     280 points] regret_avg: 16.2188 | regret_pref: 16.0000 | reward_optimal: 29.8884 | reward_pref: 13.6695 | reward_npref: 5.2101
[     285 points] regret_avg: 16.4826 | regret_pref: 16.0000 | reward_optimal: 30.2875 | reward_pref: 13.8049 | reward_npref: 5.3347
[     290 points] regret_avg: 16.9263 | regret_pref: 17.0000 | reward_optimal: 31.0396 | reward_pref: 14.1133 | reward_npref: 5.7864
[     295 points] regret_avg: 16.9263 | regret_pref: 17.0000 | reward_optimal: 32.5465 | reward_pref: 15.6202 | reward_npref: 6.4795
[     300 points] regret_avg: 17.1808 | regret_pref: 17.0000 | reward_optimal: 32.8987 | reward_pref: 15.7179 | reward_npref: 5.8310
[     305 points] regret_avg: 17.5968 | regret_pref: 17.0000 | reward_optimal: 33.9153 | reward_pref: 16.3185 | reward_npref: 6.1436
[     310 points] regret_avg: 18.1205 | regret_pref: 17.0000 | reward_optimal: 34.0999 | reward_pref: 15.9794 | reward_npref: 5.6110
[     315 points] regret_avg: 18.8314 | regret_pref: 18.0000 | reward_optimal: 35.3092 | reward_pref: 16.4777 | reward_npref: 6.1762
[     320 points] regret_avg: 19.2539 | regret_pref: 19.0000 | reward_optimal: 35.7272 | reward_pref: 16.4733 | reward_npref: 6.2495
[     325 points] regret_avg: 19.4259 | regret_pref: 19.0000 | reward_optimal: 36.4646 | reward_pref: 17.0387 | reward_npref: 6.5128
[     330 points] regret_avg: 19.5348 | regret_pref: 20.0000 | reward_optimal: 36.7421 | reward_pref: 17.2073 | reward_npref: 6.7903
[     335 points] regret_avg: 19.9817 | regret_pref: 20.0000 | reward_optimal: 37.0438 | reward_pref: 17.0621 | reward_npref: 6.3965
[     340 points] regret_avg: 20.2067 | regret_pref: 20.0000 | reward_optimal: 37.3822 | reward_pref: 17.1755 | reward_npref: 6.5080
[     345 points] regret_avg: 20.3188 | regret_pref: 20.0000 | reward_optimal: 37.8235 | reward_pref: 17.5047 | reward_npref: 6.7103
[     350 points] regret_avg: 21.2309 | regret_pref: 20.0000 | reward_optimal: 38.0383 | reward_pref: 16.8074 | reward_npref: 5.2583
[     355 points] regret_avg: 21.5444 | regret_pref: 21.0000 | reward_optimal: 38.7292 | reward_pref: 17.1848 | reward_npref: 5.7108
[     360 points] regret_avg: 21.7801 | regret_pref: 22.0000 | reward_optimal: 39.0405 | reward_pref: 17.2604 | reward_npref: 5.7876
[     365 points] regret_avg: 21.9504 | regret_pref: 22.0000 | reward_optimal: 39.4739 | reward_pref: 17.5235 | reward_npref: 5.9556
[     370 points] regret_avg: 22.6113 | regret_pref: 23.0000 | reward_optimal: 40.6953 | reward_pref: 18.0840 | reward_npref: 6.5875
[     375 points] regret_avg: 23.0448 | regret_pref: 24.0000 | reward_optimal: 41.2889 | reward_pref: 18.2442 | reward_npref: 6.7986
[     380 points] regret_avg: 23.3236 | regret_pref: 24.0000 | reward_optimal: 42.8213 | reward_pref: 19.4977 | reward_npref: 7.2578
[     385 points] regret_avg: 23.6879 | regret_pref: 25.0000 | reward_optimal: 43.5071 | reward_pref: 19.8192 | reward_npref: 7.6777
[     390 points] regret_avg: 24.2007 | regret_pref: 26.0000 | reward_optimal: 43.8719 | reward_pref: 19.6712 | reward_npref: 7.6230
[     395 points] regret_avg: 24.2880 | regret_pref: 26.0000 | reward_optimal: 44.2702 | reward_pref: 19.9822 | reward_npref: 7.8286
[     400 points] regret_avg: 24.7446 | regret_pref: 26.0000 | reward_optimal: 44.5496 | reward_pref: 19.8050 | reward_npref: 7.5355
[     405 points] regret_avg: 24.7446 | regret_pref: 26.0000 | reward_optimal: 46.1753 | reward_pref: 21.4307 | reward_npref: 8.1113
[     410 points] regret_avg: 24.7446 | regret_pref: 26.0000 | reward_optimal: 46.3103 | reward_pref: 21.5657 | reward_npref: 7.1870
[     415 points] regret_avg: 24.8566 | regret_pref: 27.0000 | reward_optimal: 46.5773 | reward_pref: 21.7207 | reward_npref: 7.4071
[     420 points] regret_avg: 25.2459 | regret_pref: 27.0000 | reward_optimal: 46.9007 | reward_pref: 21.6548 | reward_npref: 7.2575
[     425 points] regret_avg: 25.2459 | regret_pref: 27.0000 | reward_optimal: 46.9860 | reward_pref: 21.7401 | reward_npref: 6.4987
[     430 points] regret_avg: 25.3934 | regret_pref: 28.0000 | reward_optimal: 47.2793 | reward_pref: 21.8859 | reward_npref: 6.7436
[     435 points] regret_avg: 25.7632 | regret_pref: 29.0000 | reward_optimal: 47.5649 | reward_pref: 21.8017 | reward_npref: 6.7046
[     440 points] regret_avg: 26.6277 | regret_pref: 30.0000 | reward_optimal: 48.7051 | reward_pref: 22.0774 | reward_npref: 7.5696
[     445 points] regret_avg: 27.1506 | regret_pref: 30.0000 | reward_optimal: 48.8687 | reward_pref: 21.7181 | reward_npref: 6.5295
[     450 points] regret_avg: 27.3550 | regret_pref: 31.0000 | reward_optimal: 49.3048 | reward_pref: 21.9498 | reward_npref: 6.8215
[     455 points] regret_avg: 27.4743 | regret_pref: 31.0000 | reward_optimal: 49.6221 | reward_pref: 22.1478 | reward_npref: 6.9532
[     460 points] regret_avg: 28.5271 | regret_pref: 32.0000 | reward_optimal: 51.0363 | reward_pref: 22.5092 | reward_npref: 7.6035
[     465 points] regret_avg: 28.5271 | regret_pref: 32.0000 | reward_optimal: 51.6126 | reward_pref: 23.0856 | reward_npref: 7.8447
[     470 points] regret_avg: 29.1607 | regret_pref: 32.0000 | reward_optimal: 52.0282 | reward_pref: 22.8675 | reward_npref: 7.5790
[     475 points] regret_avg: 29.6178 | regret_pref: 33.0000 | reward_optimal: 52.4259 | reward_pref: 22.8080 | reward_npref: 7.5699
[     480 points] regret_avg: 29.9077 | regret_pref: 33.0000 | reward_optimal: 52.7926 | reward_pref: 22.8849 | reward_npref: 7.6326
[     485 points] regret_avg: 30.1928 | regret_pref: 33.0000 | reward_optimal: 53.0559 | reward_pref: 22.8631 | reward_npref: 6.9945
[     490 points] regret_avg: 31.0028 | regret_pref: 34.0000 | reward_optimal: 54.2490 | reward_pref: 23.2462 | reward_npref: 7.7623
[     495 points] regret_avg: 32.4784 | regret_pref: 35.0000 | reward_optimal: 54.4859 | reward_pref: 22.0075 | reward_npref: 7.0040
[     500 points] regret_avg: 32.7409 | regret_pref: 36.0000 | reward_optimal: 54.8142 | reward_pref: 22.0734 | reward_npref: 7.3323
[     505 points] regret_avg: 33.5040 | regret_pref: 36.0000 | reward_optimal: 56.8888 | reward_pref: 23.3848 | reward_npref: 7.7115
[     510 points] regret_avg: 34.5509 | regret_pref: 36.0000 | reward_optimal: 59.3200 | reward_pref: 24.7690 | reward_npref: 8.5108
[     515 points] regret_avg: 35.1897 | regret_pref: 37.0000 | reward_optimal: 60.3988 | reward_pref: 25.2091 | reward_npref: 9.5242
[     520 points] regret_avg: 35.7338 | regret_pref: 38.0000 | reward_optimal: 61.2381 | reward_pref: 25.5043 | reward_npref: 10.1670
[     525 points] regret_avg: 35.9369 | regret_pref: 38.0000 | reward_optimal: 61.4417 | reward_pref: 25.5048 | reward_npref: 9.9647
[     530 points] regret_avg: 36.3181 | regret_pref: 38.0000 | reward_optimal: 61.6250 | reward_pref: 25.3069 | reward_npref: 8.6248
[     535 points] regret_avg: 36.6614 | regret_pref: 39.0000 | reward_optimal: 62.1703 | reward_pref: 25.5089 | reward_npref: 8.9827
[     540 points] regret_avg: 37.1012 | regret_pref: 40.0000 | reward_optimal: 63.1264 | reward_pref: 26.0252 | reward_npref: 9.6051
[     545 points] regret_avg: 37.4954 | regret_pref: 40.0000 | reward_optimal: 65.2658 | reward_pref: 27.7704 | reward_npref: 10.4457
[     550 points] regret_avg: 38.1452 | regret_pref: 41.0000 | reward_optimal: 66.8174 | reward_pref: 28.6722 | reward_npref: 11.6234
[     555 points] regret_avg: 38.2187 | regret_pref: 41.0000 | reward_optimal: 68.0393 | reward_pref: 29.8206 | reward_npref: 12.4087
[     560 points] regret_avg: 38.5952 | regret_pref: 41.0000 | reward_optimal: 68.2523 | reward_pref: 29.6571 | reward_npref: 11.5010
[     565 points] regret_avg: 39.3393 | regret_pref: 41.0000 | reward_optimal: 68.4725 | reward_pref: 29.1333 | reward_npref: 10.2241
[     570 points] regret_avg: 40.2131 | regret_pref: 41.0000 | reward_optimal: 68.7119 | reward_pref: 28.4988 | reward_npref: 9.5272
[     575 points] regret_avg: 41.3591 | regret_pref: 42.0000 | reward_optimal: 68.9024 | reward_pref: 27.5434 | reward_npref: 9.2692
[     580 points] regret_avg: 42.0713 | regret_pref: 42.0000 | reward_optimal: 70.8532 | reward_pref: 28.7819 | reward_npref: 10.2743
[     585 points] regret_avg: 42.2942 | regret_pref: 43.0000 | reward_optimal: 71.2246 | reward_pref: 28.9305 | reward_npref: 10.4642
[     590 points] regret_avg: 42.6010 | regret_pref: 43.0000 | reward_optimal: 71.6001 | reward_pref: 28.9992 | reward_npref: 10.5285
[     595 points] regret_avg: 42.6010 | regret_pref: 43.0000 | reward_optimal: 73.9703 | reward_pref: 31.3693 | reward_npref: 11.7388
[     600 points] regret_avg: 42.8210 | regret_pref: 44.0000 | reward_optimal: 74.3582 | reward_pref: 31.5372 | reward_npref: 11.9538
[     605 points] regret_avg: 43.3100 | regret_pref: 44.0000 | reward_optimal: 75.2350 | reward_pref: 31.9250 | reward_npref: 12.3022
[     610 points] regret_avg: 43.8313 | regret_pref: 45.0000 | reward_optimal: 75.9817 | reward_pref: 32.1505 | reward_npref: 12.9159
[     615 points] regret_avg: 44.7572 | regret_pref: 46.0000 | reward_optimal: 77.3833 | reward_pref: 32.6261 | reward_npref: 13.6362
[     620 points] regret_avg: 45.6677 | regret_pref: 47.0000 | reward_optimal: 77.6262 | reward_pref: 31.9584 | reward_npref: 13.6780
[     625 points] regret_avg: 46.4958 | regret_pref: 47.0000 | reward_optimal: 80.3199 | reward_pref: 33.8241 | reward_npref: 14.4186
[     630 points] regret_avg: 47.8530 | regret_pref: 48.0000 | reward_optimal: 82.0523 | reward_pref: 34.1993 | reward_npref: 15.8346
[     635 points] regret_avg: 48.0329 | regret_pref: 48.0000 | reward_optimal: 83.5342 | reward_pref: 35.5013 | reward_npref: 16.1768
[     640 points] regret_avg: 48.1800 | regret_pref: 49.0000 | reward_optimal: 83.8837 | reward_pref: 35.7038 | reward_npref: 16.3943
[     645 points] regret_avg: 48.2027 | regret_pref: 50.0000 | reward_optimal: 84.2606 | reward_pref: 36.0580 | reward_npref: 16.7712
[     650 points] regret_avg: 48.4409 | regret_pref: 50.0000 | reward_optimal: 85.2593 | reward_pref: 36.8184 | reward_npref: 17.1458
[     655 points] regret_avg: 49.0509 | regret_pref: 51.0000 | reward_optimal: 86.1285 | reward_pref: 37.0775 | reward_npref: 17.4726
[     660 points] regret_avg: 49.6124 | regret_pref: 52.0000 | reward_optimal: 87.0525 | reward_pref: 37.4401 | reward_npref: 17.8777
[     665 points] regret_avg: 49.8770 | regret_pref: 53.0000 | reward_optimal: 87.5379 | reward_pref: 37.6609 | reward_npref: 18.2243
[     670 points] regret_avg: 51.8119 | regret_pref: 54.0000 | reward_optimal: 87.6999 | reward_pref: 35.8880 | reward_npref: 16.9360
[     675 points] regret_avg: 53.5641 | regret_pref: 55.0000 | reward_optimal: 87.8264 | reward_pref: 34.2623 | reward_npref: 15.6958
[     680 points] regret_avg: 54.8333 | regret_pref: 56.0000 | reward_optimal: 87.9598 | reward_pref: 33.1265 | reward_npref: 14.8951
[     685 points] regret_avg: 54.8333 | regret_pref: 56.0000 | reward_optimal: 88.2150 | reward_pref: 33.3817 | reward_npref: 14.5486
[     690 points] regret_avg: 55.5036 | regret_pref: 56.0000 | reward_optimal: 88.4347 | reward_pref: 32.9310 | reward_npref: 14.0224
[     695 points] regret_avg: 55.7915 | regret_pref: 56.0000 | reward_optimal: 88.6857 | reward_pref: 32.8942 | reward_npref: 13.6425
[     700 points] regret_avg: 55.7915 | regret_pref: 56.0000 | reward_optimal: 88.8979 | reward_pref: 33.1064 | reward_npref: 13.0417
[     705 points] regret_avg: 56.5061 | regret_pref: 56.0000 | reward_optimal: 89.8959 | reward_pref: 33.3898 | reward_npref: 13.3002
[     710 points] regret_avg: 57.4527 | regret_pref: 56.0000 | reward_optimal: 90.0249 | reward_pref: 32.5723 | reward_npref: 12.2708
[     715 points] regret_avg: 58.7287 | regret_pref: 56.0000 | reward_optimal: 91.8080 | reward_pref: 33.0793 | reward_npref: 12.6428
[     720 points] regret_avg: 59.5116 | regret_pref: 56.0000 | reward_optimal: 91.7918 | reward_pref: 32.2802 | reward_npref: 11.1867
[     725 points] regret_avg: 60.9182 | regret_pref: 56.0000 | reward_optimal: 92.0171 | reward_pref: 31.0989 | reward_npref: 9.8306
[     730 points] regret_avg: 62.1392 | regret_pref: 57.0000 | reward_optimal: 92.1827 | reward_pref: 30.0435 | reward_npref: 9.5847
[     735 points] regret_avg: 62.2092 | regret_pref: 57.0000 | reward_optimal: 93.3263 | reward_pref: 31.1172 | reward_npref: 10.1070
[     740 points] regret_avg: 62.3928 | regret_pref: 58.0000 | reward_optimal: 93.7431 | reward_pref: 31.3503 | reward_npref: 10.4552
[     745 points] regret_avg: 62.7499 | regret_pref: 59.0000 | reward_optimal: 94.0291 | reward_pref: 31.2793 | reward_npref: 10.4473
[     750 points] regret_avg: 62.9857 | regret_pref: 60.0000 | reward_optimal: 94.3210 | reward_pref: 31.3353 | reward_npref: 10.5517
[     755 points] regret_avg: 63.6872 | regret_pref: 60.0000 | reward_optimal: 96.2217 | reward_pref: 32.5345 | reward_npref: 11.6350
[     760 points] regret_avg: 63.8658 | regret_pref: 61.0000 | reward_optimal: 96.4308 | reward_pref: 32.5650 | reward_npref: 11.6725
[     765 points] regret_avg: 64.4412 | regret_pref: 61.0000 | reward_optimal: 96.6434 | reward_pref: 32.2022 | reward_npref: 10.9456
[     770 points] regret_avg: 65.5791 | regret_pref: 61.0000 | reward_optimal: 96.7227 | reward_pref: 31.1436 | reward_npref: 9.8037
[     775 points] regret_avg: 65.5791 | regret_pref: 61.0000 | reward_optimal: 96.9958 | reward_pref: 31.4167 | reward_npref: 9.8637
[     780 points] regret_avg: 66.2711 | regret_pref: 61.0000 | reward_optimal: 98.1570 | reward_pref: 31.8859 | reward_npref: 10.2690
[     785 points] regret_avg: 67.3656 | regret_pref: 61.0000 | reward_optimal: 98.3913 | reward_pref: 31.0258 | reward_npref: 9.2699
[     790 points] regret_avg: 67.3656 | regret_pref: 61.0000 | reward_optimal: 99.0645 | reward_pref: 31.6989 | reward_npref: 9.5248
[     795 points] regret_avg: 69.1349 | regret_pref: 62.0000 | reward_optimal: 102.6418 | reward_pref: 33.5069 | reward_npref: 11.9941
[     800 points] regret_avg: 69.4149 | regret_pref: 62.0000 | reward_optimal: 102.7955 | reward_pref: 33.3806 | reward_npref: 11.2295
[     805 points] regret_avg: 69.6172 | regret_pref: 62.0000 | reward_optimal: 106.0609 | reward_pref: 36.4437 | reward_npref: 14.0905
[     810 points] regret_avg: 69.6172 | regret_pref: 62.0000 | reward_optimal: 109.3701 | reward_pref: 39.7529 | reward_npref: 15.7637
[     815 points] regret_avg: 70.8896 | regret_pref: 62.0000 | reward_optimal: 112.3254 | reward_pref: 41.4359 | reward_npref: 16.2189
[     820 points] regret_avg: 71.2961 | regret_pref: 62.0000 | reward_optimal: 113.1933 | reward_pref: 41.8972 | reward_npref: 16.5643
[     825 points] regret_avg: 71.7169 | regret_pref: 62.0000 | reward_optimal: 115.4809 | reward_pref: 43.7640 | reward_npref: 17.6010
[     830 points] regret_avg: 71.7169 | regret_pref: 62.0000 | reward_optimal: 116.3213 | reward_pref: 44.6044 | reward_npref: 17.9028
[     835 points] regret_avg: 71.8717 | regret_pref: 62.0000 | reward_optimal: 116.6026 | reward_pref: 44.7309 | reward_npref: 18.0037
[     840 points] regret_avg: 72.0768 | regret_pref: 62.0000 | reward_optimal: 118.2786 | reward_pref: 46.2017 | reward_npref: 19.0671
[     845 points] regret_avg: 72.7755 | regret_pref: 63.0000 | reward_optimal: 119.5633 | reward_pref: 46.7879 | reward_npref: 20.1948
[     850 points] regret_avg: 73.2750 | regret_pref: 63.0000 | reward_optimal: 119.6324 | reward_pref: 46.3574 | reward_npref: 19.0040
[     855 points] regret_avg: 74.0128 | regret_pref: 64.0000 | reward_optimal: 119.7389 | reward_pref: 45.7261 | reward_npref: 18.6435
[     860 points] regret_avg: 74.1215 | regret_pref: 64.0000 | reward_optimal: 120.0752 | reward_pref: 45.9537 | reward_npref: 18.7985
[     865 points] regret_avg: 74.1215 | regret_pref: 64.0000 | reward_optimal: 120.1941 | reward_pref: 46.0726 | reward_npref: 18.2910
[     870 points] regret_avg: 74.7564 | regret_pref: 64.0000 | reward_optimal: 120.4512 | reward_pref: 45.6948 | reward_npref: 17.6787
[     875 points] regret_avg: 75.0513 | regret_pref: 64.0000 | reward_optimal: 120.5832 | reward_pref: 45.5319 | reward_npref: 15.8710
[     880 points] regret_avg: 75.9742 | regret_pref: 64.0000 | reward_optimal: 122.2613 | reward_pref: 46.2871 | reward_npref: 16.2441
[     885 points] regret_avg: 76.2877 | regret_pref: 64.0000 | reward_optimal: 122.3675 | reward_pref: 46.0798 | reward_npref: 15.7667
[     890 points] regret_avg: 76.9239 | regret_pref: 64.0000 | reward_optimal: 124.4319 | reward_pref: 47.5080 | reward_npref: 16.8164
[     895 points] regret_avg: 77.5301 | regret_pref: 64.0000 | reward_optimal: 124.3543 | reward_pref: 46.8242 | reward_npref: 13.3743
[     900 points] regret_avg: 78.7385 | regret_pref: 65.0000 | reward_optimal: 124.4445 | reward_pref: 45.7060 | reward_npref: 12.6381
[     905 points] regret_avg: 80.3867 | regret_pref: 66.0000 | reward_optimal: 126.9070 | reward_pref: 46.5203 | reward_npref: 13.8926
[     910 points] regret_avg: 82.0134 | regret_pref: 67.0000 | reward_optimal: 127.0345 | reward_pref: 45.0211 | reward_npref: 12.6803
[     915 points] regret_avg: 82.8097 | regret_pref: 68.0000 | reward_optimal: 128.3687 | reward_pref: 45.5590 | reward_npref: 13.6905
[     920 points] regret_avg: 83.9708 | regret_pref: 68.0000 | reward_optimal: 128.6192 | reward_pref: 44.6484 | reward_npref: 12.6997
[     925 points] regret_avg: 84.0012 | regret_pref: 68.0000 | reward_optimal: 129.1426 | reward_pref: 45.1413 | reward_npref: 13.0156
[     930 points] regret_avg: 84.9361 | regret_pref: 69.0000 | reward_optimal: 130.5604 | reward_pref: 45.6243 | reward_npref: 14.4335
[     935 points] regret_avg: 86.4475 | regret_pref: 69.0000 | reward_optimal: 130.6756 | reward_pref: 44.2281 | reward_npref: 12.5156
[     940 points] regret_avg: 87.2548 | regret_pref: 70.0000 | reward_optimal: 130.9607 | reward_pref: 43.7059 | reward_npref: 12.4151
[     945 points] regret_avg: 88.8028 | regret_pref: 70.0000 | reward_optimal: 133.2889 | reward_pref: 44.4861 | reward_npref: 12.9454
[     950 points] regret_avg: 88.8639 | regret_pref: 70.0000 | reward_optimal: 134.2916 | reward_pref: 45.4277 | reward_npref: 13.5245
[     955 points] regret_avg: 92.2485 | regret_pref: 70.0000 | reward_optimal: 134.2548 | reward_pref: 42.0063 | reward_npref: 9.6103
[     960 points] regret_avg: 92.2485 | regret_pref: 70.0000 | reward_optimal: 134.2581 | reward_pref: 42.0095 | reward_npref: 9.1658
[     965 points] regret_avg: 92.7186 | regret_pref: 70.0000 | reward_optimal: 134.4623 | reward_pref: 41.7438 | reward_npref: 8.7622
[     970 points] regret_avg: 92.8406 | regret_pref: 70.0000 | reward_optimal: 136.4435 | reward_pref: 43.6029 | reward_npref: 10.1351
[     975 points] regret_avg: 94.1661 | regret_pref: 71.0000 | reward_optimal: 138.8406 | reward_pref: 44.6745 | reward_npref: 11.3522
[     980 points] regret_avg: 94.5795 | regret_pref: 72.0000 | reward_optimal: 139.9779 | reward_pref: 45.3984 | reward_npref: 12.1444
