[       5 points] regret_avg: 5.7616 | regret_pref: 0.0000 | reward_optimal: -0.0915 | reward_pref: -5.8531 | reward_npref: -8.1006
[     180 points] regret_avg: 160.2914 | regret_pref: 17.0000 | reward_optimal: 97.5393 | reward_pref: -62.7521 | reward_npref: -30.4671
[     185 points] regret_avg: 161.3300 | regret_pref: 17.0000 | reward_optimal: 97.5810 | reward_pref: -63.7490 | reward_npref: -34.4181
[     190 points] regret_avg: 161.7613 | regret_pref: 17.0000 | reward_optimal: 97.9183 | reward_pref: -63.8429 | reward_npref: -37.1870
[     195 points] regret_avg: 162.3128 | regret_pref: 17.0000 | reward_optimal: 100.9857 | reward_pref: -61.3271 | reward_npref: -36.2089
[     200 points] regret_avg: 163.0176 | regret_pref: 17.0000 | reward_optimal: 102.4606 | reward_pref: -60.5571 | reward_npref: -35.4850
[     205 points] regret_avg: 167.3875 | regret_pref: 17.0000 | reward_optimal: 109.6491 | reward_pref: -57.7384 | reward_npref: -34.1639
[     210 points] regret_avg: 168.4928 | regret_pref: 18.0000 | reward_optimal: 109.8752 | reward_pref: -58.6176 | reward_npref: -33.9378
[     215 points] regret_avg: 171.2289 | regret_pref: 18.0000 | reward_optimal: 124.5091 | reward_pref: -46.7197 | reward_npref: -31.9627
[     220 points] regret_avg: 175.5838 | regret_pref: 19.0000 | reward_optimal: 130.4893 | reward_pref: -45.0946 | reward_npref: -27.8248
[     225 points] regret_avg: 175.5838 | regret_pref: 19.0000 | reward_optimal: 141.6680 | reward_pref: -33.9158 | reward_npref: -22.1718
[     230 points] regret_avg: 175.8188 | regret_pref: 19.0000 | reward_optimal: 142.7369 | reward_pref: -33.0819 | reward_npref: -21.5034
[     235 points] regret_avg: 175.8188 | regret_pref: 19.0000 | reward_optimal: 142.0321 | reward_pref: -33.7867 | reward_npref: -31.1303
[     240 points] regret_avg: 176.0153 | regret_pref: 19.0000 | reward_optimal: 145.3024 | reward_pref: -30.7129 | reward_npref: -28.8350
[     245 points] regret_avg: 176.1181 | regret_pref: 20.0000 | reward_optimal: 145.8794 | reward_pref: -30.2387 | reward_npref: -28.2924
[     250 points] regret_avg: 183.5122 | regret_pref: 21.0000 | reward_optimal: 155.9689 | reward_pref: -27.5433 | reward_npref: -22.5610
[     255 points] regret_avg: 185.3255 | regret_pref: 21.0000 | reward_optimal: 156.5232 | reward_pref: -28.8023 | reward_npref: -27.3348
[     260 points] regret_avg: 188.7791 | regret_pref: 21.0000 | reward_optimal: 156.7274 | reward_pref: -32.0517 | reward_npref: -32.5321
[     265 points] regret_avg: 194.6560 | regret_pref: 22.0000 | reward_optimal: 156.0309 | reward_pref: -38.6251 | reward_npref: -35.2819
[     270 points] regret_avg: 196.6016 | regret_pref: 23.0000 | reward_optimal: 158.7898 | reward_pref: -37.8118 | reward_npref: -32.5229
[     275 points] regret_avg: 201.7884 | regret_pref: 23.0000 | reward_optimal: 158.9062 | reward_pref: -42.8821 | reward_npref: -39.9386
[     280 points] regret_avg: 202.5739 | regret_pref: 24.0000 | reward_optimal: 159.9664 | reward_pref: -42.6075 | reward_npref: -39.6059
[     285 points] regret_avg: 213.3342 | regret_pref: 25.0000 | reward_optimal: 160.0260 | reward_pref: -53.3082 | reward_npref: -43.5139
[     290 points] regret_avg: 219.7357 | regret_pref: 25.0000 | reward_optimal: 159.7350 | reward_pref: -60.0007 | reward_npref: -52.4670
[     295 points] regret_avg: 220.4184 | regret_pref: 25.0000 | reward_optimal: 160.1924 | reward_pref: -60.2259 | reward_npref: -53.3178
[     300 points] regret_avg: 220.4184 | regret_pref: 25.0000 | reward_optimal: 160.5003 | reward_pref: -59.9181 | reward_npref: -53.4629
[     305 points] regret_avg: 224.3724 | regret_pref: 25.0000 | reward_optimal: 176.3376 | reward_pref: -48.0348 | reward_npref: -44.5435
[     310 points] regret_avg: 226.3899 | regret_pref: 25.0000 | reward_optimal: 176.5617 | reward_pref: -49.8282 | reward_npref: -46.5744
[     315 points] regret_avg: 228.1047 | regret_pref: 26.0000 | reward_optimal: 178.8882 | reward_pref: -49.2166 | reward_npref: -44.8058
[     320 points] regret_avg: 229.2063 | regret_pref: 26.0000 | reward_optimal: 179.4325 | reward_pref: -49.7737 | reward_npref: -48.6249
[     325 points] regret_avg: 229.7762 | regret_pref: 26.0000 | reward_optimal: 184.1197 | reward_pref: -45.6565 | reward_npref: -44.7917
[     330 points] regret_avg: 229.7762 | regret_pref: 26.0000 | reward_optimal: 184.4193 | reward_pref: -45.3569 | reward_npref: -50.8577
[     335 points] regret_avg: 238.3175 | regret_pref: 27.0000 | reward_optimal: 195.1345 | reward_pref: -43.1830 | reward_npref: -44.1294
[     340 points] regret_avg: 238.5914 | regret_pref: 27.0000 | reward_optimal: 195.7434 | reward_pref: -42.8480 | reward_npref: -43.8461
[     345 points] regret_avg: 238.5914 | regret_pref: 27.0000 | reward_optimal: 206.8847 | reward_pref: -31.7067 | reward_npref: -42.5125
[     350 points] regret_avg: 240.9162 | regret_pref: 28.0000 | reward_optimal: 210.3843 | reward_pref: -30.5319 | reward_npref: -40.8706
[     355 points] regret_avg: 243.0674 | regret_pref: 28.0000 | reward_optimal: 210.7173 | reward_pref: -32.3501 | reward_npref: -47.3977
[     360 points] regret_avg: 245.0077 | regret_pref: 29.0000 | reward_optimal: 211.5162 | reward_pref: -33.4915 | reward_npref: -48.3327
[     365 points] regret_avg: 248.8482 | regret_pref: 29.0000 | reward_optimal: 211.7370 | reward_pref: -37.1112 | reward_npref: -52.3256
[     370 points] regret_avg: 251.9970 | regret_pref: 29.0000 | reward_optimal: 218.1816 | reward_pref: -33.8154 | reward_npref: -51.1341
[     375 points] regret_avg: 252.6759 | regret_pref: 29.0000 | reward_optimal: 221.9330 | reward_pref: -30.7429 | reward_npref: -48.5101
[     380 points] regret_avg: 263.5963 | regret_pref: 30.0000 | reward_optimal: 234.2599 | reward_pref: -29.3364 | reward_npref: -46.6549
[     385 points] regret_avg: 268.2336 | regret_pref: 30.0000 | reward_optimal: 233.9579 | reward_pref: -34.2757 | reward_npref: -55.8254
[     390 points] regret_avg: 274.5130 | regret_pref: 31.0000 | reward_optimal: 244.1655 | reward_pref: -30.3475 | reward_npref: -50.6559
[     395 points] regret_avg: 274.5130 | regret_pref: 31.0000 | reward_optimal: 253.2951 | reward_pref: -21.2179 | reward_npref: -49.2376
[     400 points] regret_avg: 275.0000 | regret_pref: 31.0000 | reward_optimal: 253.5029 | reward_pref: -21.4972 | reward_npref: -49.5929
[     405 points] regret_avg: 276.0235 | regret_pref: 31.0000 | reward_optimal: 261.7982 | reward_pref: -14.2253 | reward_npref: -44.3593
[     410 points] regret_avg: 276.8651 | regret_pref: 32.0000 | reward_optimal: 262.3913 | reward_pref: -14.4738 | reward_npref: -44.5636
[     415 points] regret_avg: 282.8255 | regret_pref: 33.0000 | reward_optimal: 262.5892 | reward_pref: -20.2363 | reward_npref: -48.8524
[     420 points] regret_avg: 283.6985 | regret_pref: 33.0000 | reward_optimal: 263.5389 | reward_pref: -20.1596 | reward_npref: -49.3331
[     425 points] regret_avg: 288.0631 | regret_pref: 33.0000 | reward_optimal: 263.3127 | reward_pref: -24.7504 | reward_npref: -56.2964
[     430 points] regret_avg: 289.0522 | regret_pref: 33.0000 | reward_optimal: 279.1524 | reward_pref: -9.8998 | reward_npref: -53.2885
[     435 points] regret_avg: 289.5998 | regret_pref: 33.0000 | reward_optimal: 283.6322 | reward_pref: -5.9676 | reward_npref: -52.2109
[     440 points] regret_avg: 295.0148 | regret_pref: 33.0000 | reward_optimal: 294.5803 | reward_pref: -0.4345 | reward_npref: -48.0151
[     445 points] regret_avg: 295.0148 | regret_pref: 33.0000 | reward_optimal: 294.9208 | reward_pref: -0.0939 | reward_npref: -49.1722
[     450 points] regret_avg: 295.4225 | regret_pref: 34.0000 | reward_optimal: 298.2934 | reward_pref: 2.8709 | reward_npref: -46.0037
[     455 points] regret_avg: 298.6856 | regret_pref: 35.0000 | reward_optimal: 302.3833 | reward_pref: 3.6977 | reward_npref: -42.4143
[     460 points] regret_avg: 304.5608 | regret_pref: 35.0000 | reward_optimal: 318.0750 | reward_pref: 13.5142 | reward_npref: -33.5763
[     465 points] regret_avg: 313.5949 | regret_pref: 36.0000 | reward_optimal: 318.0977 | reward_pref: 4.5028 | reward_npref: -38.0102
[     470 points] regret_avg: 319.3234 | regret_pref: 37.0000 | reward_optimal: 329.6780 | reward_pref: 10.3546 | reward_npref: -30.7324
[     475 points] regret_avg: 322.5240 | regret_pref: 38.0000 | reward_optimal: 329.7167 | reward_pref: 7.1927 | reward_npref: -32.4805
[     480 points] regret_avg: 323.0803 | regret_pref: 39.0000 | reward_optimal: 330.6581 | reward_pref: 7.5778 | reward_npref: -32.0245
[     485 points] regret_avg: 323.8471 | regret_pref: 39.0000 | reward_optimal: 330.9864 | reward_pref: 7.1393 | reward_npref: -35.1470
[     490 points] regret_avg: 325.2090 | regret_pref: 39.0000 | reward_optimal: 334.7165 | reward_pref: 9.5076 | reward_npref: -34.0724
[     495 points] regret_avg: 327.8470 | regret_pref: 39.0000 | reward_optimal: 340.8993 | reward_pref: 13.0523 | reward_npref: -31.9813
[     500 points] regret_avg: 330.6125 | regret_pref: 40.0000 | reward_optimal: 345.4608 | reward_pref: 14.8483 | reward_npref: -29.6447
[     505 points] regret_avg: 334.2325 | regret_pref: 41.0000 | reward_optimal: 345.5868 | reward_pref: 11.3543 | reward_npref: -31.3197
[     510 points] regret_avg: 334.6350 | regret_pref: 41.0000 | reward_optimal: 347.2907 | reward_pref: 12.6558 | reward_npref: -30.7892
[     515 points] regret_avg: 336.3925 | regret_pref: 41.0000 | reward_optimal: 361.4101 | reward_pref: 25.0176 | reward_npref: -29.4692
[     520 points] regret_avg: 348.1441 | regret_pref: 42.0000 | reward_optimal: 360.6866 | reward_pref: 12.5425 | reward_npref: -38.0920
[     525 points] regret_avg: 348.1441 | regret_pref: 42.0000 | reward_optimal: 360.1781 | reward_pref: 12.0340 | reward_npref: -50.6033
[     530 points] regret_avg: 350.5224 | regret_pref: 43.0000 | reward_optimal: 363.8909 | reward_pref: 13.3684 | reward_npref: -47.3384
[     535 points] regret_avg: 351.4523 | regret_pref: 43.0000 | reward_optimal: 364.8750 | reward_pref: 13.4228 | reward_npref: -47.3145
[     540 points] regret_avg: 353.0878 | regret_pref: 43.0000 | reward_optimal: 373.6867 | reward_pref: 20.5989 | reward_npref: -44.9623
[     545 points] regret_avg: 358.7197 | regret_pref: 44.0000 | reward_optimal: 374.0577 | reward_pref: 15.3381 | reward_npref: -48.4129
[     550 points] regret_avg: 359.2893 | regret_pref: 44.0000 | reward_optimal: 375.1558 | reward_pref: 15.8665 | reward_npref: -48.0733
[     555 points] regret_avg: 361.8610 | regret_pref: 45.0000 | reward_optimal: 375.3552 | reward_pref: 13.4942 | reward_npref: -49.3364
[     560 points] regret_avg: 366.9937 | regret_pref: 46.0000 | reward_optimal: 389.1186 | reward_pref: 22.1249 | reward_npref: -36.4294
[     565 points] regret_avg: 368.6114 | regret_pref: 46.0000 | reward_optimal: 395.7093 | reward_pref: 27.0979 | reward_npref: -32.6596
[     570 points] regret_avg: 374.5898 | regret_pref: 47.0000 | reward_optimal: 396.0170 | reward_pref: 21.4272 | reward_npref: -33.1667
[     575 points] regret_avg: 376.1235 | regret_pref: 47.0000 | reward_optimal: 408.3648 | reward_pref: 32.2413 | reward_npref: -31.8144
[     580 points] regret_avg: 387.4315 | regret_pref: 47.0000 | reward_optimal: 407.8663 | reward_pref: 20.4349 | reward_npref: -46.3586
[     585 points] regret_avg: 387.4315 | regret_pref: 47.0000 | reward_optimal: 419.9477 | reward_pref: 32.5162 | reward_npref: -43.1856
[     590 points] regret_avg: 395.9393 | regret_pref: 48.0000 | reward_optimal: 429.6737 | reward_pref: 33.7344 | reward_npref: -33.4596
[     595 points] regret_avg: 399.7042 | regret_pref: 48.0000 | reward_optimal: 430.0331 | reward_pref: 30.3289 | reward_npref: -39.4372
[     600 points] regret_avg: 403.3195 | regret_pref: 48.0000 | reward_optimal: 439.7626 | reward_pref: 36.4431 | reward_npref: -38.2844
[     605 points] regret_avg: 405.1521 | regret_pref: 48.0000 | reward_optimal: 445.7642 | reward_pref: 40.6120 | reward_npref: -36.8716
[     610 points] regret_avg: 418.0591 | regret_pref: 49.0000 | reward_optimal: 460.7049 | reward_pref: 42.6459 | reward_npref: -26.5837
[     615 points] regret_avg: 419.0939 | regret_pref: 49.0000 | reward_optimal: 461.2485 | reward_pref: 42.1546 | reward_npref: -28.2352
[     620 points] regret_avg: 424.6747 | regret_pref: 49.0000 | reward_optimal: 461.1223 | reward_pref: 36.4477 | reward_npref: -39.7609
[     625 points] regret_avg: 431.3739 | regret_pref: 50.0000 | reward_optimal: 469.2620 | reward_pref: 37.8881 | reward_npref: -34.6212
[     630 points] regret_avg: 433.5573 | regret_pref: 50.0000 | reward_optimal: 469.4528 | reward_pref: 35.8956 | reward_npref: -42.1857
[     635 points] regret_avg: 443.0898 | regret_pref: 51.0000 | reward_optimal: 480.7340 | reward_pref: 37.6443 | reward_npref: -34.3969
[     640 points] regret_avg: 443.3042 | regret_pref: 52.0000 | reward_optimal: 481.6342 | reward_pref: 38.3300 | reward_npref: -33.5479
[     645 points] regret_avg: 443.3860 | regret_pref: 52.0000 | reward_optimal: 482.3258 | reward_pref: 38.9398 | reward_npref: -33.3244
[     650 points] regret_avg: 446.5454 | regret_pref: 52.0000 | reward_optimal: 482.4379 | reward_pref: 35.8925 | reward_npref: -36.8285
[     655 points] regret_avg: 447.0707 | regret_pref: 52.0000 | reward_optimal: 490.9389 | reward_pref: 43.8683 | reward_npref: -33.0229
[     660 points] regret_avg: 447.3993 | regret_pref: 52.0000 | reward_optimal: 493.6754 | reward_pref: 46.2762 | reward_npref: -32.1503
[     665 points] regret_avg: 456.0310 | regret_pref: 52.0000 | reward_optimal: 493.1078 | reward_pref: 37.0769 | reward_npref: -45.0537
[     670 points] regret_avg: 456.6972 | regret_pref: 52.0000 | reward_optimal: 494.5651 | reward_pref: 37.8679 | reward_npref: -44.3393
[     675 points] regret_avg: 457.5216 | regret_pref: 53.0000 | reward_optimal: 497.2769 | reward_pref: 39.7553 | reward_npref: -41.7930
[     680 points] regret_avg: 459.6675 | regret_pref: 54.0000 | reward_optimal: 500.9327 | reward_pref: 41.2652 | reward_npref: -38.7974
[     685 points] regret_avg: 460.8490 | regret_pref: 55.0000 | reward_optimal: 505.7732 | reward_pref: 44.9242 | reward_npref: -33.9569
[     690 points] regret_avg: 463.3727 | regret_pref: 56.0000 | reward_optimal: 506.1055 | reward_pref: 42.7327 | reward_npref: -34.9022
[     695 points] regret_avg: 463.9253 | regret_pref: 56.0000 | reward_optimal: 510.6415 | reward_pref: 46.7162 | reward_npref: -32.0147
[     700 points] regret_avg: 467.9538 | regret_pref: 56.0000 | reward_optimal: 517.9357 | reward_pref: 49.9819 | reward_npref: -30.4397
[     705 points] regret_avg: 468.6095 | regret_pref: 56.0000 | reward_optimal: 518.4540 | reward_pref: 49.8445 | reward_npref: -31.1691
[     710 points] regret_avg: 471.5001 | regret_pref: 56.0000 | reward_optimal: 518.8857 | reward_pref: 47.3856 | reward_npref: -33.8097
[     715 points] regret_avg: 474.8921 | regret_pref: 57.0000 | reward_optimal: 519.0482 | reward_pref: 44.1561 | reward_npref: -35.3166
[     720 points] regret_avg: 475.6690 | regret_pref: 57.0000 | reward_optimal: 520.0792 | reward_pref: 44.4102 | reward_npref: -35.2106
[     725 points] regret_avg: 476.0130 | regret_pref: 57.0000 | reward_optimal: 521.3376 | reward_pref: 45.3247 | reward_npref: -34.4247
[     730 points] regret_avg: 477.9273 | regret_pref: 57.0000 | reward_optimal: 521.9111 | reward_pref: 43.9837 | reward_npref: -36.5145
[     735 points] regret_avg: 479.7016 | regret_pref: 57.0000 | reward_optimal: 522.8060 | reward_pref: 43.1044 | reward_npref: -38.9063
[     740 points] regret_avg: 481.9228 | regret_pref: 57.0000 | reward_optimal: 523.1487 | reward_pref: 41.2259 | reward_npref: -45.6488
[     745 points] regret_avg: 489.6499 | regret_pref: 57.0000 | reward_optimal: 522.8378 | reward_pref: 33.1879 | reward_npref: -58.5582
[     750 points] regret_avg: 490.1271 | regret_pref: 57.0000 | reward_optimal: 523.6893 | reward_pref: 33.5621 | reward_npref: -59.0144
[     755 points] regret_avg: 491.8582 | regret_pref: 57.0000 | reward_optimal: 524.6838 | reward_pref: 32.8255 | reward_npref: -60.6946
[     760 points] regret_avg: 493.8909 | regret_pref: 57.0000 | reward_optimal: 530.2401 | reward_pref: 36.3491 | reward_npref: -59.5888
[     765 points] regret_avg: 495.6585 | regret_pref: 57.0000 | reward_optimal: 544.4671 | reward_pref: 48.8086 | reward_npref: -58.0590
[     770 points] regret_avg: 495.6585 | regret_pref: 57.0000 | reward_optimal: 545.1451 | reward_pref: 49.4865 | reward_npref: -58.6332
[     775 points] regret_avg: 497.3498 | regret_pref: 58.0000 | reward_optimal: 545.3331 | reward_pref: 47.9834 | reward_npref: -58.4452
[     780 points] regret_avg: 500.5249 | regret_pref: 58.0000 | reward_optimal: 545.9183 | reward_pref: 45.3934 | reward_npref: -61.5313
[     785 points] regret_avg: 502.6590 | regret_pref: 59.0000 | reward_optimal: 546.7153 | reward_pref: 44.0564 | reward_npref: -62.5814
[     790 points] regret_avg: 504.0016 | regret_pref: 59.0000 | reward_optimal: 547.2380 | reward_pref: 43.2364 | reward_npref: -63.9730
[     795 points] regret_avg: 506.6813 | regret_pref: 59.0000 | reward_optimal: 547.7253 | reward_pref: 41.0439 | reward_npref: -66.3417
[     800 points] regret_avg: 516.6965 | regret_pref: 60.0000 | reward_optimal: 547.5985 | reward_pref: 30.9020 | reward_npref: -70.1304
[     805 points] regret_avg: 518.1946 | regret_pref: 60.0000 | reward_optimal: 550.2213 | reward_pref: 32.0267 | reward_npref: -69.2438
[     810 points] regret_avg: 518.1946 | regret_pref: 60.0000 | reward_optimal: 550.7190 | reward_pref: 32.5244 | reward_npref: -73.1267
[     815 points] regret_avg: 518.8692 | regret_pref: 60.0000 | reward_optimal: 553.5264 | reward_pref: 34.6572 | reward_npref: -71.3265
[     820 points] regret_avg: 520.5914 | regret_pref: 60.0000 | reward_optimal: 567.3942 | reward_pref: 46.8028 | reward_npref: -61.7603
[     825 points] regret_avg: 525.7215 | regret_pref: 60.0000 | reward_optimal: 577.8395 | reward_pref: 52.1180 | reward_npref: -58.3180
[     830 points] regret_avg: 529.4366 | regret_pref: 60.0000 | reward_optimal: 578.1105 | reward_pref: 48.6739 | reward_npref: -63.3481
[     835 points] regret_avg: 529.6975 | regret_pref: 60.0000 | reward_optimal: 582.4046 | reward_pref: 52.7071 | reward_npref: -60.3511
[     840 points] regret_avg: 532.2580 | regret_pref: 61.0000 | reward_optimal: 586.0349 | reward_pref: 53.7769 | reward_npref: -57.7952
[     845 points] regret_avg: 539.6374 | regret_pref: 61.0000 | reward_optimal: 586.0833 | reward_pref: 46.4459 | reward_npref: -67.3674
[     850 points] regret_avg: 540.2228 | regret_pref: 62.0000 | reward_optimal: 587.2257 | reward_pref: 47.0029 | reward_npref: -66.3595
[     855 points] regret_avg: 543.0426 | regret_pref: 62.0000 | reward_optimal: 596.4164 | reward_pref: 53.3739 | reward_npref: -64.6988
[     860 points] regret_avg: 549.5472 | regret_pref: 63.0000 | reward_optimal: 596.9602 | reward_pref: 47.4130 | reward_npref: -70.0988
[     865 points] regret_avg: 553.9160 | regret_pref: 64.0000 | reward_optimal: 597.3367 | reward_pref: 43.4207 | reward_npref: -70.6799
[     870 points] regret_avg: 556.0392 | regret_pref: 64.0000 | reward_optimal: 597.1337 | reward_pref: 41.0945 | reward_npref: -73.9067
[     875 points] regret_avg: 564.5401 | regret_pref: 64.0000 | reward_optimal: 614.2705 | reward_pref: 49.7304 | reward_npref: -68.4215
[     880 points] regret_avg: 566.8956 | regret_pref: 64.0000 | reward_optimal: 614.9955 | reward_pref: 48.0999 | reward_npref: -71.8921
[     885 points] regret_avg: 567.2506 | regret_pref: 64.0000 | reward_optimal: 615.8867 | reward_pref: 48.6361 | reward_npref: -71.3866
[     890 points] regret_avg: 567.2506 | regret_pref: 64.0000 | reward_optimal: 615.1810 | reward_pref: 47.9304 | reward_npref: -84.9108
[     895 points] regret_avg: 567.2506 | regret_pref: 64.0000 | reward_optimal: 616.2294 | reward_pref: 48.9788 | reward_npref: -84.5830
[     900 points] regret_avg: 567.8834 | regret_pref: 64.0000 | reward_optimal: 626.4676 | reward_pref: 58.5842 | reward_npref: -78.1304
[     905 points] regret_avg: 571.0728 | regret_pref: 64.0000 | reward_optimal: 626.6837 | reward_pref: 55.6109 | reward_npref: -85.6013
[     910 points] regret_avg: 572.9490 | regret_pref: 64.0000 | reward_optimal: 634.2887 | reward_pref: 61.3396 | reward_npref: -84.3135
[     915 points] regret_avg: 582.1737 | regret_pref: 64.0000 | reward_optimal: 634.3599 | reward_pref: 52.1862 | reward_npref: -97.6911
[     920 points] regret_avg: 584.2311 | regret_pref: 64.0000 | reward_optimal: 635.2083 | reward_pref: 50.9772 | reward_npref: -99.2096
[     925 points] regret_avg: 586.7572 | regret_pref: 64.0000 | reward_optimal: 635.9755 | reward_pref: 49.2183 | reward_npref: -101.3179
[     930 points] regret_avg: 587.4735 | regret_pref: 64.0000 | reward_optimal: 636.6501 | reward_pref: 49.1766 | reward_npref: -101.9300
[     935 points] regret_avg: 591.1298 | regret_pref: 65.0000 | reward_optimal: 637.0529 | reward_pref: 45.9232 | reward_npref: -104.4340
[     940 points] regret_avg: 599.5171 | regret_pref: 65.0000 | reward_optimal: 656.3004 | reward_pref: 56.7833 | reward_npref: -98.3397
[     945 points] regret_avg: 599.5171 | regret_pref: 65.0000 | reward_optimal: 661.8107 | reward_pref: 62.2936 | reward_npref: -93.8345
[     950 points] regret_avg: 600.2073 | regret_pref: 65.0000 | reward_optimal: 662.7336 | reward_pref: 62.5262 | reward_npref: -93.7569
[     955 points] regret_avg: 601.7233 | regret_pref: 65.0000 | reward_optimal: 674.9836 | reward_pref: 73.2603 | reward_npref: -89.7641
[     960 points] regret_avg: 606.1515 | regret_pref: 65.0000 | reward_optimal: 685.2852 | reward_pref: 79.1336 | reward_npref: -84.5162
[     965 points] regret_avg: 609.6592 | regret_pref: 65.0000 | reward_optimal: 704.0719 | reward_pref: 94.4127 | reward_npref: -76.2313
[     970 points] regret_avg: 614.8919 | regret_pref: 65.0000 | reward_optimal: 704.9088 | reward_pref: 90.0169 | reward_npref: -80.9300
[     975 points] regret_avg: 617.2517 | regret_pref: 65.0000 | reward_optimal: 711.3329 | reward_pref: 94.0812 | reward_npref: -78.0260
[     980 points] regret_avg: 617.2517 | regret_pref: 65.0000 | reward_optimal: 716.5366 | reward_pref: 99.2850 | reward_npref: -75.9155
