[       5 points] regret_avg: 3.0138 | regret_pref: 1.0000 | reward_optimal: 0.4611 | reward_pref: -2.5527 | reward_npref: -0.5463
[      75 points] regret_avg: 44.2524 | regret_pref: 8.0000 | reward_optimal: 40.3710 | reward_pref: -3.8814 | reward_npref: -19.4063
[      80 points] regret_avg: 50.1987 | regret_pref: 9.0000 | reward_optimal: 40.3845 | reward_pref: -9.8141 | reward_npref: -22.6081
[      85 points] regret_avg: 61.1525 | regret_pref: 10.0000 | reward_optimal: 54.0411 | reward_pref: -7.1113 | reward_npref: -12.3495
[      90 points] regret_avg: 62.2084 | regret_pref: 10.0000 | reward_optimal: 54.3258 | reward_pref: -7.8825 | reward_npref: -13.4413
[      95 points] regret_avg: 63.5272 | regret_pref: 10.0000 | reward_optimal: 59.6845 | reward_pref: -3.8427 | reward_npref: -12.2526
[     100 points] regret_avg: 63.9167 | regret_pref: 10.0000 | reward_optimal: 60.0578 | reward_pref: -3.8588 | reward_npref: -12.3671
[     105 points] regret_avg: 65.0209 | regret_pref: 10.0000 | reward_optimal: 60.9723 | reward_pref: -4.0486 | reward_npref: -13.3001
[     110 points] regret_avg: 66.4155 | regret_pref: 10.0000 | reward_optimal: 66.6864 | reward_pref: 0.2709 | reward_npref: -10.6926
[     115 points] regret_avg: 67.1312 | regret_pref: 10.0000 | reward_optimal: 67.3088 | reward_pref: 0.1776 | reward_npref: -10.9761
[     120 points] regret_avg: 70.5547 | regret_pref: 10.0000 | reward_optimal: 81.0594 | reward_pref: 10.5047 | reward_npref: -2.3583
[     125 points] regret_avg: 76.2164 | regret_pref: 10.0000 | reward_optimal: 81.0202 | reward_pref: 4.8038 | reward_npref: -11.7086
[     130 points] regret_avg: 81.5204 | regret_pref: 10.0000 | reward_optimal: 95.2234 | reward_pref: 13.7030 | reward_npref: -4.5728
[     135 points] regret_avg: 81.5204 | regret_pref: 10.0000 | reward_optimal: 108.4210 | reward_pref: 26.9006 | reward_npref: -2.6627
[     140 points] regret_avg: 84.4351 | regret_pref: 11.0000 | reward_optimal: 108.7814 | reward_pref: 24.3463 | reward_npref: -3.4798
[     145 points] regret_avg: 91.6610 | regret_pref: 12.0000 | reward_optimal: 117.5087 | reward_pref: 25.8477 | reward_npref: 4.1706
[     150 points] regret_avg: 92.4973 | regret_pref: 12.0000 | reward_optimal: 117.7011 | reward_pref: 25.2038 | reward_npref: 0.3091
[     155 points] regret_avg: 98.3247 | regret_pref: 12.0000 | reward_optimal: 117.5548 | reward_pref: 19.2301 | reward_npref: -6.4292
[     160 points] regret_avg: 98.8059 | regret_pref: 13.0000 | reward_optimal: 118.7784 | reward_pref: 19.9725 | reward_npref: -5.3474
[     165 points] regret_avg: 110.3993 | regret_pref: 14.0000 | reward_optimal: 133.2062 | reward_pref: 22.8069 | reward_npref: -1.6463
[     170 points] regret_avg: 112.9799 | regret_pref: 14.0000 | reward_optimal: 133.0278 | reward_pref: 20.0479 | reward_npref: -5.8984
[     175 points] regret_avg: 115.5350 | regret_pref: 15.0000 | reward_optimal: 133.8632 | reward_pref: 18.3282 | reward_npref: -6.4077
[     180 points] regret_avg: 121.6593 | regret_pref: 15.0000 | reward_optimal: 146.2263 | reward_pref: 24.5670 | reward_npref: -0.9283
[     185 points] regret_avg: 122.0018 | regret_pref: 15.0000 | reward_optimal: 147.2932 | reward_pref: 25.2914 | reward_npref: -0.5069
[     190 points] regret_avg: 128.2091 | regret_pref: 15.0000 | reward_optimal: 161.5547 | reward_pref: 33.3455 | reward_npref: 4.9017
[     195 points] regret_avg: 128.7248 | regret_pref: 15.0000 | reward_optimal: 162.3259 | reward_pref: 33.6010 | reward_npref: 5.1324
[     200 points] regret_avg: 129.5609 | regret_pref: 16.0000 | reward_optimal: 163.7300 | reward_pref: 34.1691 | reward_npref: 6.5365
[     205 points] regret_avg: 129.8604 | regret_pref: 16.0000 | reward_optimal: 168.5824 | reward_pref: 38.7220 | reward_npref: 9.5980
[     210 points] regret_avg: 130.5449 | regret_pref: 17.0000 | reward_optimal: 169.9146 | reward_pref: 39.3697 | reward_npref: 10.9302
[     215 points] regret_avg: 135.2450 | regret_pref: 17.0000 | reward_optimal: 184.9990 | reward_pref: 49.7540 | reward_npref: 12.9573
[     220 points] regret_avg: 136.4711 | regret_pref: 17.0000 | reward_optimal: 186.8954 | reward_pref: 50.4243 | reward_npref: 13.5322
[     225 points] regret_avg: 136.4711 | regret_pref: 17.0000 | reward_optimal: 196.1920 | reward_pref: 59.7210 | reward_npref: 18.8216
[     230 points] regret_avg: 139.1478 | regret_pref: 18.0000 | reward_optimal: 196.5955 | reward_pref: 57.4477 | reward_npref: 16.9764
[     235 points] regret_avg: 143.4137 | regret_pref: 19.0000 | reward_optimal: 205.2760 | reward_pref: 61.8623 | reward_npref: 22.4500
[     240 points] regret_avg: 150.1335 | regret_pref: 20.0000 | reward_optimal: 217.3323 | reward_pref: 67.1988 | reward_npref: 32.2597
[     245 points] regret_avg: 152.2763 | regret_pref: 21.0000 | reward_optimal: 221.7943 | reward_pref: 69.5179 | reward_npref: 35.3724
[     250 points] regret_avg: 156.4147 | regret_pref: 21.0000 | reward_optimal: 230.2256 | reward_pref: 73.8108 | reward_npref: 37.6734
[     255 points] regret_avg: 157.9282 | regret_pref: 21.0000 | reward_optimal: 242.4047 | reward_pref: 84.4765 | reward_npref: 46.8272
[     260 points] regret_avg: 162.8243 | regret_pref: 21.0000 | reward_optimal: 242.7197 | reward_pref: 79.8954 | reward_npref: 38.5702
[     265 points] regret_avg: 171.5727 | regret_pref: 22.0000 | reward_optimal: 242.8180 | reward_pref: 71.2452 | reward_npref: 33.4284
[     270 points] regret_avg: 171.5727 | regret_pref: 22.0000 | reward_optimal: 244.3631 | reward_pref: 72.7904 | reward_npref: 34.0862
[     275 points] regret_avg: 171.5727 | regret_pref: 22.0000 | reward_optimal: 253.1322 | reward_pref: 81.5595 | reward_npref: 39.6154
[     280 points] regret_avg: 175.5288 | regret_pref: 23.0000 | reward_optimal: 262.2941 | reward_pref: 86.7653 | reward_npref: 48.2102
[     285 points] regret_avg: 176.9896 | regret_pref: 23.0000 | reward_optimal: 270.1861 | reward_pref: 93.1965 | reward_npref: 53.6707
[     290 points] regret_avg: 184.1277 | regret_pref: 23.0000 | reward_optimal: 280.7597 | reward_pref: 96.6320 | reward_npref: 55.0558
[     295 points] regret_avg: 184.1277 | regret_pref: 23.0000 | reward_optimal: 285.6443 | reward_pref: 101.5166 | reward_npref: 57.2949
[     300 points] regret_avg: 185.0140 | regret_pref: 23.0000 | reward_optimal: 286.0252 | reward_pref: 101.0112 | reward_npref: 51.3292
[     305 points] regret_avg: 189.6862 | regret_pref: 23.0000 | reward_optimal: 296.8329 | reward_pref: 107.1467 | reward_npref: 53.5935
[     310 points] regret_avg: 195.9963 | regret_pref: 23.0000 | reward_optimal: 296.4159 | reward_pref: 100.4196 | reward_npref: 43.4581
[     315 points] regret_avg: 203.1636 | regret_pref: 24.0000 | reward_optimal: 308.0177 | reward_pref: 104.8541 | reward_npref: 48.6015
[     320 points] regret_avg: 206.9939 | regret_pref: 25.0000 | reward_optimal: 308.5221 | reward_pref: 101.5282 | reward_npref: 47.6225
[     325 points] regret_avg: 210.3253 | regret_pref: 25.0000 | reward_optimal: 321.9237 | reward_pref: 111.5984 | reward_npref: 51.0950
[     330 points] regret_avg: 214.8272 | regret_pref: 25.0000 | reward_optimal: 336.3866 | reward_pref: 121.5594 | reward_npref: 52.3687
[     335 points] regret_avg: 218.7741 | regret_pref: 25.0000 | reward_optimal: 335.9236 | reward_pref: 117.1495 | reward_npref: 43.4179
[     340 points] regret_avg: 219.3574 | regret_pref: 25.0000 | reward_optimal: 338.3224 | reward_pref: 118.9650 | reward_npref: 44.1229
[     345 points] regret_avg: 219.8718 | regret_pref: 25.0000 | reward_optimal: 340.5003 | reward_pref: 120.6285 | reward_npref: 44.8608
[     350 points] regret_avg: 225.9502 | regret_pref: 25.0000 | reward_optimal: 340.3104 | reward_pref: 114.3601 | reward_npref: 32.2110
[     355 points] regret_avg: 227.9727 | regret_pref: 26.0000 | reward_optimal: 344.4843 | reward_pref: 116.5117 | reward_npref: 34.8617
[     360 points] regret_avg: 228.0835 | regret_pref: 27.0000 | reward_optimal: 344.7845 | reward_pref: 116.7010 | reward_npref: 35.0657
[     365 points] regret_avg: 230.2306 | regret_pref: 27.0000 | reward_optimal: 349.8234 | reward_pref: 119.5929 | reward_npref: 36.5028
[     370 points] regret_avg: 238.7906 | regret_pref: 28.0000 | reward_optimal: 365.1027 | reward_pref: 126.3122 | reward_npref: 44.1706
[     375 points] regret_avg: 252.6675 | regret_pref: 28.0000 | reward_optimal: 381.0174 | reward_pref: 128.3498 | reward_npref: 45.2630
[     380 points] regret_avg: 253.5002 | regret_pref: 28.0000 | reward_optimal: 385.5714 | reward_pref: 132.0712 | reward_npref: 46.5915
[     385 points] regret_avg: 257.3339 | regret_pref: 29.0000 | reward_optimal: 391.8929 | reward_pref: 134.5590 | reward_npref: 50.2095
[     390 points] regret_avg: 260.7235 | regret_pref: 30.0000 | reward_optimal: 392.5054 | reward_pref: 131.7819 | reward_npref: 48.7073
[     395 points] regret_avg: 261.9946 | regret_pref: 30.0000 | reward_optimal: 399.3995 | reward_pref: 137.4049 | reward_npref: 51.8189
[     400 points] regret_avg: 263.0008 | regret_pref: 30.0000 | reward_optimal: 400.0200 | reward_pref: 137.0193 | reward_npref: 51.1792
[     405 points] regret_avg: 263.0008 | regret_pref: 30.0000 | reward_optimal: 409.8475 | reward_pref: 146.8468 | reward_npref: 54.3860
[     410 points] regret_avg: 263.0008 | regret_pref: 30.0000 | reward_optimal: 409.3295 | reward_pref: 146.3287 | reward_npref: 45.2589
[     415 points] regret_avg: 263.5581 | regret_pref: 31.0000 | reward_optimal: 410.5324 | reward_pref: 146.9743 | reward_npref: 46.2486
[     420 points] regret_avg: 265.2033 | regret_pref: 31.0000 | reward_optimal: 411.3955 | reward_pref: 146.1922 | reward_npref: 44.8544
[     425 points] regret_avg: 265.2033 | regret_pref: 31.0000 | reward_optimal: 411.1063 | reward_pref: 145.9030 | reward_npref: 36.3388
[     430 points] regret_avg: 269.0228 | regret_pref: 31.0000 | reward_optimal: 410.9880 | reward_pref: 141.9652 | reward_npref: 27.6496
[     435 points] regret_avg: 274.3096 | regret_pref: 31.0000 | reward_optimal: 418.8812 | reward_pref: 144.5716 | reward_npref: 29.8045
[     440 points] regret_avg: 275.9933 | regret_pref: 32.0000 | reward_optimal: 421.0016 | reward_pref: 145.0083 | reward_npref: 31.4076
[     445 points] regret_avg: 278.6363 | regret_pref: 32.0000 | reward_optimal: 420.7214 | reward_pref: 142.0850 | reward_npref: 23.8472
[     450 points] regret_avg: 281.1532 | regret_pref: 32.0000 | reward_optimal: 421.5145 | reward_pref: 140.3614 | reward_npref: 21.4418
[     455 points] regret_avg: 281.4996 | regret_pref: 32.0000 | reward_optimal: 424.3865 | reward_pref: 142.8869 | reward_npref: 22.7851
[     460 points] regret_avg: 281.4996 | regret_pref: 32.0000 | reward_optimal: 425.2899 | reward_pref: 143.7903 | reward_npref: 22.5583
[     465 points] regret_avg: 281.8942 | regret_pref: 32.0000 | reward_optimal: 426.2374 | reward_pref: 144.3431 | reward_npref: 22.8964
[     470 points] regret_avg: 282.2930 | regret_pref: 33.0000 | reward_optimal: 427.9745 | reward_pref: 145.6815 | reward_npref: 24.4327
[     475 points] regret_avg: 282.9578 | regret_pref: 34.0000 | reward_optimal: 428.9287 | reward_pref: 145.9708 | reward_npref: 24.7482
[     480 points] regret_avg: 289.1229 | regret_pref: 35.0000 | reward_optimal: 438.9660 | reward_pref: 149.8431 | reward_npref: 31.6851
[     485 points] regret_avg: 294.7951 | regret_pref: 36.0000 | reward_optimal: 446.2746 | reward_pref: 151.4795 | reward_npref: 38.9937
[     490 points] regret_avg: 297.8846 | regret_pref: 37.0000 | reward_optimal: 450.6351 | reward_pref: 152.7505 | reward_npref: 41.7660
[     495 points] regret_avg: 305.3846 | regret_pref: 38.0000 | reward_optimal: 450.5462 | reward_pref: 145.1615 | reward_npref: 36.9882
[     500 points] regret_avg: 306.1922 | regret_pref: 39.0000 | reward_optimal: 450.8315 | reward_pref: 144.6393 | reward_npref: 37.2736
[     505 points] regret_avg: 311.6449 | regret_pref: 39.0000 | reward_optimal: 465.4387 | reward_pref: 153.7938 | reward_npref: 39.3009
[     510 points] regret_avg: 318.5550 | regret_pref: 39.0000 | reward_optimal: 481.2588 | reward_pref: 162.7039 | reward_npref: 44.2715
[     515 points] regret_avg: 319.6817 | regret_pref: 40.0000 | reward_optimal: 483.1783 | reward_pref: 163.4966 | reward_npref: 46.0751
[     520 points] regret_avg: 320.6063 | regret_pref: 40.0000 | reward_optimal: 484.0899 | reward_pref: 163.4837 | reward_npref: 45.3858
[     525 points] regret_avg: 323.5321 | regret_pref: 41.0000 | reward_optimal: 487.8261 | reward_pref: 164.2940 | reward_npref: 46.4833
[     530 points] regret_avg: 324.2288 | regret_pref: 41.0000 | reward_optimal: 488.4419 | reward_pref: 164.2131 | reward_npref: 45.0329
[     535 points] regret_avg: 333.3315 | regret_pref: 42.0000 | reward_optimal: 500.7345 | reward_pref: 167.4030 | reward_npref: 52.7461
[     540 points] regret_avg: 337.9258 | regret_pref: 43.0000 | reward_optimal: 510.0726 | reward_pref: 172.1468 | reward_npref: 58.6310
[     545 points] regret_avg: 340.1849 | regret_pref: 43.0000 | reward_optimal: 522.2097 | reward_pref: 182.0248 | reward_npref: 63.2734
[     550 points] regret_avg: 341.2198 | regret_pref: 44.0000 | reward_optimal: 524.7465 | reward_pref: 183.5267 | reward_npref: 65.2120
[     555 points] regret_avg: 341.7672 | regret_pref: 44.0000 | reward_optimal: 533.5766 | reward_pref: 191.8094 | reward_npref: 70.7652
[     560 points] regret_avg: 346.6568 | regret_pref: 45.0000 | reward_optimal: 540.3770 | reward_pref: 193.7202 | reward_npref: 77.5655
[     565 points] regret_avg: 348.4047 | regret_pref: 46.0000 | reward_optimal: 543.6852 | reward_pref: 195.2806 | reward_npref: 80.8738
[     570 points] regret_avg: 357.4405 | regret_pref: 46.0000 | reward_optimal: 543.2273 | reward_pref: 185.7868 | reward_npref: 70.5105
[     575 points] regret_avg: 360.2336 | regret_pref: 47.0000 | reward_optimal: 543.6137 | reward_pref: 183.3802 | reward_npref: 69.8396
[     580 points] regret_avg: 365.4604 | regret_pref: 47.0000 | reward_optimal: 557.6294 | reward_pref: 192.1690 | reward_npref: 76.8921
[     585 points] regret_avg: 365.5662 | regret_pref: 47.0000 | reward_optimal: 557.7233 | reward_pref: 192.1570 | reward_npref: 76.8408
[     590 points] regret_avg: 368.2714 | regret_pref: 48.0000 | reward_optimal: 563.2680 | reward_pref: 194.9966 | reward_npref: 80.6872
[     595 points] regret_avg: 368.2714 | regret_pref: 48.0000 | reward_optimal: 574.7278 | reward_pref: 206.4563 | reward_npref: 86.4825
[     600 points] regret_avg: 371.9461 | regret_pref: 49.0000 | reward_optimal: 575.2269 | reward_pref: 203.2808 | reward_npref: 86.1869
[     605 points] regret_avg: 372.5901 | regret_pref: 50.0000 | reward_optimal: 576.2183 | reward_pref: 203.6282 | reward_npref: 86.5351
[     610 points] regret_avg: 376.8589 | regret_pref: 51.0000 | reward_optimal: 581.6820 | reward_pref: 204.8231 | reward_npref: 90.9882
[     615 points] regret_avg: 377.4977 | regret_pref: 51.0000 | reward_optimal: 582.1032 | reward_pref: 204.6055 | reward_npref: 90.5456
[     620 points] regret_avg: 380.5952 | regret_pref: 52.0000 | reward_optimal: 582.5062 | reward_pref: 201.9109 | reward_npref: 90.4307
[     625 points] regret_avg: 383.7083 | regret_pref: 52.0000 | reward_optimal: 592.5872 | reward_pref: 208.8789 | reward_npref: 93.1333
[     630 points] regret_avg: 387.3263 | regret_pref: 53.0000 | reward_optimal: 597.1443 | reward_pref: 209.8180 | reward_npref: 96.8556
[     635 points] regret_avg: 388.1077 | regret_pref: 53.0000 | reward_optimal: 603.5152 | reward_pref: 215.4075 | reward_npref: 98.0926
[     640 points] regret_avg: 395.6718 | regret_pref: 54.0000 | reward_optimal: 612.4984 | reward_pref: 216.8266 | reward_npref: 103.7437
[     645 points] regret_avg: 396.6673 | regret_pref: 55.0000 | reward_optimal: 628.4371 | reward_pref: 231.7699 | reward_npref: 119.6825
[     650 points] regret_avg: 398.0983 | regret_pref: 55.0000 | reward_optimal: 634.2953 | reward_pref: 236.1969 | reward_npref: 120.9630
[     655 points] regret_avg: 398.7055 | regret_pref: 55.0000 | reward_optimal: 634.7901 | reward_pref: 236.0845 | reward_npref: 119.9107
[     660 points] regret_avg: 402.6519 | regret_pref: 56.0000 | reward_optimal: 640.7741 | reward_pref: 238.1222 | reward_npref: 122.2877
[     665 points] regret_avg: 407.3496 | regret_pref: 57.0000 | reward_optimal: 648.4305 | reward_pref: 241.0809 | reward_npref: 127.5808
[     670 points] regret_avg: 420.2216 | regret_pref: 58.0000 | reward_optimal: 647.9695 | reward_pref: 227.7479 | reward_npref: 117.8213
[     675 points] regret_avg: 423.6149 | regret_pref: 59.0000 | reward_optimal: 648.3912 | reward_pref: 224.7763 | reward_npref: 115.5622
[     680 points] regret_avg: 426.9408 | regret_pref: 60.0000 | reward_optimal: 648.6410 | reward_pref: 221.7002 | reward_npref: 113.3881
[     685 points] regret_avg: 426.9408 | regret_pref: 60.0000 | reward_optimal: 649.0731 | reward_pref: 222.1323 | reward_npref: 108.9645
[     690 points] regret_avg: 428.8948 | regret_pref: 60.0000 | reward_optimal: 649.3140 | reward_pref: 220.4192 | reward_npref: 106.9877
[     695 points] regret_avg: 431.1049 | regret_pref: 61.0000 | reward_optimal: 652.4203 | reward_pref: 221.3154 | reward_npref: 109.9040
[     700 points] regret_avg: 431.1049 | regret_pref: 61.0000 | reward_optimal: 653.2616 | reward_pref: 222.1567 | reward_npref: 109.4657
[     705 points] regret_avg: 433.9120 | regret_pref: 62.0000 | reward_optimal: 656.9157 | reward_pref: 223.0037 | reward_npref: 110.3506
[     710 points] regret_avg: 435.0566 | regret_pref: 63.0000 | reward_optimal: 661.5890 | reward_pref: 226.5325 | reward_npref: 114.7371
[     715 points] regret_avg: 440.0122 | regret_pref: 63.0000 | reward_optimal: 668.4106 | reward_pref: 228.3984 | reward_npref: 115.8456
[     720 points] regret_avg: 443.3308 | regret_pref: 63.0000 | reward_optimal: 667.7266 | reward_pref: 224.3959 | reward_npref: 108.7417
[     725 points] regret_avg: 449.6745 | regret_pref: 63.0000 | reward_optimal: 667.9670 | reward_pref: 218.2925 | reward_npref: 101.7535
[     730 points] regret_avg: 460.2491 | regret_pref: 64.0000 | reward_optimal: 667.7445 | reward_pref: 207.4953 | reward_npref: 98.7952
[     735 points] regret_avg: 461.3537 | regret_pref: 65.0000 | reward_optimal: 668.1346 | reward_pref: 206.7809 | reward_npref: 98.5109
[     740 points] regret_avg: 466.5063 | regret_pref: 66.0000 | reward_optimal: 674.5598 | reward_pref: 208.0536 | reward_npref: 103.7564
[     745 points] regret_avg: 470.3332 | regret_pref: 67.0000 | reward_optimal: 674.9659 | reward_pref: 204.6327 | reward_npref: 101.7215
[     750 points] regret_avg: 473.3442 | regret_pref: 68.0000 | reward_optimal: 675.7974 | reward_pref: 202.4532 | reward_npref: 101.4954
[     755 points] regret_avg: 474.0082 | regret_pref: 68.0000 | reward_optimal: 677.6804 | reward_pref: 203.6721 | reward_npref: 102.6071
[     760 points] regret_avg: 482.7528 | regret_pref: 69.0000 | reward_optimal: 677.7061 | reward_pref: 194.9533 | reward_npref: 98.3175
[     765 points] regret_avg: 485.4596 | regret_pref: 69.0000 | reward_optimal: 677.9386 | reward_pref: 192.4790 | reward_npref: 93.6752
[     770 points] regret_avg: 496.0662 | regret_pref: 69.0000 | reward_optimal: 677.4551 | reward_pref: 181.3889 | reward_npref: 81.7277
[     775 points] regret_avg: 496.0662 | regret_pref: 69.0000 | reward_optimal: 677.7388 | reward_pref: 181.6726 | reward_npref: 80.3802
[     780 points] regret_avg: 497.1314 | regret_pref: 70.0000 | reward_optimal: 678.4466 | reward_pref: 181.3152 | reward_npref: 80.1306
[     785 points] regret_avg: 497.5656 | regret_pref: 71.0000 | reward_optimal: 679.5160 | reward_pref: 181.9503 | reward_npref: 80.8408
[     790 points] regret_avg: 497.5656 | regret_pref: 71.0000 | reward_optimal: 684.3186 | reward_pref: 186.7529 | reward_npref: 82.4624
[     795 points] regret_avg: 506.1169 | regret_pref: 72.0000 | reward_optimal: 701.5243 | reward_pref: 195.4074 | reward_npref: 94.3177
[     800 points] regret_avg: 507.3466 | regret_pref: 72.0000 | reward_optimal: 701.4916 | reward_pref: 194.1450 | reward_npref: 89.4667
[     805 points] regret_avg: 508.1143 | regret_pref: 72.0000 | reward_optimal: 713.8879 | reward_pref: 205.7735 | reward_npref: 100.3279
[     810 points] regret_avg: 508.1143 | regret_pref: 72.0000 | reward_optimal: 730.8684 | reward_pref: 222.7541 | reward_npref: 108.8638
[     815 points] regret_avg: 513.9466 | regret_pref: 72.0000 | reward_optimal: 744.3525 | reward_pref: 230.4059 | reward_npref: 110.5851
[     820 points] regret_avg: 514.5255 | regret_pref: 73.0000 | reward_optimal: 745.6784 | reward_pref: 231.1529 | reward_npref: 111.5613
[     825 points] regret_avg: 516.7992 | regret_pref: 73.0000 | reward_optimal: 757.9413 | reward_pref: 241.1420 | reward_npref: 117.0391
[     830 points] regret_avg: 516.7992 | regret_pref: 73.0000 | reward_optimal: 762.7264 | reward_pref: 245.9272 | reward_npref: 118.2596
[     835 points] regret_avg: 517.6613 | regret_pref: 74.0000 | reward_optimal: 763.5889 | reward_pref: 245.9276 | reward_npref: 118.3617
[     840 points] regret_avg: 518.4005 | regret_pref: 74.0000 | reward_optimal: 769.6151 | reward_pref: 251.2146 | reward_npref: 122.1793
[     845 points] regret_avg: 520.4959 | regret_pref: 75.0000 | reward_optimal: 773.4703 | reward_pref: 252.9744 | reward_npref: 125.5632
[     850 points] regret_avg: 523.3515 | regret_pref: 75.0000 | reward_optimal: 773.4805 | reward_pref: 250.1290 | reward_npref: 117.8979
[     855 points] regret_avg: 525.4552 | regret_pref: 76.0000 | reward_optimal: 773.7360 | reward_pref: 248.2808 | reward_npref: 116.8364
[     860 points] regret_avg: 528.1024 | regret_pref: 77.0000 | reward_optimal: 774.5644 | reward_pref: 246.4620 | reward_npref: 116.6003
[     865 points] regret_avg: 528.1024 | regret_pref: 77.0000 | reward_optimal: 774.5566 | reward_pref: 246.4542 | reward_npref: 112.6827
[     870 points] regret_avg: 530.3313 | regret_pref: 77.0000 | reward_optimal: 775.4878 | reward_pref: 245.1565 | reward_npref: 110.5721
[     875 points] regret_avg: 531.4557 | regret_pref: 77.0000 | reward_optimal: 775.9864 | reward_pref: 244.5307 | reward_npref: 103.6615
[     880 points] regret_avg: 537.7750 | regret_pref: 77.0000 | reward_optimal: 787.3425 | reward_pref: 249.5675 | reward_npref: 105.9814
[     885 points] regret_avg: 539.4300 | regret_pref: 77.0000 | reward_optimal: 787.7014 | reward_pref: 248.2714 | reward_npref: 103.0712
[     890 points] regret_avg: 542.8080 | regret_pref: 77.0000 | reward_optimal: 798.6215 | reward_pref: 255.8135 | reward_npref: 108.5987
[     895 points] regret_avg: 545.5010 | regret_pref: 77.0000 | reward_optimal: 798.0420 | reward_pref: 252.5410 | reward_npref: 92.4733
[     900 points] regret_avg: 549.2538 | regret_pref: 78.0000 | reward_optimal: 798.3945 | reward_pref: 249.1407 | reward_npref: 90.2387
[     905 points] regret_avg: 557.1529 | regret_pref: 79.0000 | reward_optimal: 810.1342 | reward_pref: 252.9812 | reward_npref: 96.1979
[     910 points] regret_avg: 561.6609 | regret_pref: 80.0000 | reward_optimal: 810.8037 | reward_pref: 249.1428 | reward_npref: 93.1030
[     915 points] regret_avg: 566.4759 | regret_pref: 81.0000 | reward_optimal: 818.7313 | reward_pref: 252.2553 | reward_npref: 99.0842
[     920 points] regret_avg: 570.6367 | regret_pref: 81.0000 | reward_optimal: 819.7358 | reward_pref: 249.0990 | reward_npref: 95.6479
[     925 points] regret_avg: 570.7128 | regret_pref: 81.0000 | reward_optimal: 821.0934 | reward_pref: 250.3806 | reward_npref: 96.4939
[     930 points] regret_avg: 575.7604 | regret_pref: 82.0000 | reward_optimal: 828.6553 | reward_pref: 252.8949 | reward_npref: 104.0558
[     935 points] regret_avg: 582.2070 | regret_pref: 82.0000 | reward_optimal: 829.0318 | reward_pref: 246.8248 | reward_npref: 95.7248
[     940 points] regret_avg: 586.1244 | regret_pref: 83.0000 | reward_optimal: 830.0567 | reward_pref: 243.9323 | reward_npref: 95.0439
[     945 points] regret_avg: 593.0346 | regret_pref: 83.0000 | reward_optimal: 840.4138 | reward_pref: 247.3792 | reward_npref: 97.3606
[     950 points] regret_avg: 593.3454 | regret_pref: 83.0000 | reward_optimal: 845.4942 | reward_pref: 252.1488 | reward_npref: 100.2817
[     955 points] regret_avg: 607.8769 | regret_pref: 83.0000 | reward_optimal: 845.2852 | reward_pref: 237.4083 | reward_npref: 83.4192
[     960 points] regret_avg: 607.8769 | regret_pref: 83.0000 | reward_optimal: 845.2869 | reward_pref: 237.4099 | reward_npref: 81.7164
[     965 points] regret_avg: 610.1495 | regret_pref: 83.0000 | reward_optimal: 846.0900 | reward_pref: 235.9405 | reward_npref: 79.5121
[     970 points] regret_avg: 610.6826 | regret_pref: 83.0000 | reward_optimal: 854.7403 | reward_pref: 244.0577 | reward_npref: 85.5039
[     975 points] regret_avg: 616.6787 | regret_pref: 84.0000 | reward_optimal: 865.5655 | reward_pref: 248.8867 | reward_npref: 90.9920
[     980 points] regret_avg: 618.7124 | regret_pref: 85.0000 | reward_optimal: 871.1284 | reward_pref: 252.4159 | reward_npref: 94.8577
