[       5 points] regret_avg: 5.7616 | regret_pref: 0.0000 | reward_optimal: -0.0915 | reward_pref: -5.8531 | reward_npref: -8.1006
[     180 points] regret_avg: 111.8727 | regret_pref: 9.0000 | reward_optimal: 97.5393 | reward_pref: -14.3333 | reward_npref: -78.8859
[     185 points] regret_avg: 112.9112 | regret_pref: 9.0000 | reward_optimal: 97.5810 | reward_pref: -15.3303 | reward_npref: -82.8369
[     190 points] regret_avg: 116.0175 | regret_pref: 10.0000 | reward_optimal: 97.9183 | reward_pref: -18.0992 | reward_npref: -82.9308
[     195 points] regret_avg: 118.1068 | regret_pref: 11.0000 | reward_optimal: 100.9857 | reward_pref: -17.1211 | reward_npref: -80.4150
[     200 points] regret_avg: 118.8116 | regret_pref: 11.0000 | reward_optimal: 102.4606 | reward_pref: -16.3510 | reward_npref: -79.6911
[     205 points] regret_avg: 124.6789 | regret_pref: 12.0000 | reward_optimal: 109.6491 | reward_pref: -15.0299 | reward_npref: -76.8724
[     210 points] regret_avg: 125.7842 | regret_pref: 13.0000 | reward_optimal: 109.8752 | reward_pref: -15.9090 | reward_npref: -76.6463
[     215 points] regret_avg: 128.5203 | regret_pref: 13.0000 | reward_optimal: 124.5091 | reward_pref: -4.0112 | reward_npref: -74.6713
[     220 points] regret_avg: 130.3625 | regret_pref: 13.0000 | reward_optimal: 130.4893 | reward_pref: 0.1268 | reward_npref: -73.0461
[     225 points] regret_avg: 130.3625 | regret_pref: 13.0000 | reward_optimal: 141.6680 | reward_pref: 11.3055 | reward_npref: -67.3931
[     230 points] regret_avg: 130.7629 | regret_pref: 14.0000 | reward_optimal: 142.7369 | reward_pref: 11.9740 | reward_npref: -66.5593
[     235 points] regret_avg: 130.7629 | regret_pref: 14.0000 | reward_optimal: 142.0321 | reward_pref: 11.2691 | reward_npref: -76.1861
[     240 points] regret_avg: 131.7380 | regret_pref: 15.0000 | reward_optimal: 145.3024 | reward_pref: 13.5644 | reward_npref: -73.1123
[     245 points] regret_avg: 131.8408 | regret_pref: 16.0000 | reward_optimal: 145.8794 | reward_pref: 14.0386 | reward_npref: -72.5697
[     250 points] regret_avg: 136.1989 | regret_pref: 16.0000 | reward_optimal: 155.9689 | reward_pref: 19.7700 | reward_npref: -69.8743
[     255 points] regret_avg: 138.0122 | regret_pref: 16.0000 | reward_optimal: 156.5232 | reward_pref: 18.5110 | reward_npref: -74.6481
[     260 points] regret_avg: 141.4658 | regret_pref: 16.0000 | reward_optimal: 156.7274 | reward_pref: 15.2616 | reward_npref: -79.8454
[     265 points] regret_avg: 143.5191 | regret_pref: 16.0000 | reward_optimal: 156.0309 | reward_pref: 12.5118 | reward_npref: -86.4188
[     270 points] regret_avg: 143.5191 | regret_pref: 16.0000 | reward_optimal: 158.7898 | reward_pref: 15.2707 | reward_npref: -85.6055
[     275 points] regret_avg: 148.7059 | regret_pref: 16.0000 | reward_optimal: 158.9062 | reward_pref: 10.2004 | reward_npref: -93.0211
[     280 points] regret_avg: 149.4914 | regret_pref: 17.0000 | reward_optimal: 159.9664 | reward_pref: 10.4750 | reward_npref: -92.6884
[     285 points] regret_avg: 153.4590 | regret_pref: 17.0000 | reward_optimal: 160.0260 | reward_pref: 6.5670 | reward_npref: -103.3890
[     290 points] regret_avg: 162.1211 | regret_pref: 18.0000 | reward_optimal: 159.7350 | reward_pref: -2.3861 | reward_npref: -110.0816
[     295 points] regret_avg: 163.4293 | regret_pref: 19.0000 | reward_optimal: 160.1924 | reward_pref: -3.2369 | reward_npref: -110.3068
[     300 points] regret_avg: 163.8823 | regret_pref: 20.0000 | reward_optimal: 160.5003 | reward_pref: -3.3820 | reward_npref: -109.9990
[     305 points] regret_avg: 167.8364 | regret_pref: 20.0000 | reward_optimal: 176.3376 | reward_pref: 8.5012 | reward_npref: -101.0795
[     310 points] regret_avg: 169.8539 | regret_pref: 20.0000 | reward_optimal: 176.5617 | reward_pref: 6.7079 | reward_npref: -103.1105
[     315 points] regret_avg: 170.4117 | regret_pref: 20.0000 | reward_optimal: 178.8882 | reward_pref: 8.4765 | reward_npref: -102.4989
[     320 points] regret_avg: 171.5132 | regret_pref: 20.0000 | reward_optimal: 179.4325 | reward_pref: 7.9193 | reward_npref: -106.3179
[     325 points] regret_avg: 172.3671 | regret_pref: 21.0000 | reward_optimal: 184.1197 | reward_pref: 11.7525 | reward_npref: -102.2007
[     330 points] regret_avg: 172.3671 | regret_pref: 21.0000 | reward_optimal: 184.4193 | reward_pref: 12.0521 | reward_npref: -108.2667
[     335 points] regret_avg: 176.3541 | regret_pref: 21.0000 | reward_optimal: 195.1345 | reward_pref: 18.7804 | reward_npref: -106.0928
[     340 points] regret_avg: 176.6797 | regret_pref: 22.0000 | reward_optimal: 195.7434 | reward_pref: 19.0637 | reward_npref: -105.7578
[     345 points] regret_avg: 176.6797 | regret_pref: 22.0000 | reward_optimal: 206.8847 | reward_pref: 30.2050 | reward_npref: -104.4242
[     350 points] regret_avg: 179.0045 | regret_pref: 23.0000 | reward_optimal: 210.3843 | reward_pref: 31.3798 | reward_npref: -102.7823
[     355 points] regret_avg: 181.1557 | regret_pref: 23.0000 | reward_optimal: 210.7173 | reward_pref: 29.5616 | reward_npref: -109.3094
[     360 points] regret_avg: 183.0960 | regret_pref: 24.0000 | reward_optimal: 211.5162 | reward_pref: 28.4202 | reward_npref: -110.2444
[     365 points] regret_avg: 186.9365 | regret_pref: 24.0000 | reward_optimal: 211.7370 | reward_pref: 24.8005 | reward_npref: -114.2373
[     370 points] regret_avg: 190.0853 | regret_pref: 24.0000 | reward_optimal: 218.1816 | reward_pref: 28.0963 | reward_npref: -113.0458
[     375 points] regret_avg: 191.2127 | regret_pref: 25.0000 | reward_optimal: 221.9330 | reward_pref: 30.7203 | reward_npref: -109.9733
[     380 points] regret_avg: 202.1331 | regret_pref: 26.0000 | reward_optimal: 234.2599 | reward_pref: 32.1268 | reward_npref: -108.1181
[     385 points] regret_avg: 211.0015 | regret_pref: 27.0000 | reward_optimal: 233.9579 | reward_pref: 22.9563 | reward_npref: -113.0574
[     390 points] regret_avg: 216.0397 | regret_pref: 27.0000 | reward_optimal: 244.1655 | reward_pref: 28.1259 | reward_npref: -109.1292
[     395 points] regret_avg: 216.0397 | regret_pref: 27.0000 | reward_optimal: 253.2951 | reward_pref: 37.2555 | reward_npref: -107.7109
[     400 points] regret_avg: 216.5267 | regret_pref: 27.0000 | reward_optimal: 253.5029 | reward_pref: 36.9762 | reward_npref: -108.0662
[     405 points] regret_avg: 217.5502 | regret_pref: 27.0000 | reward_optimal: 261.7982 | reward_pref: 44.2480 | reward_npref: -102.8327
[     410 points] regret_avg: 218.3476 | regret_pref: 27.0000 | reward_optimal: 262.3913 | reward_pref: 44.0437 | reward_npref: -103.0811
[     415 points] regret_avg: 224.3081 | regret_pref: 28.0000 | reward_optimal: 262.5892 | reward_pref: 38.2811 | reward_npref: -107.3698
[     420 points] regret_avg: 225.7386 | regret_pref: 29.0000 | reward_optimal: 263.5389 | reward_pref: 37.8003 | reward_npref: -107.2931
[     425 points] regret_avg: 230.1032 | regret_pref: 29.0000 | reward_optimal: 263.3127 | reward_pref: 33.2095 | reward_npref: -114.2563
[     430 points] regret_avg: 242.9350 | regret_pref: 30.0000 | reward_optimal: 279.1524 | reward_pref: 36.2174 | reward_npref: -99.4057
[     435 points] regret_avg: 246.3372 | regret_pref: 31.0000 | reward_optimal: 283.6322 | reward_pref: 37.2950 | reward_npref: -95.4735
[     440 points] regret_avg: 251.7522 | regret_pref: 31.0000 | reward_optimal: 294.5803 | reward_pref: 42.8281 | reward_npref: -91.2777
[     445 points] regret_avg: 251.7522 | regret_pref: 31.0000 | reward_optimal: 294.9208 | reward_pref: 43.1687 | reward_npref: -92.4348
[     450 points] regret_avg: 251.9563 | regret_pref: 31.0000 | reward_optimal: 298.2934 | reward_pref: 46.3371 | reward_npref: -89.4699
[     455 points] regret_avg: 252.4568 | regret_pref: 31.0000 | reward_optimal: 302.3833 | reward_pref: 49.9265 | reward_npref: -88.6431
[     460 points] regret_avg: 258.3320 | regret_pref: 31.0000 | reward_optimal: 318.0750 | reward_pref: 59.7430 | reward_npref: -79.8051
[     465 points] regret_avg: 262.7886 | regret_pref: 31.0000 | reward_optimal: 318.0977 | reward_pref: 55.3091 | reward_npref: -88.8165
[     470 points] regret_avg: 267.0912 | regret_pref: 31.0000 | reward_optimal: 329.6780 | reward_pref: 62.5868 | reward_npref: -82.9647
[     475 points] regret_avg: 268.8779 | regret_pref: 31.0000 | reward_optimal: 329.7167 | reward_pref: 60.8388 | reward_npref: -86.1266
[     480 points] regret_avg: 269.3633 | regret_pref: 31.0000 | reward_optimal: 330.6581 | reward_pref: 61.2948 | reward_npref: -85.7415
[     485 points] regret_avg: 272.8142 | regret_pref: 32.0000 | reward_optimal: 330.9864 | reward_pref: 58.1722 | reward_npref: -86.1800
[     490 points] regret_avg: 275.4697 | regret_pref: 33.0000 | reward_optimal: 334.7165 | reward_pref: 59.2468 | reward_npref: -83.8117
[     495 points] regret_avg: 279.5614 | regret_pref: 34.0000 | reward_optimal: 340.8993 | reward_pref: 61.3379 | reward_npref: -80.2670
[     500 points] regret_avg: 281.7862 | regret_pref: 34.0000 | reward_optimal: 345.4608 | reward_pref: 63.6746 | reward_npref: -78.4710
[     505 points] regret_avg: 285.4062 | regret_pref: 35.0000 | reward_optimal: 345.5868 | reward_pref: 60.1806 | reward_npref: -80.1460
[     510 points] regret_avg: 286.5796 | regret_pref: 36.0000 | reward_optimal: 347.2907 | reward_pref: 60.7111 | reward_npref: -78.8445
[     515 points] regret_avg: 288.3372 | regret_pref: 36.0000 | reward_optimal: 361.4101 | reward_pref: 73.0729 | reward_npref: -77.5245
[     520 points] regret_avg: 300.0888 | regret_pref: 37.0000 | reward_optimal: 360.6866 | reward_pref: 60.5978 | reward_npref: -86.1473
[     525 points] regret_avg: 300.0888 | regret_pref: 37.0000 | reward_optimal: 360.1781 | reward_pref: 60.0893 | reward_npref: -98.6586
[     530 points] regret_avg: 302.4671 | regret_pref: 38.0000 | reward_optimal: 363.8909 | reward_pref: 61.4238 | reward_npref: -95.3937
[     535 points] regret_avg: 303.4273 | regret_pref: 39.0000 | reward_optimal: 364.8750 | reward_pref: 61.4477 | reward_npref: -95.3394
[     540 points] regret_avg: 309.8868 | regret_pref: 40.0000 | reward_optimal: 373.6867 | reward_pref: 63.7999 | reward_npref: -88.1633
[     545 points] regret_avg: 313.7085 | regret_pref: 40.0000 | reward_optimal: 374.0577 | reward_pref: 60.3493 | reward_npref: -93.4241
[     550 points] regret_avg: 314.4670 | regret_pref: 41.0000 | reward_optimal: 375.1558 | reward_pref: 60.6889 | reward_npref: -92.8957
[     555 points] regret_avg: 317.0386 | regret_pref: 42.0000 | reward_optimal: 375.3552 | reward_pref: 58.3166 | reward_npref: -94.1588
[     560 points] regret_avg: 322.1713 | regret_pref: 43.0000 | reward_optimal: 389.1186 | reward_pref: 66.9473 | reward_npref: -81.2518
[     565 points] regret_avg: 323.7890 | regret_pref: 43.0000 | reward_optimal: 395.7093 | reward_pref: 71.9203 | reward_npref: -77.4820
[     570 points] regret_avg: 324.6038 | regret_pref: 43.0000 | reward_optimal: 396.0170 | reward_pref: 71.4132 | reward_npref: -83.1527
[     575 points] regret_avg: 326.1375 | regret_pref: 43.0000 | reward_optimal: 408.3648 | reward_pref: 82.2273 | reward_npref: -81.8004
[     580 points] regret_avg: 340.1833 | regret_pref: 44.0000 | reward_optimal: 407.8663 | reward_pref: 67.6831 | reward_npref: -93.6068
[     585 points] regret_avg: 349.0915 | regret_pref: 45.0000 | reward_optimal: 419.9477 | reward_pref: 70.8561 | reward_npref: -81.5255
[     590 points] regret_avg: 349.0915 | regret_pref: 45.0000 | reward_optimal: 429.6737 | reward_pref: 80.5822 | reward_npref: -80.3073
[     595 points] regret_avg: 352.8565 | regret_pref: 45.0000 | reward_optimal: 430.0331 | reward_pref: 77.1766 | reward_npref: -86.2849
[     600 points] regret_avg: 356.4717 | regret_pref: 45.0000 | reward_optimal: 439.7626 | reward_pref: 83.2909 | reward_npref: -85.1321
[     605 points] regret_avg: 358.3044 | regret_pref: 45.0000 | reward_optimal: 445.7642 | reward_pref: 87.4598 | reward_npref: -83.7194
[     610 points] regret_avg: 362.9572 | regret_pref: 45.0000 | reward_optimal: 460.7049 | reward_pref: 97.7478 | reward_npref: -81.6856
[     615 points] regret_avg: 363.9920 | regret_pref: 45.0000 | reward_optimal: 461.2485 | reward_pref: 97.2565 | reward_npref: -83.3371
[     620 points] regret_avg: 369.5728 | regret_pref: 45.0000 | reward_optimal: 461.1223 | reward_pref: 91.5496 | reward_npref: -94.8628
[     625 points] regret_avg: 372.5728 | regret_pref: 45.0000 | reward_optimal: 469.2620 | reward_pref: 96.6893 | reward_npref: -93.4223
[     630 points] regret_avg: 374.7561 | regret_pref: 45.0000 | reward_optimal: 469.4528 | reward_pref: 94.6967 | reward_npref: -100.9868
[     635 points] regret_avg: 378.2485 | regret_pref: 45.0000 | reward_optimal: 480.7340 | reward_pref: 102.4855 | reward_npref: -99.2381
[     640 points] regret_avg: 378.4630 | regret_pref: 46.0000 | reward_optimal: 481.6342 | reward_pref: 103.1713 | reward_npref: -98.3891
[     645 points] regret_avg: 378.5448 | regret_pref: 46.0000 | reward_optimal: 482.3258 | reward_pref: 103.7811 | reward_npref: -98.1657
[     650 points] regret_avg: 382.1609 | regret_pref: 47.0000 | reward_optimal: 482.4379 | reward_pref: 100.2770 | reward_npref: -101.2130
[     655 points] regret_avg: 382.6861 | regret_pref: 47.0000 | reward_optimal: 490.9389 | reward_pref: 108.2528 | reward_npref: -97.4075
[     660 points] regret_avg: 384.5500 | regret_pref: 48.0000 | reward_optimal: 493.6754 | reward_pref: 109.1254 | reward_npref: -94.9996
[     665 points] regret_avg: 393.1817 | regret_pref: 48.0000 | reward_optimal: 493.1078 | reward_pref: 99.9262 | reward_npref: -107.9030
[     670 points] regret_avg: 393.9245 | regret_pref: 49.0000 | reward_optimal: 494.5651 | reward_pref: 100.6406 | reward_npref: -107.1120
[     675 points] regret_avg: 394.0901 | regret_pref: 49.0000 | reward_optimal: 497.2769 | reward_pref: 103.1868 | reward_npref: -105.2245
[     680 points] regret_avg: 394.7502 | regret_pref: 49.0000 | reward_optimal: 500.9327 | reward_pref: 106.1825 | reward_npref: -103.7147
[     685 points] regret_avg: 394.7502 | regret_pref: 49.0000 | reward_optimal: 505.7732 | reward_pref: 111.0230 | reward_npref: -100.0556
[     690 points] regret_avg: 397.2740 | regret_pref: 50.0000 | reward_optimal: 506.1055 | reward_pref: 108.8315 | reward_npref: -101.0010
[     695 points] regret_avg: 398.9225 | regret_pref: 51.0000 | reward_optimal: 510.6415 | reward_pref: 111.7190 | reward_npref: -97.0176
[     700 points] regret_avg: 402.9510 | regret_pref: 51.0000 | reward_optimal: 517.9357 | reward_pref: 114.9847 | reward_npref: -95.4425
[     705 points] regret_avg: 403.6067 | regret_pref: 51.0000 | reward_optimal: 518.4540 | reward_pref: 114.8473 | reward_npref: -96.1720
[     710 points] regret_avg: 406.6790 | regret_pref: 52.0000 | reward_optimal: 518.8857 | reward_pref: 112.2067 | reward_npref: -98.6309
[     715 points] regret_avg: 408.3484 | regret_pref: 52.0000 | reward_optimal: 519.0482 | reward_pref: 110.6998 | reward_npref: -101.8604
[     720 points] regret_avg: 409.1253 | regret_pref: 52.0000 | reward_optimal: 520.0792 | reward_pref: 110.9540 | reward_npref: -101.7543
[     725 points] regret_avg: 409.4692 | regret_pref: 52.0000 | reward_optimal: 521.3376 | reward_pref: 111.8684 | reward_npref: -100.9684
[     730 points] regret_avg: 411.3836 | regret_pref: 52.0000 | reward_optimal: 521.9111 | reward_pref: 110.5275 | reward_npref: -103.0582
[     735 points] regret_avg: 413.1578 | regret_pref: 52.0000 | reward_optimal: 522.8060 | reward_pref: 109.6482 | reward_npref: -105.4500
[     740 points] regret_avg: 415.3791 | regret_pref: 52.0000 | reward_optimal: 523.1487 | reward_pref: 107.7697 | reward_npref: -112.1926
[     745 points] regret_avg: 423.1061 | regret_pref: 52.0000 | reward_optimal: 522.8378 | reward_pref: 99.7317 | reward_npref: -125.1019
[     750 points] regret_avg: 423.5834 | regret_pref: 52.0000 | reward_optimal: 523.6893 | reward_pref: 100.1059 | reward_npref: -125.5582
[     755 points] regret_avg: 426.2580 | regret_pref: 53.0000 | reward_optimal: 524.6838 | reward_pref: 98.4257 | reward_npref: -126.2948
[     760 points] regret_avg: 428.2907 | regret_pref: 53.0000 | reward_optimal: 530.2401 | reward_pref: 101.9493 | reward_npref: -125.1890
[     765 points] regret_avg: 430.0584 | regret_pref: 53.0000 | reward_optimal: 544.4671 | reward_pref: 114.4088 | reward_npref: -123.6592
[     770 points] regret_avg: 430.0584 | regret_pref: 53.0000 | reward_optimal: 545.1451 | reward_pref: 115.0867 | reward_npref: -124.2334
[     775 points] regret_avg: 430.0584 | regret_pref: 53.0000 | reward_optimal: 545.3331 | reward_pref: 115.2748 | reward_npref: -125.7366
[     780 points] regret_avg: 433.7296 | regret_pref: 54.0000 | reward_optimal: 545.9183 | reward_pref: 112.1887 | reward_npref: -128.3266
[     785 points] regret_avg: 435.5768 | regret_pref: 54.0000 | reward_optimal: 546.7153 | reward_pref: 111.1386 | reward_npref: -129.6636
[     790 points] regret_avg: 437.4911 | regret_pref: 55.0000 | reward_optimal: 547.2380 | reward_pref: 109.7470 | reward_npref: -130.4835
[     795 points] regret_avg: 440.1708 | regret_pref: 55.0000 | reward_optimal: 547.7253 | reward_pref: 107.5545 | reward_npref: -132.8522
[     800 points] regret_avg: 443.8328 | regret_pref: 55.0000 | reward_optimal: 547.5985 | reward_pref: 103.7657 | reward_npref: -142.9941
[     805 points] regret_avg: 445.5690 | regret_pref: 56.0000 | reward_optimal: 550.2213 | reward_pref: 104.6523 | reward_npref: -141.8694
[     810 points] regret_avg: 445.5690 | regret_pref: 56.0000 | reward_optimal: 550.7190 | reward_pref: 105.1501 | reward_npref: -145.7524
[     815 points] regret_avg: 446.5761 | regret_pref: 57.0000 | reward_optimal: 553.5264 | reward_pref: 106.9503 | reward_npref: -143.6196
[     820 points] regret_avg: 448.2984 | regret_pref: 57.0000 | reward_optimal: 567.3942 | reward_pref: 119.0958 | reward_npref: -134.0533
[     825 points] regret_avg: 455.3014 | regret_pref: 58.0000 | reward_optimal: 577.8395 | reward_pref: 122.5381 | reward_npref: -128.7381
[     830 points] regret_avg: 460.6025 | regret_pref: 59.0000 | reward_optimal: 578.1105 | reward_pref: 117.5080 | reward_npref: -132.1822
[     835 points] regret_avg: 461.8995 | regret_pref: 60.0000 | reward_optimal: 582.4046 | reward_pref: 120.5050 | reward_npref: -128.1490
[     840 points] regret_avg: 462.9740 | regret_pref: 60.0000 | reward_optimal: 586.0349 | reward_pref: 123.0609 | reward_npref: -127.0792
[     845 points] regret_avg: 470.3534 | regret_pref: 60.0000 | reward_optimal: 586.0833 | reward_pref: 115.7299 | reward_npref: -136.6514
[     850 points] regret_avg: 470.4879 | regret_pref: 60.0000 | reward_optimal: 587.2257 | reward_pref: 116.7378 | reward_npref: -136.0943
[     855 points] regret_avg: 473.3077 | regret_pref: 60.0000 | reward_optimal: 596.4164 | reward_pref: 123.1087 | reward_npref: -134.4337
[     860 points] regret_avg: 479.2514 | regret_pref: 60.0000 | reward_optimal: 596.9602 | reward_pref: 117.7088 | reward_npref: -140.3945
[     865 points] regret_avg: 483.6202 | regret_pref: 61.0000 | reward_optimal: 597.3367 | reward_pref: 113.7165 | reward_npref: -140.9757
[     870 points] regret_avg: 486.6441 | regret_pref: 62.0000 | reward_optimal: 597.1337 | reward_pref: 110.4897 | reward_npref: -143.3019
[     875 points] regret_avg: 498.2956 | regret_pref: 63.0000 | reward_optimal: 614.2705 | reward_pref: 115.9749 | reward_npref: -134.6660
[     880 points] regret_avg: 500.6511 | regret_pref: 63.0000 | reward_optimal: 614.9955 | reward_pref: 114.3443 | reward_npref: -138.1366
[     885 points] regret_avg: 501.0061 | regret_pref: 63.0000 | reward_optimal: 615.8867 | reward_pref: 114.8806 | reward_npref: -137.6311
[     890 points] regret_avg: 501.0061 | regret_pref: 63.0000 | reward_optimal: 615.1810 | reward_pref: 114.1749 | reward_npref: -151.1552
[     895 points] regret_avg: 501.0061 | regret_pref: 63.0000 | reward_optimal: 616.2294 | reward_pref: 115.2233 | reward_npref: -150.8275
[     900 points] regret_avg: 501.6389 | regret_pref: 63.0000 | reward_optimal: 626.4676 | reward_pref: 124.8287 | reward_npref: -144.3749
[     905 points] regret_avg: 504.8283 | regret_pref: 63.0000 | reward_optimal: 626.6837 | reward_pref: 121.8554 | reward_npref: -151.8458
[     910 points] regret_avg: 506.7046 | regret_pref: 63.0000 | reward_optimal: 634.2887 | reward_pref: 127.5841 | reward_npref: -150.5580
[     915 points] regret_avg: 515.9293 | regret_pref: 63.0000 | reward_optimal: 634.3599 | reward_pref: 118.4307 | reward_npref: -163.9356
[     920 points] regret_avg: 517.9867 | regret_pref: 63.0000 | reward_optimal: 635.2083 | reward_pref: 117.2217 | reward_npref: -165.4541
[     925 points] regret_avg: 520.5128 | regret_pref: 63.0000 | reward_optimal: 635.9755 | reward_pref: 115.4628 | reward_npref: -167.5624
[     930 points] regret_avg: 521.7994 | regret_pref: 64.0000 | reward_optimal: 636.6501 | reward_pref: 114.8507 | reward_npref: -167.6040
[     935 points] regret_avg: 525.4557 | regret_pref: 65.0000 | reward_optimal: 637.0529 | reward_pref: 111.5972 | reward_npref: -170.1081
[     940 points] regret_avg: 533.8430 | regret_pref: 65.0000 | reward_optimal: 656.3004 | reward_pref: 122.4574 | reward_npref: -164.0138
[     945 points] regret_avg: 533.8430 | regret_pref: 65.0000 | reward_optimal: 661.8107 | reward_pref: 127.9676 | reward_npref: -159.5085
[     950 points] regret_avg: 534.6883 | regret_pref: 66.0000 | reward_optimal: 662.7336 | reward_pref: 128.0452 | reward_npref: -159.2759
[     955 points] regret_avg: 536.2043 | regret_pref: 66.0000 | reward_optimal: 674.9836 | reward_pref: 138.7793 | reward_npref: -155.2831
[     960 points] regret_avg: 540.6325 | regret_pref: 66.0000 | reward_optimal: 685.2852 | reward_pref: 144.6526 | reward_npref: -150.0352
[     965 points] regret_avg: 544.1402 | regret_pref: 66.0000 | reward_optimal: 704.0719 | reward_pref: 159.9317 | reward_npref: -141.7503
[     970 points] regret_avg: 549.3729 | regret_pref: 66.0000 | reward_optimal: 704.9088 | reward_pref: 155.5359 | reward_npref: -146.4490
[     975 points] regret_avg: 552.8930 | regret_pref: 67.0000 | reward_optimal: 711.3329 | reward_pref: 158.4399 | reward_npref: -142.3847
[     980 points] regret_avg: 552.8930 | regret_pref: 67.0000 | reward_optimal: 716.5366 | reward_pref: 163.6436 | reward_npref: -140.2742
