[       5 points] regret_avg: 0.4988 | regret_pref: 1.0000 | reward_optimal: 0.4739 | reward_pref: -0.0249 | reward_npref: 0.1385
[     245 points] regret_avg: 14.8703 | regret_pref: 16.0000 | reward_optimal: 25.6548 | reward_pref: 10.7845 | reward_npref: 5.2173
[     250 points] regret_avg: 15.1459 | regret_pref: 17.0000 | reward_optimal: 26.0963 | reward_pref: 10.9504 | reward_npref: 5.3891
[     255 points] regret_avg: 15.3020 | regret_pref: 17.0000 | reward_optimal: 27.3970 | reward_pref: 12.0950 | reward_npref: 6.3787
[     260 points] regret_avg: 16.2782 | regret_pref: 17.0000 | reward_optimal: 27.7159 | reward_pref: 11.4377 | reward_npref: 5.1566
[     265 points] regret_avg: 16.4710 | regret_pref: 17.0000 | reward_optimal: 28.0885 | reward_pref: 11.6175 | reward_npref: 5.2902
[     270 points] regret_avg: 16.4710 | regret_pref: 17.0000 | reward_optimal: 28.9811 | reward_pref: 12.5101 | reward_npref: 5.6451
[     275 points] regret_avg: 16.4710 | regret_pref: 17.0000 | reward_optimal: 29.5392 | reward_pref: 13.0682 | reward_npref: 6.0159
[     280 points] regret_avg: 16.8808 | regret_pref: 17.0000 | reward_optimal: 29.8884 | reward_pref: 13.0075 | reward_npref: 5.8721
[     285 points] regret_avg: 17.1553 | regret_pref: 18.0000 | reward_optimal: 30.2875 | reward_pref: 13.1322 | reward_npref: 6.0075
[     290 points] regret_avg: 17.4558 | regret_pref: 18.0000 | reward_optimal: 31.0396 | reward_pref: 13.5839 | reward_npref: 6.3158
[     295 points] regret_avg: 17.4558 | regret_pref: 18.0000 | reward_optimal: 32.5465 | reward_pref: 15.0908 | reward_npref: 7.0090
[     300 points] regret_avg: 17.7102 | regret_pref: 18.0000 | reward_optimal: 32.8987 | reward_pref: 15.1884 | reward_npref: 6.3605
[     305 points] regret_avg: 18.1262 | regret_pref: 18.0000 | reward_optimal: 33.9153 | reward_pref: 15.7891 | reward_npref: 6.6731
[     310 points] regret_avg: 18.6499 | regret_pref: 18.0000 | reward_optimal: 34.0999 | reward_pref: 15.4500 | reward_npref: 6.1404
[     315 points] regret_avg: 19.3609 | regret_pref: 19.0000 | reward_optimal: 35.3092 | reward_pref: 15.9483 | reward_npref: 6.7057
[     320 points] regret_avg: 19.7056 | regret_pref: 19.0000 | reward_optimal: 35.7272 | reward_pref: 16.0215 | reward_npref: 6.7012
[     325 points] regret_avg: 19.8777 | regret_pref: 19.0000 | reward_optimal: 36.4646 | reward_pref: 16.5869 | reward_npref: 6.9646
[     330 points] regret_avg: 19.8777 | regret_pref: 19.0000 | reward_optimal: 36.7421 | reward_pref: 16.8644 | reward_npref: 7.1332
[     335 points] regret_avg: 20.3246 | regret_pref: 19.0000 | reward_optimal: 37.0438 | reward_pref: 16.7192 | reward_npref: 6.7394
[     340 points] regret_avg: 20.5516 | regret_pref: 20.0000 | reward_optimal: 37.3822 | reward_pref: 16.8306 | reward_npref: 6.8529
[     345 points] regret_avg: 20.6637 | regret_pref: 20.0000 | reward_optimal: 37.8235 | reward_pref: 17.1598 | reward_npref: 7.0552
[     350 points] regret_avg: 21.5758 | regret_pref: 20.0000 | reward_optimal: 38.0383 | reward_pref: 16.4625 | reward_npref: 5.6032
[     355 points] regret_avg: 21.8141 | regret_pref: 20.0000 | reward_optimal: 38.7292 | reward_pref: 16.9151 | reward_npref: 5.9806
[     360 points] regret_avg: 22.0487 | regret_pref: 20.0000 | reward_optimal: 39.0405 | reward_pref: 16.9918 | reward_npref: 6.0561
[     365 points] regret_avg: 22.2189 | regret_pref: 20.0000 | reward_optimal: 39.4739 | reward_pref: 17.2550 | reward_npref: 6.2242
[     370 points] regret_avg: 22.8799 | regret_pref: 21.0000 | reward_optimal: 40.6953 | reward_pref: 17.8155 | reward_npref: 6.8561
[     375 points] regret_avg: 23.3133 | regret_pref: 22.0000 | reward_optimal: 41.2889 | reward_pref: 17.9756 | reward_npref: 7.0672
[     380 points] regret_avg: 23.5921 | regret_pref: 22.0000 | reward_optimal: 42.8213 | reward_pref: 19.2292 | reward_npref: 7.5264
[     385 points] regret_avg: 23.9564 | regret_pref: 23.0000 | reward_optimal: 43.5071 | reward_pref: 19.5507 | reward_npref: 7.9463
[     390 points] regret_avg: 24.4692 | regret_pref: 24.0000 | reward_optimal: 43.8719 | reward_pref: 19.4027 | reward_npref: 7.8915
[     395 points] regret_avg: 24.5566 | regret_pref: 24.0000 | reward_optimal: 44.2702 | reward_pref: 19.7137 | reward_npref: 8.0972
[     400 points] regret_avg: 25.0131 | regret_pref: 24.0000 | reward_optimal: 44.5496 | reward_pref: 19.5364 | reward_npref: 7.8041
[     405 points] regret_avg: 25.0131 | regret_pref: 24.0000 | reward_optimal: 46.1753 | reward_pref: 21.1621 | reward_npref: 8.3798
[     410 points] regret_avg: 25.0131 | regret_pref: 24.0000 | reward_optimal: 46.3103 | reward_pref: 21.2972 | reward_npref: 7.4555
[     415 points] regret_avg: 25.0601 | regret_pref: 24.0000 | reward_optimal: 46.5773 | reward_pref: 21.5173 | reward_npref: 7.6105
[     420 points] regret_avg: 25.4493 | regret_pref: 24.0000 | reward_optimal: 46.9007 | reward_pref: 21.4513 | reward_npref: 7.4609
[     425 points] regret_avg: 25.4493 | regret_pref: 24.0000 | reward_optimal: 46.9860 | reward_pref: 21.5367 | reward_npref: 6.7021
[     430 points] regret_avg: 25.4978 | regret_pref: 24.0000 | reward_optimal: 47.2793 | reward_pref: 21.7815 | reward_npref: 6.8479
[     435 points] regret_avg: 25.8676 | regret_pref: 25.0000 | reward_optimal: 47.5649 | reward_pref: 21.6974 | reward_npref: 6.8089
[     440 points] regret_avg: 26.1427 | regret_pref: 25.0000 | reward_optimal: 48.7051 | reward_pref: 22.5624 | reward_npref: 7.0846
[     445 points] regret_avg: 26.6656 | regret_pref: 25.0000 | reward_optimal: 48.8687 | reward_pref: 22.2031 | reward_npref: 6.0445
[     450 points] regret_avg: 26.8700 | regret_pref: 26.0000 | reward_optimal: 49.3048 | reward_pref: 22.4348 | reward_npref: 6.3365
[     455 points] regret_avg: 27.0556 | regret_pref: 27.0000 | reward_optimal: 49.6221 | reward_pref: 22.5665 | reward_npref: 6.5345
[     460 points] regret_avg: 27.8194 | regret_pref: 27.0000 | reward_optimal: 51.0363 | reward_pref: 23.2168 | reward_npref: 6.8959
[     465 points] regret_avg: 27.8194 | regret_pref: 27.0000 | reward_optimal: 51.6126 | reward_pref: 23.7932 | reward_npref: 7.1371
[     470 points] regret_avg: 28.4531 | regret_pref: 27.0000 | reward_optimal: 52.0282 | reward_pref: 23.5751 | reward_npref: 6.8714
[     475 points] regret_avg: 28.8599 | regret_pref: 27.0000 | reward_optimal: 52.4259 | reward_pref: 23.5659 | reward_npref: 6.8120
[     480 points] regret_avg: 29.1498 | regret_pref: 27.0000 | reward_optimal: 52.7926 | reward_pref: 23.6428 | reward_npref: 6.8746
[     485 points] regret_avg: 29.4348 | regret_pref: 27.0000 | reward_optimal: 53.0559 | reward_pref: 23.6210 | reward_npref: 6.2366
[     490 points] regret_avg: 30.2449 | regret_pref: 28.0000 | reward_optimal: 54.2490 | reward_pref: 24.0041 | reward_npref: 7.0044
[     495 points] regret_avg: 31.2401 | regret_pref: 28.0000 | reward_optimal: 54.4859 | reward_pref: 23.2458 | reward_npref: 5.7656
[     500 points] regret_avg: 31.5025 | regret_pref: 29.0000 | reward_optimal: 54.8142 | reward_pref: 23.3117 | reward_npref: 6.0940
[     505 points] regret_avg: 32.2657 | regret_pref: 29.0000 | reward_optimal: 56.8888 | reward_pref: 24.6232 | reward_npref: 6.4731
[     510 points] regret_avg: 33.3126 | regret_pref: 29.0000 | reward_optimal: 59.3200 | reward_pref: 26.0073 | reward_npref: 7.2725
[     515 points] regret_avg: 33.3780 | regret_pref: 29.0000 | reward_optimal: 60.3988 | reward_pref: 27.0208 | reward_npref: 7.7126
[     520 points] regret_avg: 33.5746 | regret_pref: 29.0000 | reward_optimal: 61.2381 | reward_pref: 27.6635 | reward_npref: 8.0077
[     525 points] regret_avg: 33.7777 | regret_pref: 29.0000 | reward_optimal: 61.4417 | reward_pref: 27.6641 | reward_npref: 7.8055
[     530 points] regret_avg: 34.1589 | regret_pref: 29.0000 | reward_optimal: 61.6250 | reward_pref: 27.4661 | reward_npref: 6.4656
[     535 points] regret_avg: 34.3463 | regret_pref: 29.0000 | reward_optimal: 62.1703 | reward_pref: 27.8240 | reward_npref: 6.6676
[     540 points] regret_avg: 34.7861 | regret_pref: 30.0000 | reward_optimal: 63.1264 | reward_pref: 28.3403 | reward_npref: 7.2900
[     545 points] regret_avg: 35.1803 | regret_pref: 30.0000 | reward_optimal: 65.2658 | reward_pref: 30.0855 | reward_npref: 8.1306
[     550 points] regret_avg: 35.8301 | regret_pref: 31.0000 | reward_optimal: 66.8174 | reward_pref: 30.9873 | reward_npref: 9.3083
[     555 points] regret_avg: 35.9036 | regret_pref: 31.0000 | reward_optimal: 68.0393 | reward_pref: 32.1357 | reward_npref: 10.0936
[     560 points] regret_avg: 36.2801 | regret_pref: 31.0000 | reward_optimal: 68.2523 | reward_pref: 31.9722 | reward_npref: 9.1859
[     565 points] regret_avg: 37.0242 | regret_pref: 31.0000 | reward_optimal: 68.4725 | reward_pref: 31.4484 | reward_npref: 7.9090
[     570 points] regret_avg: 37.8980 | regret_pref: 31.0000 | reward_optimal: 68.7119 | reward_pref: 30.8139 | reward_npref: 7.2121
[     575 points] regret_avg: 39.0440 | regret_pref: 32.0000 | reward_optimal: 68.9024 | reward_pref: 29.8585 | reward_npref: 6.9541
[     580 points] regret_avg: 39.7562 | regret_pref: 32.0000 | reward_optimal: 70.8532 | reward_pref: 31.0970 | reward_npref: 7.9592
[     585 points] regret_avg: 39.9791 | regret_pref: 33.0000 | reward_optimal: 71.2246 | reward_pref: 31.2456 | reward_npref: 8.1492
[     590 points] regret_avg: 40.2859 | regret_pref: 33.0000 | reward_optimal: 71.6001 | reward_pref: 31.3142 | reward_npref: 8.2134
[     595 points] regret_avg: 40.2859 | regret_pref: 33.0000 | reward_optimal: 73.9703 | reward_pref: 33.6844 | reward_npref: 9.4237
[     600 points] regret_avg: 40.5059 | regret_pref: 34.0000 | reward_optimal: 74.3582 | reward_pref: 33.8522 | reward_npref: 9.6387
[     605 points] regret_avg: 40.9949 | regret_pref: 34.0000 | reward_optimal: 75.2350 | reward_pref: 34.2401 | reward_npref: 9.9871
[     610 points] regret_avg: 41.5162 | regret_pref: 35.0000 | reward_optimal: 75.9817 | reward_pref: 34.4656 | reward_npref: 10.6008
[     615 points] regret_avg: 42.1974 | regret_pref: 35.0000 | reward_optimal: 77.3833 | reward_pref: 35.1859 | reward_npref: 11.0764
[     620 points] regret_avg: 42.3985 | regret_pref: 35.0000 | reward_optimal: 77.6262 | reward_pref: 35.2277 | reward_npref: 10.4087
[     625 points] regret_avg: 43.2265 | regret_pref: 35.0000 | reward_optimal: 80.3199 | reward_pref: 37.0934 | reward_npref: 11.1494
[     630 points] regret_avg: 43.5429 | regret_pref: 35.0000 | reward_optimal: 82.0523 | reward_pref: 38.5094 | reward_npref: 11.5246
[     635 points] regret_avg: 43.7228 | regret_pref: 35.0000 | reward_optimal: 83.5342 | reward_pref: 39.8114 | reward_npref: 11.8668
[     640 points] regret_avg: 43.8699 | regret_pref: 36.0000 | reward_optimal: 83.8837 | reward_pref: 40.0138 | reward_npref: 12.0843
[     645 points] regret_avg: 43.8926 | regret_pref: 37.0000 | reward_optimal: 84.2606 | reward_pref: 40.3680 | reward_npref: 12.4612
[     650 points] regret_avg: 44.1309 | regret_pref: 37.0000 | reward_optimal: 85.2593 | reward_pref: 41.1284 | reward_npref: 12.8357
[     655 points] regret_avg: 44.7409 | regret_pref: 38.0000 | reward_optimal: 86.1285 | reward_pref: 41.3876 | reward_npref: 13.1625
[     660 points] regret_avg: 45.3024 | regret_pref: 39.0000 | reward_optimal: 87.0525 | reward_pref: 41.7501 | reward_npref: 13.5676
[     665 points] regret_avg: 45.5670 | regret_pref: 40.0000 | reward_optimal: 87.5379 | reward_pref: 41.9709 | reward_npref: 13.9143
[     670 points] regret_avg: 47.0172 | regret_pref: 40.0000 | reward_optimal: 87.6999 | reward_pref: 40.6826 | reward_npref: 12.1414
[     675 points] regret_avg: 48.3840 | regret_pref: 40.0000 | reward_optimal: 87.8264 | reward_pref: 39.4424 | reward_npref: 10.5157
[     680 points] regret_avg: 49.3181 | regret_pref: 40.0000 | reward_optimal: 87.9598 | reward_pref: 38.6417 | reward_npref: 9.3799
[     685 points] regret_avg: 49.3181 | regret_pref: 40.0000 | reward_optimal: 88.2150 | reward_pref: 38.8970 | reward_npref: 9.0334
[     690 points] regret_avg: 49.9884 | regret_pref: 40.0000 | reward_optimal: 88.4347 | reward_pref: 38.4463 | reward_npref: 8.5072
[     695 points] regret_avg: 50.2763 | regret_pref: 40.0000 | reward_optimal: 88.6857 | reward_pref: 38.4094 | reward_npref: 8.1273
[     700 points] regret_avg: 50.2763 | regret_pref: 40.0000 | reward_optimal: 88.8979 | reward_pref: 38.6216 | reward_npref: 7.5265
[     705 points] regret_avg: 50.9909 | regret_pref: 40.0000 | reward_optimal: 89.8959 | reward_pref: 38.9050 | reward_npref: 7.7850
[     710 points] regret_avg: 51.9375 | regret_pref: 40.0000 | reward_optimal: 90.0249 | reward_pref: 38.0875 | reward_npref: 6.7556
[     715 points] regret_avg: 53.2135 | regret_pref: 40.0000 | reward_optimal: 91.8080 | reward_pref: 38.5946 | reward_npref: 7.1276
[     720 points] regret_avg: 53.9964 | regret_pref: 40.0000 | reward_optimal: 91.7918 | reward_pref: 37.7954 | reward_npref: 5.6715
[     725 points] regret_avg: 55.5777 | regret_pref: 41.0000 | reward_optimal: 92.0171 | reward_pref: 36.4394 | reward_npref: 4.4901
[     730 points] regret_avg: 56.7987 | regret_pref: 42.0000 | reward_optimal: 92.1827 | reward_pref: 35.3840 | reward_npref: 4.2442
[     735 points] regret_avg: 56.8687 | regret_pref: 42.0000 | reward_optimal: 93.3263 | reward_pref: 36.4577 | reward_npref: 4.7665
[     740 points] regret_avg: 57.0523 | regret_pref: 43.0000 | reward_optimal: 93.7431 | reward_pref: 36.6908 | reward_npref: 5.1147
[     745 points] regret_avg: 57.4094 | regret_pref: 44.0000 | reward_optimal: 94.0291 | reward_pref: 36.6198 | reward_npref: 5.1068
[     750 points] regret_avg: 57.6452 | regret_pref: 45.0000 | reward_optimal: 94.3210 | reward_pref: 36.6757 | reward_npref: 5.2112
[     755 points] regret_avg: 58.3467 | regret_pref: 45.0000 | reward_optimal: 96.2217 | reward_pref: 37.8750 | reward_npref: 6.2945
[     760 points] regret_avg: 58.5253 | regret_pref: 46.0000 | reward_optimal: 96.4308 | reward_pref: 37.9055 | reward_npref: 6.3320
[     765 points] regret_avg: 59.1007 | regret_pref: 46.0000 | reward_optimal: 96.6434 | reward_pref: 37.5427 | reward_npref: 5.6051
[     770 points] regret_avg: 60.3218 | regret_pref: 47.0000 | reward_optimal: 96.7227 | reward_pref: 36.4008 | reward_npref: 4.5465
[     775 points] regret_avg: 60.3218 | regret_pref: 47.0000 | reward_optimal: 96.9958 | reward_pref: 36.6740 | reward_npref: 4.6065
[     780 points] regret_avg: 61.0139 | regret_pref: 47.0000 | reward_optimal: 98.1570 | reward_pref: 37.1431 | reward_npref: 5.0118
[     785 points] regret_avg: 62.1083 | regret_pref: 47.0000 | reward_optimal: 98.3913 | reward_pref: 36.2830 | reward_npref: 4.0127
[     790 points] regret_avg: 62.1083 | regret_pref: 47.0000 | reward_optimal: 99.0645 | reward_pref: 36.9562 | reward_npref: 4.2676
[     795 points] regret_avg: 63.8777 | regret_pref: 48.0000 | reward_optimal: 102.6418 | reward_pref: 38.7641 | reward_npref: 6.7369
[     800 points] regret_avg: 64.7959 | regret_pref: 49.0000 | reward_optimal: 102.7955 | reward_pref: 37.9996 | reward_npref: 6.6105
[     805 points] regret_avg: 64.9982 | regret_pref: 49.0000 | reward_optimal: 106.0609 | reward_pref: 41.0627 | reward_npref: 9.4715
[     810 points] regret_avg: 64.9982 | regret_pref: 49.0000 | reward_optimal: 109.3701 | reward_pref: 44.3719 | reward_npref: 11.1447
[     815 points] regret_avg: 66.2705 | regret_pref: 49.0000 | reward_optimal: 112.3254 | reward_pref: 46.0549 | reward_npref: 11.5998
[     820 points] regret_avg: 66.6771 | regret_pref: 49.0000 | reward_optimal: 113.1933 | reward_pref: 46.5162 | reward_npref: 11.9453
[     825 points] regret_avg: 67.0979 | regret_pref: 49.0000 | reward_optimal: 115.4809 | reward_pref: 48.3830 | reward_npref: 12.9820
[     830 points] regret_avg: 67.0979 | regret_pref: 49.0000 | reward_optimal: 116.3213 | reward_pref: 49.2234 | reward_npref: 13.2838
[     835 points] regret_avg: 67.2783 | regret_pref: 50.0000 | reward_optimal: 116.6026 | reward_pref: 49.3242 | reward_npref: 13.4103
[     840 points] regret_avg: 67.4834 | regret_pref: 50.0000 | reward_optimal: 118.2786 | reward_pref: 50.7951 | reward_npref: 14.4737
[     845 points] regret_avg: 67.6405 | regret_pref: 50.0000 | reward_optimal: 119.5633 | reward_pref: 51.9228 | reward_npref: 15.0599
[     850 points] regret_avg: 68.1401 | regret_pref: 50.0000 | reward_optimal: 119.6324 | reward_pref: 51.4923 | reward_npref: 13.8691
[     855 points] regret_avg: 68.6071 | regret_pref: 50.0000 | reward_optimal: 119.7389 | reward_pref: 51.1318 | reward_npref: 13.2378
[     860 points] regret_avg: 68.7158 | regret_pref: 50.0000 | reward_optimal: 120.0752 | reward_pref: 51.3594 | reward_npref: 13.3928
[     865 points] regret_avg: 68.7158 | regret_pref: 50.0000 | reward_optimal: 120.1941 | reward_pref: 51.4783 | reward_npref: 12.8853
[     870 points] regret_avg: 69.3507 | regret_pref: 50.0000 | reward_optimal: 120.4512 | reward_pref: 51.1006 | reward_npref: 12.2730
[     875 points] regret_avg: 69.6456 | regret_pref: 50.0000 | reward_optimal: 120.5832 | reward_pref: 50.9376 | reward_npref: 10.4653
[     880 points] regret_avg: 70.5685 | regret_pref: 50.0000 | reward_optimal: 122.2613 | reward_pref: 51.6928 | reward_npref: 10.8384
[     885 points] regret_avg: 71.1521 | regret_pref: 51.0000 | reward_optimal: 122.3675 | reward_pref: 51.2154 | reward_npref: 10.6311
[     890 points] regret_avg: 71.7882 | regret_pref: 51.0000 | reward_optimal: 124.4319 | reward_pref: 52.6436 | reward_npref: 11.6808
[     895 points] regret_avg: 72.3944 | regret_pref: 51.0000 | reward_optimal: 124.3543 | reward_pref: 51.9598 | reward_npref: 8.2387
[     900 points] regret_avg: 73.2209 | regret_pref: 51.0000 | reward_optimal: 124.4445 | reward_pref: 51.2235 | reward_npref: 7.1205
[     905 points] regret_avg: 74.8691 | regret_pref: 52.0000 | reward_optimal: 126.9070 | reward_pref: 52.0378 | reward_npref: 8.3750
[     910 points] regret_avg: 76.4959 | regret_pref: 53.0000 | reward_optimal: 127.0345 | reward_pref: 50.5387 | reward_npref: 7.1627
[     915 points] regret_avg: 76.8198 | regret_pref: 53.0000 | reward_optimal: 128.3687 | reward_pref: 51.5489 | reward_npref: 7.7006
[     920 points] regret_avg: 77.9809 | regret_pref: 53.0000 | reward_optimal: 128.6192 | reward_pref: 50.6383 | reward_npref: 6.7098
[     925 points] regret_avg: 78.1883 | regret_pref: 54.0000 | reward_optimal: 129.1426 | reward_pref: 50.9543 | reward_npref: 7.2027
[     930 points] regret_avg: 78.1883 | regret_pref: 54.0000 | reward_optimal: 130.5604 | reward_pref: 52.3721 | reward_npref: 7.6856
[     935 points] regret_avg: 79.6996 | regret_pref: 54.0000 | reward_optimal: 130.6756 | reward_pref: 50.9759 | reward_npref: 5.7678
[     940 points] regret_avg: 80.0853 | regret_pref: 54.0000 | reward_optimal: 130.9607 | reward_pref: 50.8754 | reward_npref: 5.2456
[     945 points] regret_avg: 81.6333 | regret_pref: 54.0000 | reward_optimal: 133.2889 | reward_pref: 51.6556 | reward_npref: 5.7759
[     950 points] regret_avg: 81.6944 | regret_pref: 54.0000 | reward_optimal: 134.2916 | reward_pref: 52.5972 | reward_npref: 6.3549
[     955 points] regret_avg: 85.0790 | regret_pref: 54.0000 | reward_optimal: 134.2548 | reward_pref: 49.1758 | reward_npref: 2.4408
[     960 points] regret_avg: 85.0790 | regret_pref: 54.0000 | reward_optimal: 134.2581 | reward_pref: 49.1791 | reward_npref: 1.9963
[     965 points] regret_avg: 85.5490 | regret_pref: 54.0000 | reward_optimal: 134.4623 | reward_pref: 48.9133 | reward_npref: 1.5926
[     970 points] regret_avg: 85.6710 | regret_pref: 54.0000 | reward_optimal: 136.4435 | reward_pref: 50.7725 | reward_npref: 2.9656
[     975 points] regret_avg: 86.9966 | regret_pref: 55.0000 | reward_optimal: 138.8406 | reward_pref: 51.8440 | reward_npref: 4.1827
[     980 points] regret_avg: 87.4100 | regret_pref: 56.0000 | reward_optimal: 139.9779 | reward_pref: 52.5679 | reward_npref: 4.9749
