[       5 points] regret_avg: 0.4988 | regret_pref: 1.0000 | reward_optimal: 0.4739 | reward_pref: -0.0249 | reward_npref: 0.1385
[     245 points] regret_avg: 14.5641 | regret_pref: 17.0000 | reward_optimal: 22.5315 | reward_pref: 7.9673 | reward_npref: 5.6610
[     250 points] regret_avg: 14.9261 | regret_pref: 18.0000 | reward_optimal: 23.0164 | reward_pref: 8.0903 | reward_npref: 5.8119
[     255 points] regret_avg: 15.0076 | regret_pref: 18.0000 | reward_optimal: 23.7260 | reward_pref: 8.7185 | reward_npref: 6.3599
[     260 points] regret_avg: 15.7353 | regret_pref: 18.0000 | reward_optimal: 24.1280 | reward_pref: 8.3927 | reward_npref: 5.7209
[     265 points] regret_avg: 16.0560 | regret_pref: 19.0000 | reward_optimal: 24.5422 | reward_pref: 8.4862 | reward_npref: 5.8283
[     270 points] regret_avg: 16.0834 | regret_pref: 19.0000 | reward_optimal: 25.0453 | reward_pref: 8.9618 | reward_npref: 6.0627
[     275 points] regret_avg: 16.2062 | regret_pref: 19.0000 | reward_optimal: 25.4691 | reward_pref: 9.2629 | reward_npref: 6.2756
[     280 points] regret_avg: 16.6139 | regret_pref: 19.0000 | reward_optimal: 25.8702 | reward_pref: 9.2563 | reward_npref: 6.2164
[     285 points] regret_avg: 16.9773 | regret_pref: 19.0000 | reward_optimal: 26.3201 | reward_pref: 9.3429 | reward_npref: 6.3011
[     290 points] regret_avg: 17.2577 | regret_pref: 20.0000 | reward_optimal: 26.8059 | reward_pref: 9.5482 | reward_npref: 6.7869
[     295 points] regret_avg: 17.2577 | regret_pref: 20.0000 | reward_optimal: 27.5655 | reward_pref: 10.3078 | reward_npref: 7.1578
[     300 points] regret_avg: 17.5142 | regret_pref: 20.0000 | reward_optimal: 28.0007 | reward_pref: 10.4864 | reward_npref: 6.8561
[     305 points] regret_avg: 17.7011 | regret_pref: 20.0000 | reward_optimal: 28.5035 | reward_pref: 10.8025 | reward_npref: 7.0909
[     310 points] regret_avg: 18.0877 | regret_pref: 20.0000 | reward_optimal: 28.7472 | reward_pref: 10.6595 | reward_npref: 6.8487
[     315 points] regret_avg: 18.4063 | regret_pref: 21.0000 | reward_optimal: 29.3395 | reward_pref: 10.9333 | reward_npref: 7.1495
[     320 points] regret_avg: 18.7976 | regret_pref: 21.0000 | reward_optimal: 29.8225 | reward_pref: 11.0249 | reward_npref: 7.1662
[     325 points] regret_avg: 18.9292 | regret_pref: 21.0000 | reward_optimal: 30.2355 | reward_pref: 11.3063 | reward_npref: 7.3472
[     330 points] regret_avg: 19.1480 | regret_pref: 22.0000 | reward_optimal: 30.5492 | reward_pref: 11.4012 | reward_npref: 7.6609
[     335 points] regret_avg: 19.5479 | regret_pref: 22.0000 | reward_optimal: 30.9301 | reward_pref: 11.3822 | reward_npref: 7.5027
[     340 points] regret_avg: 19.8271 | regret_pref: 22.0000 | reward_optimal: 31.3190 | reward_pref: 11.4918 | reward_npref: 7.5746
[     345 points] regret_avg: 20.1616 | regret_pref: 23.0000 | reward_optimal: 31.8199 | reward_pref: 11.6582 | reward_npref: 7.7473
[     350 points] regret_avg: 20.7655 | regret_pref: 23.0000 | reward_optimal: 32.1394 | reward_pref: 11.3739 | reward_npref: 7.1109
[     355 points] regret_avg: 20.9578 | regret_pref: 23.0000 | reward_optimal: 32.5593 | reward_pref: 11.6014 | reward_npref: 7.3110
[     360 points] regret_avg: 21.2638 | regret_pref: 24.0000 | reward_optimal: 32.9219 | reward_pref: 11.6581 | reward_npref: 7.3696
[     365 points] regret_avg: 21.4567 | regret_pref: 25.0000 | reward_optimal: 33.2358 | reward_pref: 11.7790 | reward_npref: 7.5051
[     370 points] regret_avg: 21.7297 | regret_pref: 26.0000 | reward_optimal: 33.7762 | reward_pref: 12.0465 | reward_npref: 7.8005
[     375 points] regret_avg: 21.8601 | regret_pref: 27.0000 | reward_optimal: 34.0419 | reward_pref: 12.1818 | reward_npref: 8.0238
[     380 points] regret_avg: 22.2797 | regret_pref: 28.0000 | reward_optimal: 34.7219 | reward_pref: 12.4422 | reward_npref: 8.5864
[     385 points] regret_avg: 22.6427 | regret_pref: 29.0000 | reward_optimal: 35.2786 | reward_pref: 12.6358 | reward_npref: 8.8019
[     390 points] regret_avg: 23.0794 | regret_pref: 29.0000 | reward_optimal: 35.7248 | reward_pref: 12.6453 | reward_npref: 8.7580
[     395 points] regret_avg: 23.3873 | regret_pref: 29.0000 | reward_optimal: 36.1861 | reward_pref: 12.7987 | reward_npref: 8.8864
[     400 points] regret_avg: 23.8473 | regret_pref: 30.0000 | reward_optimal: 36.5593 | reward_pref: 12.7120 | reward_npref: 8.8630
[     405 points] regret_avg: 23.8473 | regret_pref: 30.0000 | reward_optimal: 37.2416 | reward_pref: 13.3943 | reward_npref: 9.1584
[     410 points] regret_avg: 23.8473 | regret_pref: 30.0000 | reward_optimal: 37.4817 | reward_pref: 13.6344 | reward_npref: 8.7997
[     415 points] regret_avg: 24.0534 | regret_pref: 30.0000 | reward_optimal: 37.7932 | reward_pref: 13.7398 | reward_npref: 8.8882
[     420 points] regret_avg: 24.4495 | regret_pref: 30.0000 | reward_optimal: 38.1964 | reward_pref: 13.7468 | reward_npref: 8.8481
[     425 points] regret_avg: 24.4495 | regret_pref: 30.0000 | reward_optimal: 38.3593 | reward_pref: 13.9098 | reward_npref: 8.5591
[     430 points] regret_avg: 24.6497 | regret_pref: 30.0000 | reward_optimal: 38.6725 | reward_pref: 14.0228 | reward_npref: 8.6514
[     435 points] regret_avg: 25.0055 | regret_pref: 31.0000 | reward_optimal: 39.0472 | reward_pref: 14.0417 | reward_npref: 8.7013
[     440 points] regret_avg: 25.1099 | regret_pref: 31.0000 | reward_optimal: 39.5132 | reward_pref: 14.4033 | reward_npref: 8.9228
[     445 points] regret_avg: 25.4845 | regret_pref: 31.0000 | reward_optimal: 39.8071 | reward_pref: 14.3226 | reward_npref: 8.5451
[     450 points] regret_avg: 25.8738 | regret_pref: 31.0000 | reward_optimal: 40.3327 | reward_pref: 14.4590 | reward_npref: 8.6670
[     455 points] regret_avg: 26.1685 | regret_pref: 32.0000 | reward_optimal: 40.7153 | reward_pref: 14.5469 | reward_npref: 8.7618
[     460 points] regret_avg: 26.4439 | regret_pref: 33.0000 | reward_optimal: 41.2748 | reward_pref: 14.8309 | reward_npref: 9.1352
[     465 points] regret_avg: 26.6466 | regret_pref: 33.0000 | reward_optimal: 41.7121 | reward_pref: 15.0655 | reward_npref: 9.2851
[     470 points] regret_avg: 27.2582 | regret_pref: 34.0000 | reward_optimal: 42.2515 | reward_pref: 14.9933 | reward_npref: 9.2353
[     475 points] regret_avg: 27.6918 | regret_pref: 34.0000 | reward_optimal: 42.7754 | reward_pref: 15.0836 | reward_npref: 9.2880
[     480 points] regret_avg: 28.0670 | regret_pref: 34.0000 | reward_optimal: 43.2327 | reward_pref: 15.1657 | reward_npref: 9.3406
[     485 points] regret_avg: 28.3541 | regret_pref: 34.0000 | reward_optimal: 43.6034 | reward_pref: 15.2493 | reward_npref: 9.1249
[     490 points] regret_avg: 28.6179 | regret_pref: 35.0000 | reward_optimal: 44.0886 | reward_pref: 15.4707 | reward_npref: 9.4378
[     495 points] regret_avg: 29.4455 | regret_pref: 36.0000 | reward_optimal: 44.4931 | reward_pref: 15.0476 | reward_npref: 9.2065
[     500 points] regret_avg: 29.7486 | regret_pref: 37.0000 | reward_optimal: 44.9239 | reward_pref: 15.1753 | reward_npref: 9.6373
[     505 points] regret_avg: 30.2527 | regret_pref: 38.0000 | reward_optimal: 45.6755 | reward_pref: 15.4229 | reward_npref: 10.1260
[     510 points] regret_avg: 30.8048 | regret_pref: 39.0000 | reward_optimal: 46.5525 | reward_pref: 15.7477 | reward_npref: 10.6407
[     515 points] regret_avg: 30.8271 | regret_pref: 39.0000 | reward_optimal: 46.9504 | reward_pref: 16.1233 | reward_npref: 10.8354
[     520 points] regret_avg: 31.0554 | regret_pref: 39.0000 | reward_optimal: 47.4352 | reward_pref: 16.3799 | reward_npref: 11.0247
[     525 points] regret_avg: 31.2545 | regret_pref: 39.0000 | reward_optimal: 47.7633 | reward_pref: 16.5088 | reward_npref: 11.0190
[     530 points] regret_avg: 31.5641 | regret_pref: 39.0000 | reward_optimal: 48.0931 | reward_pref: 16.5290 | reward_npref: 10.5736
[     535 points] regret_avg: 31.8023 | regret_pref: 40.0000 | reward_optimal: 48.4678 | reward_pref: 16.6655 | reward_npref: 10.7243
[     540 points] regret_avg: 32.0963 | regret_pref: 40.0000 | reward_optimal: 49.0162 | reward_pref: 16.9199 | reward_npref: 10.9516
[     545 points] regret_avg: 32.5082 | regret_pref: 41.0000 | reward_optimal: 49.7557 | reward_pref: 17.2475 | reward_npref: 11.5616
[     550 points] regret_avg: 32.7099 | regret_pref: 42.0000 | reward_optimal: 50.3035 | reward_pref: 17.5936 | reward_npref: 11.9906
[     555 points] regret_avg: 32.9015 | regret_pref: 43.0000 | reward_optimal: 50.7952 | reward_pref: 17.8937 | reward_npref: 12.4020
[     560 points] regret_avg: 33.2264 | regret_pref: 43.0000 | reward_optimal: 51.1307 | reward_pref: 17.9043 | reward_npref: 12.1115
[     565 points] regret_avg: 33.7291 | regret_pref: 43.0000 | reward_optimal: 51.5035 | reward_pref: 17.7744 | reward_npref: 11.7090
[     570 points] regret_avg: 34.3116 | regret_pref: 44.0000 | reward_optimal: 51.8809 | reward_pref: 17.5693 | reward_npref: 11.5267
[     575 points] regret_avg: 34.6629 | regret_pref: 44.0000 | reward_optimal: 52.2148 | reward_pref: 17.5519 | reward_npref: 11.2340
[     580 points] regret_avg: 34.9552 | regret_pref: 45.0000 | reward_optimal: 52.8783 | reward_pref: 17.9231 | reward_npref: 11.6743
[     585 points] regret_avg: 35.1854 | regret_pref: 46.0000 | reward_optimal: 53.2043 | reward_pref: 18.0189 | reward_npref: 11.7828
[     590 points] regret_avg: 35.6312 | regret_pref: 47.0000 | reward_optimal: 53.7054 | reward_pref: 18.0742 | reward_npref: 11.8524
[     595 points] regret_avg: 35.9879 | regret_pref: 48.0000 | reward_optimal: 54.4863 | reward_pref: 18.4985 | reward_npref: 12.6334
[     600 points] regret_avg: 36.2342 | regret_pref: 48.0000 | reward_optimal: 54.9926 | reward_pref: 18.7584 | reward_npref: 12.7298
[     605 points] regret_avg: 36.6151 | regret_pref: 48.0000 | reward_optimal: 55.5692 | reward_pref: 18.9541 | reward_npref: 12.9236
[     610 points] regret_avg: 36.7757 | regret_pref: 48.0000 | reward_optimal: 55.9444 | reward_pref: 19.1687 | reward_npref: 13.0870
[     615 points] regret_avg: 37.0374 | regret_pref: 49.0000 | reward_optimal: 56.3994 | reward_pref: 19.3620 | reward_npref: 13.3411
[     620 points] regret_avg: 37.2551 | regret_pref: 49.0000 | reward_optimal: 56.7846 | reward_pref: 19.5295 | reward_npref: 13.1546
[     625 points] regret_avg: 37.7990 | regret_pref: 50.0000 | reward_optimal: 57.6331 | reward_pref: 19.8340 | reward_npref: 13.7568
[     630 points] regret_avg: 38.0665 | regret_pref: 51.0000 | reward_optimal: 58.1879 | reward_pref: 20.1214 | reward_npref: 14.2192
[     635 points] regret_avg: 38.2685 | regret_pref: 52.0000 | reward_optimal: 58.6654 | reward_pref: 20.3969 | reward_npref: 14.6443
[     640 points] regret_avg: 38.4904 | regret_pref: 52.0000 | reward_optimal: 59.1262 | reward_pref: 20.6358 | reward_npref: 14.7466
[     645 points] regret_avg: 38.5321 | regret_pref: 53.0000 | reward_optimal: 59.2823 | reward_pref: 20.7503 | reward_npref: 14.8674
[     650 points] regret_avg: 38.5321 | regret_pref: 53.0000 | reward_optimal: 59.7367 | reward_pref: 21.2046 | reward_npref: 15.1249
[     655 points] regret_avg: 38.7287 | regret_pref: 53.0000 | reward_optimal: 60.1780 | reward_pref: 21.4493 | reward_npref: 15.2899
[     660 points] regret_avg: 39.1184 | regret_pref: 54.0000 | reward_optimal: 60.7640 | reward_pref: 21.6456 | reward_npref: 15.4883
[     665 points] regret_avg: 39.3787 | regret_pref: 54.0000 | reward_optimal: 61.1539 | reward_pref: 21.7752 | reward_npref: 15.6036
[     670 points] regret_avg: 40.2415 | regret_pref: 55.0000 | reward_optimal: 61.5151 | reward_pref: 21.2736 | reward_npref: 15.2524
[     675 points] regret_avg: 40.8980 | regret_pref: 55.0000 | reward_optimal: 61.8343 | reward_pref: 20.9363 | reward_npref: 14.7950
[     680 points] regret_avg: 41.3894 | regret_pref: 55.0000 | reward_optimal: 62.1137 | reward_pref: 20.7243 | reward_npref: 14.4774
[     685 points] regret_avg: 41.8629 | regret_pref: 56.0000 | reward_optimal: 62.5205 | reward_pref: 20.6576 | reward_npref: 14.8842
[     690 points] regret_avg: 42.3390 | regret_pref: 56.0000 | reward_optimal: 62.9137 | reward_pref: 20.5747 | reward_npref: 14.7736
[     695 points] regret_avg: 42.6589 | regret_pref: 56.0000 | reward_optimal: 63.3019 | reward_pref: 20.6430 | reward_npref: 14.6850
[     700 points] regret_avg: 42.6589 | regret_pref: 56.0000 | reward_optimal: 63.7092 | reward_pref: 21.0503 | reward_npref: 14.5611
[     705 points] regret_avg: 42.8377 | regret_pref: 57.0000 | reward_optimal: 64.0471 | reward_pref: 21.2093 | reward_npref: 14.8990
[     710 points] regret_avg: 43.3167 | regret_pref: 57.0000 | reward_optimal: 64.3142 | reward_pref: 20.9975 | reward_npref: 14.6234
[     715 points] regret_avg: 43.6204 | regret_pref: 58.0000 | reward_optimal: 64.8371 | reward_pref: 21.2168 | reward_npref: 15.0325
[     720 points] regret_avg: 44.0122 | regret_pref: 58.0000 | reward_optimal: 65.0599 | reward_pref: 21.0478 | reward_npref: 14.6534
[     725 points] regret_avg: 44.7445 | regret_pref: 58.0000 | reward_optimal: 65.4914 | reward_pref: 20.7469 | reward_npref: 14.3009
[     730 points] regret_avg: 45.0739 | regret_pref: 58.0000 | reward_optimal: 65.8246 | reward_pref: 20.7507 | reward_npref: 14.0291
[     735 points] regret_avg: 45.2279 | regret_pref: 59.0000 | reward_optimal: 66.1554 | reward_pref: 20.9275 | reward_npref: 14.3415
[     740 points] regret_avg: 45.6428 | regret_pref: 60.0000 | reward_optimal: 66.7002 | reward_pref: 21.0575 | reward_npref: 14.6241
[     745 points] regret_avg: 46.0570 | regret_pref: 61.0000 | reward_optimal: 67.1405 | reward_pref: 21.0835 | reward_npref: 14.6945
[     750 points] regret_avg: 46.3413 | regret_pref: 61.0000 | reward_optimal: 67.5698 | reward_pref: 21.2285 | reward_npref: 14.7389
[     755 points] regret_avg: 46.5232 | regret_pref: 61.0000 | reward_optimal: 68.0999 | reward_pref: 21.5766 | reward_npref: 15.0580
[     760 points] regret_avg: 46.7856 | regret_pref: 61.0000 | reward_optimal: 68.4084 | reward_pref: 21.6228 | reward_npref: 15.0842
[     765 points] regret_avg: 47.2324 | regret_pref: 61.0000 | reward_optimal: 68.8320 | reward_pref: 21.5996 | reward_npref: 14.9315
[     770 points] regret_avg: 47.7429 | regret_pref: 62.0000 | reward_optimal: 69.0527 | reward_pref: 21.3098 | reward_npref: 14.6650
[     775 points] regret_avg: 47.7429 | regret_pref: 62.0000 | reward_optimal: 69.4772 | reward_pref: 21.7343 | reward_npref: 14.7982
[     780 points] regret_avg: 47.9421 | regret_pref: 62.0000 | reward_optimal: 69.8497 | reward_pref: 21.9076 | reward_npref: 14.9643
[     785 points] regret_avg: 48.5796 | regret_pref: 62.0000 | reward_optimal: 70.2919 | reward_pref: 21.7123 | reward_npref: 14.7287
[     790 points] regret_avg: 48.8371 | regret_pref: 63.0000 | reward_optimal: 70.6782 | reward_pref: 21.8411 | reward_npref: 14.9240
[     795 points] regret_avg: 49.2830 | regret_pref: 64.0000 | reward_optimal: 71.6289 | reward_pref: 22.3458 | reward_npref: 15.5926
[     800 points] regret_avg: 49.5384 | regret_pref: 64.0000 | reward_optimal: 72.0334 | reward_pref: 22.4950 | reward_npref: 15.4536
[     805 points] regret_avg: 49.5891 | regret_pref: 64.0000 | reward_optimal: 72.8882 | reward_pref: 23.2991 | reward_npref: 16.2072
[     810 points] regret_avg: 49.5891 | regret_pref: 64.0000 | reward_optimal: 73.7524 | reward_pref: 24.1634 | reward_npref: 16.6681
[     815 points] regret_avg: 49.8983 | regret_pref: 64.0000 | reward_optimal: 74.5319 | reward_pref: 24.6336 | reward_npref: 17.1339
[     820 points] regret_avg: 49.8983 | regret_pref: 64.0000 | reward_optimal: 74.9963 | reward_pref: 25.0980 | reward_npref: 17.2991
[     825 points] regret_avg: 49.9983 | regret_pref: 64.0000 | reward_optimal: 75.5975 | reward_pref: 25.5992 | reward_npref: 17.6183
[     830 points] regret_avg: 50.1704 | regret_pref: 65.0000 | reward_optimal: 76.0017 | reward_pref: 25.8313 | reward_npref: 18.0225
[     835 points] regret_avg: 50.5132 | regret_pref: 65.0000 | reward_optimal: 76.4293 | reward_pref: 25.9161 | reward_npref: 18.0868
[     840 points] regret_avg: 50.5618 | regret_pref: 65.0000 | reward_optimal: 76.8726 | reward_pref: 26.3109 | reward_npref: 18.3888
[     845 points] regret_avg: 50.6129 | regret_pref: 65.0000 | reward_optimal: 77.2224 | reward_pref: 26.6095 | reward_npref: 18.5735
[     850 points] regret_avg: 51.1239 | regret_pref: 66.0000 | reward_optimal: 77.4557 | reward_pref: 26.3318 | reward_npref: 18.5104
[     855 points] regret_avg: 51.4304 | regret_pref: 66.0000 | reward_optimal: 77.7113 | reward_pref: 26.2809 | reward_npref: 18.3773
[     860 points] regret_avg: 51.7939 | regret_pref: 67.0000 | reward_optimal: 78.1693 | reward_pref: 26.3754 | reward_npref: 18.5431
[     865 points] regret_avg: 51.7939 | regret_pref: 67.0000 | reward_optimal: 78.4838 | reward_pref: 26.6898 | reward_npref: 18.4674
[     870 points] regret_avg: 52.4044 | regret_pref: 68.0000 | reward_optimal: 78.9955 | reward_pref: 26.5911 | reward_npref: 18.4506
[     875 points] regret_avg: 52.6702 | regret_pref: 68.0000 | reward_optimal: 79.4158 | reward_pref: 26.7457 | reward_npref: 18.0440
[     880 points] regret_avg: 52.8744 | regret_pref: 68.0000 | reward_optimal: 79.8388 | reward_pref: 26.9644 | reward_npref: 18.2172
[     885 points] regret_avg: 53.1145 | regret_pref: 68.0000 | reward_optimal: 80.0571 | reward_pref: 26.9425 | reward_npref: 18.1162
[     890 points] regret_avg: 53.3404 | regret_pref: 69.0000 | reward_optimal: 80.5659 | reward_pref: 27.2255 | reward_npref: 18.4806
[     895 points] regret_avg: 53.6420 | regret_pref: 69.0000 | reward_optimal: 80.7828 | reward_pref: 27.1408 | reward_npref: 17.6761
[     900 points] regret_avg: 54.1453 | regret_pref: 70.0000 | reward_optimal: 81.0346 | reward_pref: 26.8893 | reward_npref: 17.5235
[     905 points] regret_avg: 54.4066 | regret_pref: 70.0000 | reward_optimal: 81.6342 | reward_pref: 27.2276 | reward_npref: 17.7848
[     910 points] regret_avg: 55.0119 | regret_pref: 70.0000 | reward_optimal: 81.9794 | reward_pref: 26.9675 | reward_npref: 17.4529
[     915 points] regret_avg: 55.1971 | regret_pref: 70.0000 | reward_optimal: 82.4325 | reward_pref: 27.2355 | reward_npref: 17.6411
[     920 points] regret_avg: 55.9189 | regret_pref: 71.0000 | reward_optimal: 82.9579 | reward_pref: 27.0390 | reward_npref: 17.4664
[     925 points] regret_avg: 56.2851 | regret_pref: 72.0000 | reward_optimal: 83.4427 | reward_pref: 27.1576 | reward_npref: 17.6076
[     930 points] regret_avg: 56.5008 | regret_pref: 73.0000 | reward_optimal: 83.8337 | reward_pref: 27.3329 | reward_npref: 17.9545
[     935 points] regret_avg: 57.2996 | regret_pref: 74.0000 | reward_optimal: 84.2138 | reward_pref: 26.9142 | reward_npref: 17.6647
[     940 points] regret_avg: 57.9251 | regret_pref: 75.0000 | reward_optimal: 84.7588 | reward_pref: 26.8337 | reward_npref: 17.7613
[     945 points] regret_avg: 58.2162 | regret_pref: 75.0000 | reward_optimal: 85.3138 | reward_pref: 27.0976 | reward_npref: 18.0244
[     950 points] regret_avg: 58.4041 | regret_pref: 76.0000 | reward_optimal: 85.6655 | reward_pref: 27.2614 | reward_npref: 18.2575
[     955 points] regret_avg: 59.5725 | regret_pref: 77.0000 | reward_optimal: 85.9653 | reward_pref: 26.3928 | reward_npref: 17.5034
[     960 points] regret_avg: 59.8092 | regret_pref: 78.0000 | reward_optimal: 86.1462 | reward_pref: 26.3370 | reward_npref: 17.6844
[     965 points] regret_avg: 60.2311 | regret_pref: 78.0000 | reward_optimal: 86.5484 | reward_pref: 26.3174 | reward_npref: 17.6217
[     970 points] regret_avg: 60.3571 | regret_pref: 79.0000 | reward_optimal: 87.0120 | reward_pref: 26.6549 | reward_npref: 18.0595
[     975 points] regret_avg: 60.6018 | regret_pref: 79.0000 | reward_optimal: 87.5655 | reward_pref: 26.9637 | reward_npref: 18.3411
[     980 points] regret_avg: 60.7826 | regret_pref: 79.0000 | reward_optimal: 87.9525 | reward_pref: 27.1699 | reward_npref: 18.5350
