[       5 points] regret_avg: 5.7616 | regret_pref: 0.0000 | reward_optimal: -0.0915 | reward_pref: -5.8531 | reward_npref: -8.1006
[     180 points] regret_avg: 137.7706 | regret_pref: 14.0000 | reward_optimal: 97.5393 | reward_pref: -40.2313 | reward_npref: -52.9879
[     185 points] regret_avg: 141.7633 | regret_pref: 15.0000 | reward_optimal: 97.5810 | reward_pref: -44.1823 | reward_npref: -53.9848
[     190 points] regret_avg: 144.8696 | regret_pref: 16.0000 | reward_optimal: 97.9183 | reward_pref: -46.9512 | reward_npref: -54.0787
[     195 points] regret_avg: 146.9588 | regret_pref: 17.0000 | reward_optimal: 100.9857 | reward_pref: -45.9731 | reward_npref: -51.5629
[     200 points] regret_avg: 147.6636 | regret_pref: 17.0000 | reward_optimal: 102.4606 | reward_pref: -45.2030 | reward_npref: -50.8391
[     205 points] regret_avg: 153.5310 | regret_pref: 18.0000 | reward_optimal: 109.6491 | reward_pref: -43.8819 | reward_npref: -48.0204
[     210 points] regret_avg: 153.5310 | regret_pref: 18.0000 | reward_optimal: 109.8752 | reward_pref: -43.6558 | reward_npref: -48.8996
[     215 points] regret_avg: 156.2671 | regret_pref: 18.0000 | reward_optimal: 124.5091 | reward_pref: -31.7579 | reward_npref: -46.9245
[     220 points] regret_avg: 158.1092 | regret_pref: 18.0000 | reward_optimal: 130.4893 | reward_pref: -27.6200 | reward_npref: -45.2994
[     225 points] regret_avg: 158.1092 | regret_pref: 18.0000 | reward_optimal: 141.6680 | reward_pref: -16.4412 | reward_npref: -39.6464
[     230 points] regret_avg: 158.5097 | regret_pref: 19.0000 | reward_optimal: 142.7369 | reward_pref: -15.7728 | reward_npref: -38.8125
[     235 points] regret_avg: 158.5097 | regret_pref: 19.0000 | reward_optimal: 142.0321 | reward_pref: -16.4776 | reward_npref: -48.4394
[     240 points] regret_avg: 159.4848 | regret_pref: 20.0000 | reward_optimal: 145.3024 | reward_pref: -14.1824 | reward_npref: -45.3655
[     245 points] regret_avg: 159.5875 | regret_pref: 21.0000 | reward_optimal: 145.8794 | reward_pref: -13.7082 | reward_npref: -44.8230
[     250 points] regret_avg: 163.9456 | regret_pref: 21.0000 | reward_optimal: 155.9689 | reward_pref: -7.9767 | reward_npref: -42.1275
[     255 points] regret_avg: 169.2737 | regret_pref: 22.0000 | reward_optimal: 156.5232 | reward_pref: -12.7505 | reward_npref: -43.3866
[     260 points] regret_avg: 172.7273 | regret_pref: 22.0000 | reward_optimal: 156.7274 | reward_pref: -15.9999 | reward_npref: -48.5839
[     265 points] regret_avg: 174.7806 | regret_pref: 22.0000 | reward_optimal: 156.0309 | reward_pref: -18.7497 | reward_npref: -55.1573
[     270 points] regret_avg: 174.7806 | regret_pref: 22.0000 | reward_optimal: 158.7898 | reward_pref: -15.9907 | reward_npref: -54.3440
[     275 points] regret_avg: 182.3126 | regret_pref: 23.0000 | reward_optimal: 158.9062 | reward_pref: -23.4064 | reward_npref: -59.4143
[     280 points] regret_avg: 183.0982 | regret_pref: 24.0000 | reward_optimal: 159.9664 | reward_pref: -23.1318 | reward_npref: -59.0816
[     285 points] regret_avg: 187.0658 | regret_pref: 24.0000 | reward_optimal: 160.0260 | reward_pref: -27.0398 | reward_npref: -69.7823
[     290 points] regret_avg: 195.7279 | regret_pref: 25.0000 | reward_optimal: 159.7350 | reward_pref: -35.9929 | reward_npref: -76.4748
[     295 points] regret_avg: 197.0361 | regret_pref: 26.0000 | reward_optimal: 160.1924 | reward_pref: -36.8436 | reward_npref: -76.7001
[     300 points] regret_avg: 197.4891 | regret_pref: 27.0000 | reward_optimal: 160.5003 | reward_pref: -36.9888 | reward_npref: -76.3922
[     305 points] regret_avg: 201.4432 | regret_pref: 27.0000 | reward_optimal: 176.3376 | reward_pref: -25.1055 | reward_npref: -67.4727
[     310 points] regret_avg: 203.6982 | regret_pref: 28.0000 | reward_optimal: 176.5617 | reward_pref: -27.1365 | reward_npref: -69.2661
[     315 points] regret_avg: 204.2561 | regret_pref: 28.0000 | reward_optimal: 178.8882 | reward_pref: -25.3679 | reward_npref: -68.6545
[     320 points] regret_avg: 205.3576 | regret_pref: 28.0000 | reward_optimal: 179.4325 | reward_pref: -25.9251 | reward_npref: -72.4735
[     325 points] regret_avg: 206.2115 | regret_pref: 29.0000 | reward_optimal: 184.1197 | reward_pref: -22.0919 | reward_npref: -68.3563
[     330 points] regret_avg: 206.2115 | regret_pref: 29.0000 | reward_optimal: 184.4193 | reward_pref: -21.7923 | reward_npref: -74.4223
[     335 points] regret_avg: 210.1985 | regret_pref: 29.0000 | reward_optimal: 195.1345 | reward_pref: -15.0640 | reward_npref: -72.2484
[     340 points] regret_avg: 210.5241 | regret_pref: 30.0000 | reward_optimal: 195.7434 | reward_pref: -14.7807 | reward_npref: -71.9134
[     345 points] regret_avg: 210.5241 | regret_pref: 30.0000 | reward_optimal: 206.8847 | reward_pref: -3.6394 | reward_npref: -70.5799
[     350 points] regret_avg: 212.8489 | regret_pref: 31.0000 | reward_optimal: 210.3843 | reward_pref: -2.4646 | reward_npref: -68.9379
[     355 points] regret_avg: 215.0001 | regret_pref: 31.0000 | reward_optimal: 210.7173 | reward_pref: -4.2828 | reward_npref: -75.4650
[     360 points] regret_avg: 216.9404 | regret_pref: 32.0000 | reward_optimal: 211.5162 | reward_pref: -5.4242 | reward_npref: -76.4000
[     365 points] regret_avg: 220.7809 | regret_pref: 32.0000 | reward_optimal: 211.7370 | reward_pref: -9.0439 | reward_npref: -80.3929
[     370 points] regret_avg: 223.9297 | regret_pref: 32.0000 | reward_optimal: 218.1816 | reward_pref: -5.7481 | reward_npref: -79.2014
[     375 points] regret_avg: 224.6086 | regret_pref: 32.0000 | reward_optimal: 221.9330 | reward_pref: -2.6756 | reward_npref: -76.5774
[     380 points] regret_avg: 235.0803 | regret_pref: 32.0000 | reward_optimal: 234.2599 | reward_pref: -0.8204 | reward_npref: -75.1709
[     385 points] regret_avg: 239.7176 | regret_pref: 32.0000 | reward_optimal: 233.9579 | reward_pref: -5.7598 | reward_npref: -84.3414
[     390 points] regret_avg: 244.7558 | regret_pref: 32.0000 | reward_optimal: 244.1655 | reward_pref: -0.5902 | reward_npref: -80.4131
[     395 points] regret_avg: 244.7558 | regret_pref: 32.0000 | reward_optimal: 253.2951 | reward_pref: 8.5394 | reward_npref: -78.9948
[     400 points] regret_avg: 245.3188 | regret_pref: 33.0000 | reward_optimal: 253.5029 | reward_pref: 8.1841 | reward_npref: -79.2741
[     405 points] regret_avg: 246.3422 | regret_pref: 33.0000 | reward_optimal: 261.7982 | reward_pref: 15.4559 | reward_npref: -74.0406
[     410 points] regret_avg: 247.1397 | regret_pref: 33.0000 | reward_optimal: 262.3913 | reward_pref: 15.2516 | reward_npref: -74.2890
[     415 points] regret_avg: 251.6264 | regret_pref: 33.0000 | reward_optimal: 262.5892 | reward_pref: 10.9628 | reward_npref: -80.0516
[     420 points] regret_avg: 253.0568 | regret_pref: 34.0000 | reward_optimal: 263.5389 | reward_pref: 10.4821 | reward_npref: -79.9748
[     425 points] regret_avg: 257.4214 | regret_pref: 34.0000 | reward_optimal: 263.3127 | reward_pref: 5.8913 | reward_npref: -86.9381
[     430 points] regret_avg: 258.4105 | regret_pref: 34.0000 | reward_optimal: 279.1524 | reward_pref: 20.7419 | reward_npref: -83.9302
[     435 points] regret_avg: 261.8127 | regret_pref: 35.0000 | reward_optimal: 283.6322 | reward_pref: 21.8195 | reward_npref: -79.9980
[     440 points] regret_avg: 267.2277 | regret_pref: 35.0000 | reward_optimal: 294.5803 | reward_pref: 27.3526 | reward_npref: -75.8022
[     445 points] regret_avg: 267.2277 | regret_pref: 35.0000 | reward_optimal: 294.9208 | reward_pref: 27.6932 | reward_npref: -76.9593
[     450 points] regret_avg: 267.4318 | regret_pref: 35.0000 | reward_optimal: 298.2934 | reward_pref: 30.8616 | reward_npref: -73.9944
[     455 points] regret_avg: 267.9323 | regret_pref: 35.0000 | reward_optimal: 302.3833 | reward_pref: 34.4510 | reward_npref: -73.1676
[     460 points] regret_avg: 273.8075 | regret_pref: 35.0000 | reward_optimal: 318.0750 | reward_pref: 44.2675 | reward_npref: -64.3296
[     465 points] regret_avg: 278.2641 | regret_pref: 35.0000 | reward_optimal: 318.0977 | reward_pref: 39.8336 | reward_npref: -73.3410
[     470 points] regret_avg: 283.9926 | regret_pref: 36.0000 | reward_optimal: 329.6780 | reward_pref: 45.6854 | reward_npref: -66.0632
[     475 points] regret_avg: 285.7793 | regret_pref: 36.0000 | reward_optimal: 329.7167 | reward_pref: 43.9373 | reward_npref: -69.2251
[     480 points] regret_avg: 286.2648 | regret_pref: 36.0000 | reward_optimal: 330.6581 | reward_pref: 44.3933 | reward_npref: -68.8401
[     485 points] regret_avg: 289.7156 | regret_pref: 37.0000 | reward_optimal: 330.9864 | reward_pref: 41.2708 | reward_npref: -69.2785
[     490 points] regret_avg: 292.3712 | regret_pref: 38.0000 | reward_optimal: 334.7165 | reward_pref: 42.3454 | reward_npref: -66.9102
[     495 points] regret_avg: 296.4628 | regret_pref: 39.0000 | reward_optimal: 340.8993 | reward_pref: 44.4365 | reward_npref: -63.3655
[     500 points] regret_avg: 298.6877 | regret_pref: 39.0000 | reward_optimal: 345.4608 | reward_pref: 46.7731 | reward_npref: -61.5696
[     505 points] regret_avg: 302.3076 | regret_pref: 40.0000 | reward_optimal: 345.5868 | reward_pref: 43.2791 | reward_npref: -63.2445
[     510 points] regret_avg: 303.4811 | regret_pref: 41.0000 | reward_optimal: 347.2907 | reward_pref: 43.8096 | reward_npref: -61.9430
[     515 points] regret_avg: 305.2387 | regret_pref: 41.0000 | reward_optimal: 361.4101 | reward_pref: 56.1715 | reward_npref: -60.6230
[     520 points] regret_avg: 316.9902 | regret_pref: 42.0000 | reward_optimal: 360.6866 | reward_pref: 43.6964 | reward_npref: -69.2459
[     525 points] regret_avg: 316.9902 | regret_pref: 42.0000 | reward_optimal: 360.1781 | reward_pref: 43.1878 | reward_npref: -81.7571
[     530 points] regret_avg: 319.3686 | regret_pref: 43.0000 | reward_optimal: 363.8909 | reward_pref: 44.5223 | reward_npref: -78.4923
[     535 points] regret_avg: 320.3288 | regret_pref: 44.0000 | reward_optimal: 364.8750 | reward_pref: 44.5462 | reward_npref: -78.4380
[     540 points] regret_avg: 321.9644 | regret_pref: 44.0000 | reward_optimal: 373.6867 | reward_pref: 51.7224 | reward_npref: -76.0857
[     545 points] regret_avg: 325.7860 | regret_pref: 44.0000 | reward_optimal: 374.0577 | reward_pref: 48.2718 | reward_npref: -81.3466
[     550 points] regret_avg: 326.3556 | regret_pref: 44.0000 | reward_optimal: 375.1558 | reward_pref: 48.8002 | reward_npref: -81.0070
[     555 points] regret_avg: 327.8181 | regret_pref: 44.0000 | reward_optimal: 375.3552 | reward_pref: 47.5371 | reward_npref: -83.3793
[     560 points] regret_avg: 328.6745 | regret_pref: 44.0000 | reward_optimal: 389.1186 | reward_pref: 60.4441 | reward_npref: -74.7486
[     565 points] regret_avg: 331.4954 | regret_pref: 45.0000 | reward_optimal: 395.7093 | reward_pref: 64.2139 | reward_npref: -69.7756
[     570 points] regret_avg: 332.3102 | regret_pref: 45.0000 | reward_optimal: 396.0170 | reward_pref: 63.7068 | reward_npref: -75.4463
[     575 points] regret_avg: 333.8440 | regret_pref: 45.0000 | reward_optimal: 408.3648 | reward_pref: 74.5209 | reward_npref: -74.0940
[     580 points] regret_avg: 345.1519 | regret_pref: 45.0000 | reward_optimal: 407.8663 | reward_pref: 62.7145 | reward_npref: -88.6382
[     585 points] regret_avg: 345.1519 | regret_pref: 45.0000 | reward_optimal: 419.9477 | reward_pref: 74.7958 | reward_npref: -85.4652
[     590 points] regret_avg: 345.1519 | regret_pref: 45.0000 | reward_optimal: 429.6737 | reward_pref: 84.5218 | reward_npref: -84.2470
[     595 points] regret_avg: 348.9169 | regret_pref: 45.0000 | reward_optimal: 430.0331 | reward_pref: 81.1163 | reward_npref: -90.2246
[     600 points] regret_avg: 352.5321 | regret_pref: 45.0000 | reward_optimal: 439.7626 | reward_pref: 87.2305 | reward_npref: -89.0718
[     605 points] regret_avg: 357.1209 | regret_pref: 46.0000 | reward_optimal: 445.7642 | reward_pref: 88.6432 | reward_npref: -84.9028
[     610 points] regret_avg: 361.7737 | regret_pref: 46.0000 | reward_optimal: 460.7049 | reward_pref: 98.9312 | reward_npref: -82.8690
[     615 points] regret_avg: 362.8086 | regret_pref: 46.0000 | reward_optimal: 461.2485 | reward_pref: 98.4399 | reward_npref: -84.5206
[     620 points] regret_avg: 368.3893 | regret_pref: 46.0000 | reward_optimal: 461.1223 | reward_pref: 92.7330 | reward_npref: -96.0463
[     625 points] regret_avg: 371.3893 | regret_pref: 46.0000 | reward_optimal: 469.2620 | reward_pref: 97.8727 | reward_npref: -94.6058
[     630 points] regret_avg: 373.5727 | regret_pref: 46.0000 | reward_optimal: 469.4528 | reward_pref: 95.8801 | reward_npref: -102.1703
[     635 points] regret_avg: 377.0651 | regret_pref: 46.0000 | reward_optimal: 480.7340 | reward_pref: 103.6689 | reward_npref: -100.4216
[     640 points] regret_avg: 377.2795 | regret_pref: 47.0000 | reward_optimal: 481.6342 | reward_pref: 104.3547 | reward_npref: -99.5725
[     645 points] regret_avg: 377.7477 | regret_pref: 48.0000 | reward_optimal: 482.3258 | reward_pref: 104.5781 | reward_npref: -98.9627
[     650 points] regret_avg: 381.3638 | regret_pref: 49.0000 | reward_optimal: 482.4379 | reward_pref: 101.0741 | reward_npref: -102.0101
[     655 points] regret_avg: 381.8891 | regret_pref: 49.0000 | reward_optimal: 490.9389 | reward_pref: 109.0499 | reward_npref: -98.2045
[     660 points] regret_avg: 383.7529 | regret_pref: 50.0000 | reward_optimal: 493.6754 | reward_pref: 109.9225 | reward_npref: -95.7966
[     665 points] regret_avg: 392.3846 | regret_pref: 50.0000 | reward_optimal: 493.1078 | reward_pref: 100.7232 | reward_npref: -108.7000
[     670 points] regret_avg: 393.1274 | regret_pref: 51.0000 | reward_optimal: 494.5651 | reward_pref: 101.4377 | reward_npref: -107.9090
[     675 points] regret_avg: 393.2930 | regret_pref: 51.0000 | reward_optimal: 497.2769 | reward_pref: 103.9839 | reward_npref: -106.0216
[     680 points] regret_avg: 393.9531 | regret_pref: 51.0000 | reward_optimal: 500.9327 | reward_pref: 106.9795 | reward_npref: -104.5118
[     685 points] regret_avg: 393.9531 | regret_pref: 51.0000 | reward_optimal: 505.7732 | reward_pref: 111.8201 | reward_npref: -100.8527
[     690 points] regret_avg: 395.2308 | regret_pref: 51.0000 | reward_optimal: 506.1055 | reward_pref: 110.8747 | reward_npref: -103.0442
[     695 points] regret_avg: 396.8793 | regret_pref: 52.0000 | reward_optimal: 510.6415 | reward_pref: 113.7622 | reward_npref: -99.0607
[     700 points] regret_avg: 402.5984 | regret_pref: 53.0000 | reward_optimal: 517.9357 | reward_pref: 115.3373 | reward_npref: -95.7951
[     705 points] regret_avg: 403.2541 | regret_pref: 53.0000 | reward_optimal: 518.4540 | reward_pref: 115.1999 | reward_npref: -96.5245
[     710 points] regret_avg: 406.3264 | regret_pref: 54.0000 | reward_optimal: 518.8857 | reward_pref: 112.5593 | reward_npref: -98.9834
[     715 points] regret_avg: 407.9958 | regret_pref: 54.0000 | reward_optimal: 519.0482 | reward_pref: 111.0524 | reward_npref: -102.2129
[     720 points] regret_avg: 408.9208 | regret_pref: 55.0000 | reward_optimal: 520.0792 | reward_pref: 111.1584 | reward_npref: -101.9588
[     725 points] regret_avg: 409.3933 | regret_pref: 56.0000 | reward_optimal: 521.3376 | reward_pref: 111.9444 | reward_npref: -101.0444
[     730 points] regret_avg: 411.3076 | regret_pref: 56.0000 | reward_optimal: 521.9111 | reward_pref: 110.6034 | reward_npref: -103.1342
[     735 points] regret_avg: 413.0819 | regret_pref: 56.0000 | reward_optimal: 522.8060 | reward_pref: 109.7241 | reward_npref: -105.5260
[     740 points] regret_avg: 415.3031 | regret_pref: 56.0000 | reward_optimal: 523.1487 | reward_pref: 107.8456 | reward_npref: -112.2685
[     745 points] regret_avg: 423.0302 | regret_pref: 56.0000 | reward_optimal: 522.8378 | reward_pref: 99.8076 | reward_npref: -125.1779
[     750 points] regret_avg: 423.5074 | regret_pref: 56.0000 | reward_optimal: 523.6893 | reward_pref: 100.1818 | reward_npref: -125.6341
[     755 points] regret_avg: 426.1821 | regret_pref: 57.0000 | reward_optimal: 524.6838 | reward_pref: 98.5017 | reward_npref: -126.3707
[     760 points] regret_avg: 430.6326 | regret_pref: 58.0000 | reward_optimal: 530.2401 | reward_pref: 99.6074 | reward_npref: -122.8471
[     765 points] regret_avg: 432.4002 | regret_pref: 58.0000 | reward_optimal: 544.4671 | reward_pref: 112.0669 | reward_npref: -121.3173
[     770 points] regret_avg: 432.4002 | regret_pref: 58.0000 | reward_optimal: 545.1451 | reward_pref: 112.7448 | reward_npref: -121.8915
[     775 points] regret_avg: 432.4002 | regret_pref: 58.0000 | reward_optimal: 545.3331 | reward_pref: 112.9329 | reward_npref: -123.3947
[     780 points] regret_avg: 435.5753 | regret_pref: 58.0000 | reward_optimal: 545.9183 | reward_pref: 110.3429 | reward_npref: -126.4808
[     785 points] regret_avg: 437.4225 | regret_pref: 58.0000 | reward_optimal: 546.7153 | reward_pref: 109.2929 | reward_npref: -127.8178
[     790 points] regret_avg: 438.7651 | regret_pref: 58.0000 | reward_optimal: 547.2380 | reward_pref: 108.4729 | reward_npref: -129.2095
[     795 points] regret_avg: 441.4449 | regret_pref: 58.0000 | reward_optimal: 547.7253 | reward_pref: 106.2804 | reward_npref: -131.5782
[     800 points] regret_avg: 445.1068 | regret_pref: 58.0000 | reward_optimal: 547.5985 | reward_pref: 102.4917 | reward_npref: -141.7200
[     805 points] regret_avg: 446.6050 | regret_pref: 58.0000 | reward_optimal: 550.2213 | reward_pref: 103.6163 | reward_npref: -140.8334
[     810 points] regret_avg: 446.6050 | regret_pref: 58.0000 | reward_optimal: 550.7190 | reward_pref: 104.1141 | reward_npref: -144.7164
[     815 points] regret_avg: 447.2795 | regret_pref: 58.0000 | reward_optimal: 553.5264 | reward_pref: 106.2469 | reward_npref: -142.9162
[     820 points] regret_avg: 449.0018 | regret_pref: 58.0000 | reward_optimal: 567.3942 | reward_pref: 118.3924 | reward_npref: -133.3499
[     825 points] regret_avg: 456.0048 | regret_pref: 59.0000 | reward_optimal: 577.8395 | reward_pref: 121.8347 | reward_npref: -128.0347
[     830 points] regret_avg: 459.7199 | regret_pref: 59.0000 | reward_optimal: 578.1105 | reward_pref: 118.3906 | reward_npref: -133.0648
[     835 points] regret_avg: 461.0169 | regret_pref: 60.0000 | reward_optimal: 582.4046 | reward_pref: 121.3876 | reward_npref: -129.0316
[     840 points] regret_avg: 462.0914 | regret_pref: 60.0000 | reward_optimal: 586.0349 | reward_pref: 123.9435 | reward_npref: -127.9618
[     845 points] regret_avg: 471.7119 | regret_pref: 61.0000 | reward_optimal: 586.0833 | reward_pref: 114.3713 | reward_npref: -135.2928
[     850 points] regret_avg: 472.2973 | regret_pref: 62.0000 | reward_optimal: 587.2257 | reward_pref: 114.9283 | reward_npref: -134.2849
[     855 points] regret_avg: 475.1172 | regret_pref: 62.0000 | reward_optimal: 596.4164 | reward_pref: 121.2993 | reward_npref: -132.6242
[     860 points] regret_avg: 481.0609 | regret_pref: 62.0000 | reward_optimal: 596.9602 | reward_pref: 115.8993 | reward_npref: -138.5851
[     865 points] regret_avg: 485.4297 | regret_pref: 63.0000 | reward_optimal: 597.3367 | reward_pref: 111.9070 | reward_npref: -139.1662
[     870 points] regret_avg: 488.4535 | regret_pref: 64.0000 | reward_optimal: 597.1337 | reward_pref: 108.6802 | reward_npref: -141.4924
[     875 points] regret_avg: 500.1051 | regret_pref: 65.0000 | reward_optimal: 614.2705 | reward_pref: 114.1654 | reward_npref: -132.8565
[     880 points] regret_avg: 502.4606 | regret_pref: 65.0000 | reward_optimal: 614.9955 | reward_pref: 112.5349 | reward_npref: -136.3271
[     885 points] regret_avg: 502.8463 | regret_pref: 66.0000 | reward_optimal: 615.8867 | reward_pref: 113.0404 | reward_npref: -135.7909
[     890 points] regret_avg: 502.8463 | regret_pref: 66.0000 | reward_optimal: 615.1810 | reward_pref: 112.3347 | reward_npref: -149.3151
[     895 points] regret_avg: 502.8463 | regret_pref: 66.0000 | reward_optimal: 616.2294 | reward_pref: 113.3831 | reward_npref: -148.9873
[     900 points] regret_avg: 503.4791 | regret_pref: 66.0000 | reward_optimal: 626.4676 | reward_pref: 122.9885 | reward_npref: -142.5347
[     905 points] regret_avg: 506.6685 | regret_pref: 66.0000 | reward_optimal: 626.6837 | reward_pref: 120.0152 | reward_npref: -150.0056
[     910 points] regret_avg: 508.5447 | regret_pref: 66.0000 | reward_optimal: 634.2887 | reward_pref: 125.7439 | reward_npref: -148.7178
[     915 points] regret_avg: 517.7694 | regret_pref: 66.0000 | reward_optimal: 634.3599 | reward_pref: 116.5905 | reward_npref: -162.0954
[     920 points] regret_avg: 519.8268 | regret_pref: 66.0000 | reward_optimal: 635.2083 | reward_pref: 115.3815 | reward_npref: -163.6139
[     925 points] regret_avg: 522.7024 | regret_pref: 67.0000 | reward_optimal: 635.9755 | reward_pref: 113.2732 | reward_npref: -165.3728
[     930 points] regret_avg: 523.9890 | regret_pref: 68.0000 | reward_optimal: 636.6501 | reward_pref: 112.6611 | reward_npref: -165.4145
[     935 points] regret_avg: 527.6453 | regret_pref: 69.0000 | reward_optimal: 637.0529 | reward_pref: 109.4076 | reward_npref: -167.9185
[     940 points] regret_avg: 536.0326 | regret_pref: 69.0000 | reward_optimal: 656.3004 | reward_pref: 120.2678 | reward_npref: -161.8242
[     945 points] regret_avg: 536.0326 | regret_pref: 69.0000 | reward_optimal: 661.8107 | reward_pref: 125.7781 | reward_npref: -157.3189
[     950 points] regret_avg: 536.8779 | regret_pref: 70.0000 | reward_optimal: 662.7336 | reward_pref: 125.8556 | reward_npref: -157.0863
[     955 points] regret_avg: 538.3939 | regret_pref: 70.0000 | reward_optimal: 674.9836 | reward_pref: 136.5897 | reward_npref: -153.0935
[     960 points] regret_avg: 542.8221 | regret_pref: 70.0000 | reward_optimal: 685.2852 | reward_pref: 142.4630 | reward_npref: -147.8456
[     965 points] regret_avg: 546.3298 | regret_pref: 70.0000 | reward_optimal: 704.0719 | reward_pref: 157.7421 | reward_npref: -139.5608
[     970 points] regret_avg: 551.5625 | regret_pref: 70.0000 | reward_optimal: 704.9088 | reward_pref: 153.3463 | reward_npref: -144.2594
[     975 points] regret_avg: 553.9222 | regret_pref: 70.0000 | reward_optimal: 711.3329 | reward_pref: 157.4106 | reward_npref: -141.3554
[     980 points] regret_avg: 553.9222 | regret_pref: 70.0000 | reward_optimal: 716.5366 | reward_pref: 162.6144 | reward_npref: -139.2450
