[       5 points] regret_avg: 0.1518 | regret_pref: 1.0000 | reward_optimal: 0.3336 | reward_pref: 0.1818 | reward_npref: 0.1926
[      95 points] regret_avg: 5.4773 | regret_pref: 7.0000 | reward_optimal: 7.4500 | reward_pref: 1.9727 | reward_npref: -0.2383
[     100 points] regret_avg: 5.4773 | regret_pref: 7.0000 | reward_optimal: 7.7314 | reward_pref: 2.2541 | reward_npref: -0.5611
[     105 points] regret_avg: 5.9606 | regret_pref: 7.0000 | reward_optimal: 9.0641 | reward_pref: 3.1035 | reward_npref: -0.2613
[     110 points] regret_avg: 6.1707 | regret_pref: 8.0000 | reward_optimal: 9.4115 | reward_pref: 3.2409 | reward_npref: -0.0671
[     115 points] regret_avg: 6.2324 | regret_pref: 8.0000 | reward_optimal: 9.7375 | reward_pref: 3.5051 | reward_npref: 0.0823
[     120 points] regret_avg: 6.6549 | regret_pref: 8.0000 | reward_optimal: 10.0091 | reward_pref: 3.3542 | reward_npref: -0.1048
[     125 points] regret_avg: 6.7626 | regret_pref: 8.0000 | reward_optimal: 10.4884 | reward_pref: 3.7257 | reward_npref: 0.2556
[     130 points] regret_avg: 7.2737 | regret_pref: 9.0000 | reward_optimal: 10.7930 | reward_pref: 3.5192 | reward_npref: 0.2787
[     135 points] regret_avg: 7.8179 | regret_pref: 10.0000 | reward_optimal: 11.1223 | reward_pref: 3.3044 | reward_npref: 0.2245
[     140 points] regret_avg: 7.8179 | regret_pref: 10.0000 | reward_optimal: 11.5465 | reward_pref: 3.7286 | reward_npref: 0.4906
[     145 points] regret_avg: 8.6829 | regret_pref: 10.0000 | reward_optimal: 11.8998 | reward_pref: 3.2168 | reward_npref: -0.0878
[     150 points] regret_avg: 9.5000 | regret_pref: 10.0000 | reward_optimal: 12.1144 | reward_pref: 2.6144 | reward_npref: -1.1853
[     155 points] regret_avg: 9.9020 | regret_pref: 10.0000 | reward_optimal: 13.7469 | reward_pref: 3.8449 | reward_npref: -0.8991
[     160 points] regret_avg: 10.6096 | regret_pref: 11.0000 | reward_optimal: 14.1598 | reward_pref: 3.5502 | reward_npref: -0.9661
[     165 points] regret_avg: 11.1158 | regret_pref: 11.0000 | reward_optimal: 14.5985 | reward_pref: 3.4826 | reward_npref: -1.1011
[     170 points] regret_avg: 11.3833 | regret_pref: 12.0000 | reward_optimal: 15.0575 | reward_pref: 3.6742 | reward_npref: -0.9089
[     175 points] regret_avg: 12.2492 | regret_pref: 12.0000 | reward_optimal: 15.2134 | reward_pref: 2.9642 | reward_npref: -1.7428
[     180 points] regret_avg: 12.4592 | regret_pref: 12.0000 | reward_optimal: 15.4598 | reward_pref: 3.0006 | reward_npref: -1.7751
[     185 points] regret_avg: 12.6976 | regret_pref: 12.0000 | reward_optimal: 15.9399 | reward_pref: 3.2423 | reward_npref: -1.5543
[     190 points] regret_avg: 13.0651 | regret_pref: 13.0000 | reward_optimal: 16.4148 | reward_pref: 3.3497 | reward_npref: -1.3797
[     195 points] regret_avg: 13.1081 | regret_pref: 13.0000 | reward_optimal: 16.8791 | reward_pref: 3.7711 | reward_npref: -1.1613
[     200 points] regret_avg: 13.5097 | regret_pref: 14.0000 | reward_optimal: 17.5527 | reward_pref: 4.0431 | reward_npref: -0.8600
[     205 points] regret_avg: 13.6522 | regret_pref: 15.0000 | reward_optimal: 18.3589 | reward_pref: 4.7067 | reward_npref: -0.1015
[     210 points] regret_avg: 14.3731 | regret_pref: 16.0000 | reward_optimal: 18.6492 | reward_pref: 4.2762 | reward_npref: -0.4037
[     215 points] regret_avg: 15.1687 | regret_pref: 17.0000 | reward_optimal: 19.9261 | reward_pref: 4.7574 | reward_npref: 0.4189
[     220 points] regret_avg: 15.2148 | regret_pref: 17.0000 | reward_optimal: 20.7134 | reward_pref: 5.4986 | reward_npref: 0.8083
[     225 points] regret_avg: 15.2384 | regret_pref: 17.0000 | reward_optimal: 20.9920 | reward_pref: 5.7537 | reward_npref: 0.9605
[     230 points] regret_avg: 15.5740 | regret_pref: 17.0000 | reward_optimal: 22.8150 | reward_pref: 7.2410 | reward_npref: 2.0040
[     235 points] regret_avg: 15.9258 | regret_pref: 18.0000 | reward_optimal: 23.1493 | reward_pref: 7.2235 | reward_npref: 2.3383
[     240 points] regret_avg: 15.9258 | regret_pref: 18.0000 | reward_optimal: 23.4523 | reward_pref: 7.5265 | reward_npref: 2.2449
[     245 points] regret_avg: 16.0858 | regret_pref: 18.0000 | reward_optimal: 23.7406 | reward_pref: 7.6548 | reward_npref: 2.3606
[     250 points] regret_avg: 16.2985 | regret_pref: 18.0000 | reward_optimal: 24.0574 | reward_pref: 7.7590 | reward_npref: 2.2503
[     255 points] regret_avg: 16.7997 | regret_pref: 19.0000 | reward_optimal: 24.5817 | reward_pref: 7.7821 | reward_npref: 2.7746
[     260 points] regret_avg: 17.4606 | regret_pref: 19.0000 | reward_optimal: 24.7195 | reward_pref: 7.2589 | reward_npref: 1.6525
[     265 points] regret_avg: 17.9172 | regret_pref: 19.0000 | reward_optimal: 24.9386 | reward_pref: 7.0214 | reward_npref: 1.1628
[     270 points] regret_avg: 18.5418 | regret_pref: 20.0000 | reward_optimal: 25.2955 | reward_pref: 6.7537 | reward_npref: 1.0694
[     275 points] regret_avg: 18.6482 | regret_pref: 20.0000 | reward_optimal: 26.1691 | reward_pref: 7.5209 | reward_npref: 1.2881
[     280 points] regret_avg: 18.6482 | regret_pref: 20.0000 | reward_optimal: 26.5071 | reward_pref: 7.8590 | reward_npref: 0.9039
[     285 points] regret_avg: 18.7944 | regret_pref: 20.0000 | reward_optimal: 27.1550 | reward_pref: 8.3606 | reward_npref: 1.3011
[     290 points] regret_avg: 19.6903 | regret_pref: 20.0000 | reward_optimal: 27.3293 | reward_pref: 7.6390 | reward_npref: 0.2872
[     295 points] regret_avg: 20.1174 | regret_pref: 20.0000 | reward_optimal: 27.6242 | reward_pref: 7.5068 | reward_npref: -0.2881
[     300 points] regret_avg: 20.7550 | regret_pref: 21.0000 | reward_optimal: 28.5176 | reward_pref: 7.7626 | reward_npref: 0.0440
[     305 points] regret_avg: 20.9352 | regret_pref: 21.0000 | reward_optimal: 29.9941 | reward_pref: 9.0589 | reward_npref: 0.4036
[     310 points] regret_avg: 20.9352 | regret_pref: 21.0000 | reward_optimal: 30.1319 | reward_pref: 9.1967 | reward_npref: 0.3207
[     315 points] regret_avg: 21.1744 | regret_pref: 21.0000 | reward_optimal: 31.1432 | reward_pref: 9.9688 | reward_npref: 0.8063
[     320 points] regret_avg: 21.4800 | regret_pref: 22.0000 | reward_optimal: 31.5209 | reward_pref: 10.0408 | reward_npref: 0.9137
[     325 points] regret_avg: 22.2592 | regret_pref: 22.0000 | reward_optimal: 31.6555 | reward_pref: 9.3963 | reward_npref: 0.0957
[     330 points] regret_avg: 22.2592 | regret_pref: 22.0000 | reward_optimal: 32.0753 | reward_pref: 9.8161 | reward_npref: -0.3074
[     335 points] regret_avg: 22.5422 | regret_pref: 22.0000 | reward_optimal: 32.4779 | reward_pref: 9.9357 | reward_npref: -0.3304
[     340 points] regret_avg: 22.9458 | regret_pref: 23.0000 | reward_optimal: 32.9900 | reward_pref: 10.0442 | reward_npref: -0.1830
[     345 points] regret_avg: 23.4820 | regret_pref: 24.0000 | reward_optimal: 33.3529 | reward_pref: 9.8709 | reward_npref: -0.2258
[     350 points] regret_avg: 23.7633 | regret_pref: 24.0000 | reward_optimal: 33.7298 | reward_pref: 9.9665 | reward_npref: -1.0612
[     355 points] regret_avg: 24.3195 | regret_pref: 24.0000 | reward_optimal: 34.7980 | reward_pref: 10.4784 | reward_npref: -0.7037
[     360 points] regret_avg: 24.9336 | regret_pref: 25.0000 | reward_optimal: 35.2138 | reward_pref: 10.2802 | reward_npref: -0.8848
[     365 points] regret_avg: 25.1802 | regret_pref: 26.0000 | reward_optimal: 35.7938 | reward_pref: 10.6136 | reward_npref: -0.3872
[     370 points] regret_avg: 25.6681 | regret_pref: 27.0000 | reward_optimal: 36.0378 | reward_pref: 10.3696 | reward_npref: -0.4221
[     375 points] regret_avg: 26.4439 | regret_pref: 28.0000 | reward_optimal: 36.2989 | reward_pref: 9.8551 | reward_npref: -0.1609
[     380 points] regret_avg: 27.2745 | regret_pref: 29.0000 | reward_optimal: 37.4649 | reward_pref: 10.1904 | reward_npref: 0.2372
[     385 points] regret_avg: 27.4909 | regret_pref: 29.0000 | reward_optimal: 39.2253 | reward_pref: 11.7344 | reward_npref: 1.1380
[     390 points] regret_avg: 27.6742 | regret_pref: 30.0000 | reward_optimal: 39.5574 | reward_pref: 11.8833 | reward_npref: 1.2956
[     395 points] regret_avg: 28.1525 | regret_pref: 31.0000 | reward_optimal: 39.8676 | reward_pref: 11.7151 | reward_npref: 1.1654
[     400 points] regret_avg: 28.6502 | regret_pref: 31.0000 | reward_optimal: 40.9297 | reward_pref: 12.2795 | reward_npref: 1.5143
[     405 points] regret_avg: 28.9196 | regret_pref: 31.0000 | reward_optimal: 42.4076 | reward_pref: 13.4881 | reward_npref: 1.9534
[     410 points] regret_avg: 29.2722 | regret_pref: 31.0000 | reward_optimal: 43.1675 | reward_pref: 13.8953 | reward_npref: 2.2801
[     415 points] regret_avg: 29.8157 | regret_pref: 32.0000 | reward_optimal: 43.4665 | reward_pref: 13.6509 | reward_npref: 2.3668
[     420 points] regret_avg: 30.0878 | regret_pref: 32.0000 | reward_optimal: 43.7574 | reward_pref: 13.6696 | reward_npref: 2.2731
[     425 points] regret_avg: 30.3119 | regret_pref: 33.0000 | reward_optimal: 44.1448 | reward_pref: 13.8329 | reward_npref: 2.4791
[     430 points] regret_avg: 30.3119 | regret_pref: 33.0000 | reward_optimal: 45.5468 | reward_pref: 15.2349 | reward_npref: 3.0606
[     435 points] regret_avg: 31.6232 | regret_pref: 34.0000 | reward_optimal: 47.3029 | reward_pref: 15.6797 | reward_npref: 3.5785
[     440 points] regret_avg: 31.6232 | regret_pref: 34.0000 | reward_optimal: 48.1134 | reward_pref: 16.4903 | reward_npref: 4.1471
[     445 points] regret_avg: 32.5213 | regret_pref: 34.0000 | reward_optimal: 50.5493 | reward_pref: 18.0280 | reward_npref: 5.2419
[     450 points] regret_avg: 33.2390 | regret_pref: 34.0000 | reward_optimal: 50.6985 | reward_pref: 17.4595 | reward_npref: 4.1385
[     455 points] regret_avg: 33.3863 | regret_pref: 34.0000 | reward_optimal: 51.0889 | reward_pref: 17.7027 | reward_npref: 4.3090
[     460 points] regret_avg: 35.2530 | regret_pref: 35.0000 | reward_optimal: 51.3013 | reward_pref: 16.0483 | reward_npref: 3.1094
[     465 points] regret_avg: 35.4140 | regret_pref: 36.0000 | reward_optimal: 51.5842 | reward_pref: 16.1702 | reward_npref: 3.2481
[     470 points] regret_avg: 36.0979 | regret_pref: 36.0000 | reward_optimal: 53.2055 | reward_pref: 17.1076 | reward_npref: 3.8152
[     475 points] regret_avg: 36.2319 | regret_pref: 37.0000 | reward_optimal: 53.4149 | reward_pref: 17.1830 | reward_npref: 3.9004
[     480 points] regret_avg: 36.6544 | regret_pref: 37.0000 | reward_optimal: 53.7881 | reward_pref: 17.1336 | reward_npref: 3.7711
[     485 points] regret_avg: 36.6544 | regret_pref: 37.0000 | reward_optimal: 54.0141 | reward_pref: 17.3596 | reward_npref: 3.9341
[     490 points] regret_avg: 37.1164 | regret_pref: 37.0000 | reward_optimal: 55.5374 | reward_pref: 18.4210 | reward_npref: 4.3143
[     495 points] regret_avg: 37.4175 | regret_pref: 37.0000 | reward_optimal: 56.3821 | reward_pref: 18.9646 | reward_npref: 4.5459
[     500 points] regret_avg: 37.6888 | regret_pref: 37.0000 | reward_optimal: 56.6006 | reward_pref: 18.9119 | reward_npref: 4.4536
[     505 points] regret_avg: 37.9999 | regret_pref: 38.0000 | reward_optimal: 57.4907 | reward_pref: 19.4908 | reward_npref: 5.2910
[     510 points] regret_avg: 38.6957 | regret_pref: 38.0000 | reward_optimal: 60.3032 | reward_pref: 21.6075 | reward_npref: 6.7163
[     515 points] regret_avg: 39.5887 | regret_pref: 38.0000 | reward_optimal: 62.7323 | reward_pref: 23.1436 | reward_npref: 7.6692
[     520 points] regret_avg: 39.9730 | regret_pref: 38.0000 | reward_optimal: 62.9231 | reward_pref: 22.9501 | reward_npref: 6.8528
[     525 points] regret_avg: 40.5173 | regret_pref: 39.0000 | reward_optimal: 63.0579 | reward_pref: 22.5407 | reward_npref: 6.6498
[     530 points] regret_avg: 40.7066 | regret_pref: 39.0000 | reward_optimal: 63.2657 | reward_pref: 22.5591 | reward_npref: 6.4880
[     535 points] regret_avg: 41.9993 | regret_pref: 39.0000 | reward_optimal: 63.4933 | reward_pref: 21.4939 | reward_npref: 4.7509
[     540 points] regret_avg: 41.9993 | regret_pref: 39.0000 | reward_optimal: 63.5228 | reward_pref: 21.5235 | reward_npref: 4.4091
[     545 points] regret_avg: 42.2185 | regret_pref: 39.0000 | reward_optimal: 63.9212 | reward_pref: 21.7027 | reward_npref: 4.2370
[     550 points] regret_avg: 42.2438 | regret_pref: 39.0000 | reward_optimal: 64.3619 | reward_pref: 22.1182 | reward_npref: 4.6025
[     555 points] regret_avg: 43.0003 | regret_pref: 39.0000 | reward_optimal: 64.5329 | reward_pref: 21.5326 | reward_npref: 2.9354
[     560 points] regret_avg: 43.7933 | regret_pref: 39.0000 | reward_optimal: 64.7400 | reward_pref: 20.9467 | reward_npref: 2.2062
[     565 points] regret_avg: 44.7169 | regret_pref: 39.0000 | reward_optimal: 67.7271 | reward_pref: 23.0102 | reward_npref: 3.3557
[     570 points] regret_avg: 44.7169 | regret_pref: 39.0000 | reward_optimal: 67.9267 | reward_pref: 23.2097 | reward_npref: 3.2351
[     575 points] regret_avg: 45.1784 | regret_pref: 39.0000 | reward_optimal: 68.1684 | reward_pref: 22.9900 | reward_npref: 2.2608
[     580 points] regret_avg: 45.4690 | regret_pref: 39.0000 | reward_optimal: 68.4819 | reward_pref: 23.0129 | reward_npref: 2.1990
[     585 points] regret_avg: 46.7468 | regret_pref: 39.0000 | reward_optimal: 68.6381 | reward_pref: 21.8914 | reward_npref: 0.4941
[     590 points] regret_avg: 47.1175 | regret_pref: 39.0000 | reward_optimal: 70.1714 | reward_pref: 23.0538 | reward_npref: 1.4733
[     595 points] regret_avg: 48.2647 | regret_pref: 40.0000 | reward_optimal: 71.7692 | reward_pref: 23.5045 | reward_npref: 2.2130
[     600 points] regret_avg: 49.1643 | regret_pref: 40.0000 | reward_optimal: 71.8726 | reward_pref: 22.7083 | reward_npref: 0.3347
[     605 points] regret_avg: 49.3360 | regret_pref: 40.0000 | reward_optimal: 72.2382 | reward_pref: 22.9022 | reward_npref: 0.4433
[     610 points] regret_avg: 50.6322 | regret_pref: 41.0000 | reward_optimal: 72.5330 | reward_pref: 21.9008 | reward_npref: 0.4806
[     615 points] regret_avg: 51.1407 | regret_pref: 42.0000 | reward_optimal: 72.8447 | reward_pref: 21.7039 | reward_npref: 0.5047
[     620 points] regret_avg: 51.3183 | regret_pref: 43.0000 | reward_optimal: 73.0159 | reward_pref: 21.6976 | reward_npref: 0.5546
[     625 points] regret_avg: 51.7329 | regret_pref: 44.0000 | reward_optimal: 73.4116 | reward_pref: 21.6787 | reward_npref: 0.5550
[     630 points] regret_avg: 52.5737 | regret_pref: 44.0000 | reward_optimal: 73.6346 | reward_pref: 21.0609 | reward_npref: -0.2141
[     635 points] regret_avg: 52.7135 | regret_pref: 44.0000 | reward_optimal: 74.7939 | reward_pref: 22.0803 | reward_npref: 0.3940
[     640 points] regret_avg: 52.7407 | regret_pref: 44.0000 | reward_optimal: 74.9589 | reward_pref: 22.2182 | reward_npref: 0.5144
[     645 points] regret_avg: 53.3523 | regret_pref: 44.0000 | reward_optimal: 75.0637 | reward_pref: 21.7113 | reward_npref: -0.5637
[     650 points] regret_avg: 53.9418 | regret_pref: 44.0000 | reward_optimal: 75.2027 | reward_pref: 21.2608 | reward_npref: -1.0819
[     655 points] regret_avg: 54.2644 | regret_pref: 45.0000 | reward_optimal: 75.4524 | reward_pref: 21.1880 | reward_npref: -1.0949
[     660 points] regret_avg: 55.2127 | regret_pref: 45.0000 | reward_optimal: 75.7027 | reward_pref: 20.4901 | reward_npref: -1.8687
[     665 points] regret_avg: 55.6075 | regret_pref: 46.0000 | reward_optimal: 75.9250 | reward_pref: 20.3175 | reward_npref: -1.9086
[     670 points] regret_avg: 56.4111 | regret_pref: 46.0000 | reward_optimal: 76.2322 | reward_pref: 19.8211 | reward_npref: -2.4688
[     675 points] regret_avg: 56.7582 | regret_pref: 47.0000 | reward_optimal: 76.8025 | reward_pref: 20.0444 | reward_npref: -2.2056
[     680 points] regret_avg: 56.7582 | regret_pref: 47.0000 | reward_optimal: 77.0242 | reward_pref: 20.2661 | reward_npref: -3.6811
[     685 points] regret_avg: 57.4663 | regret_pref: 47.0000 | reward_optimal: 77.0745 | reward_pref: 19.6083 | reward_npref: -5.4753
[     690 points] regret_avg: 57.5175 | regret_pref: 47.0000 | reward_optimal: 77.5119 | reward_pref: 19.9944 | reward_npref: -5.3274
[     695 points] regret_avg: 58.8848 | regret_pref: 47.0000 | reward_optimal: 80.6672 | reward_pref: 21.7824 | reward_npref: -4.1194
[     700 points] regret_avg: 59.3142 | regret_pref: 47.0000 | reward_optimal: 80.8785 | reward_pref: 21.5643 | reward_npref: -4.7382
[     705 points] regret_avg: 59.4621 | regret_pref: 47.0000 | reward_optimal: 81.0086 | reward_pref: 21.5465 | reward_npref: -4.9773
[     710 points] regret_avg: 60.2714 | regret_pref: 47.0000 | reward_optimal: 81.0945 | reward_pref: 20.8231 | reward_npref: -6.6050
[     715 points] regret_avg: 60.5718 | regret_pref: 47.0000 | reward_optimal: 81.2702 | reward_pref: 20.6984 | reward_npref: -7.6986
[     720 points] regret_avg: 61.5928 | regret_pref: 47.0000 | reward_optimal: 82.9751 | reward_pref: 21.3823 | reward_npref: -7.3324
[     725 points] regret_avg: 61.6835 | regret_pref: 47.0000 | reward_optimal: 83.3082 | reward_pref: 21.6247 | reward_npref: -7.1545
[     730 points] regret_avg: 62.9471 | regret_pref: 48.0000 | reward_optimal: 84.8817 | reward_pref: 21.9346 | reward_npref: -6.7855
[     735 points] regret_avg: 63.1769 | regret_pref: 48.0000 | reward_optimal: 85.1394 | reward_pref: 21.9625 | reward_npref: -6.8560
[     740 points] regret_avg: 64.6643 | regret_pref: 49.0000 | reward_optimal: 87.1975 | reward_pref: 22.5332 | reward_npref: -5.8045
[     745 points] regret_avg: 64.7792 | regret_pref: 49.0000 | reward_optimal: 88.1522 | reward_pref: 23.3730 | reward_npref: -5.5401
[     750 points] regret_avg: 65.6505 | regret_pref: 49.0000 | reward_optimal: 88.3154 | reward_pref: 22.6650 | reward_npref: -6.8168
[     755 points] regret_avg: 65.9080 | regret_pref: 49.0000 | reward_optimal: 88.6332 | reward_pref: 22.7252 | reward_npref: -6.9747
[     760 points] regret_avg: 66.5822 | regret_pref: 49.0000 | reward_optimal: 88.7930 | reward_pref: 22.2108 | reward_npref: -7.8580
[     765 points] regret_avg: 68.2204 | regret_pref: 50.0000 | reward_optimal: 88.9108 | reward_pref: 20.6904 | reward_npref: -9.1175
[     770 points] regret_avg: 68.3843 | regret_pref: 51.0000 | reward_optimal: 89.1886 | reward_pref: 20.8044 | reward_npref: -8.9944
[     775 points] regret_avg: 68.7218 | regret_pref: 51.0000 | reward_optimal: 90.1159 | reward_pref: 21.3942 | reward_npref: -8.5150
[     780 points] regret_avg: 69.4440 | regret_pref: 51.0000 | reward_optimal: 92.4676 | reward_pref: 23.0236 | reward_npref: -7.4557
[     785 points] regret_avg: 69.4440 | regret_pref: 51.0000 | reward_optimal: 92.7233 | reward_pref: 23.2793 | reward_npref: -7.4415
[     790 points] regret_avg: 69.6114 | regret_pref: 51.0000 | reward_optimal: 93.4222 | reward_pref: 23.8108 | reward_npref: -7.1125
[     795 points] regret_avg: 70.0964 | regret_pref: 51.0000 | reward_optimal: 93.7012 | reward_pref: 23.6048 | reward_npref: -7.3811
[     800 points] regret_avg: 70.3929 | regret_pref: 52.0000 | reward_optimal: 93.8137 | reward_pref: 23.4209 | reward_npref: -7.4198
[     805 points] regret_avg: 71.1986 | regret_pref: 52.0000 | reward_optimal: 94.0535 | reward_pref: 22.8549 | reward_npref: -8.3793
[     810 points] regret_avg: 71.6217 | regret_pref: 52.0000 | reward_optimal: 94.7081 | reward_pref: 23.0864 | reward_npref: -8.1895
[     815 points] regret_avg: 71.7531 | regret_pref: 52.0000 | reward_optimal: 95.2641 | reward_pref: 23.5109 | reward_npref: -7.9490
[     820 points] regret_avg: 71.8158 | regret_pref: 52.0000 | reward_optimal: 95.7930 | reward_pref: 23.9772 | reward_npref: -7.7832
[     825 points] regret_avg: 71.8158 | regret_pref: 52.0000 | reward_optimal: 96.1403 | reward_pref: 24.3246 | reward_npref: -7.8160
[     830 points] regret_avg: 71.9630 | regret_pref: 52.0000 | reward_optimal: 96.6563 | reward_pref: 24.6933 | reward_npref: -7.5001
[     835 points] regret_avg: 73.3903 | regret_pref: 52.0000 | reward_optimal: 98.7662 | reward_pref: 25.3758 | reward_npref: -7.2402
[     840 points] regret_avg: 74.4557 | regret_pref: 52.0000 | reward_optimal: 98.9743 | reward_pref: 24.5186 | reward_npref: -8.2622
[     845 points] regret_avg: 75.0801 | regret_pref: 52.0000 | reward_optimal: 99.1212 | reward_pref: 24.0411 | reward_npref: -9.0254
[     850 points] regret_avg: 75.6457 | regret_pref: 52.0000 | reward_optimal: 99.2318 | reward_pref: 23.5860 | reward_npref: -9.5869
[     855 points] regret_avg: 75.6826 | regret_pref: 52.0000 | reward_optimal: 99.8476 | reward_pref: 24.1650 | reward_npref: -9.1536
[     860 points] regret_avg: 76.2814 | regret_pref: 53.0000 | reward_optimal: 101.2680 | reward_pref: 24.9865 | reward_npref: -7.9918
[     865 points] regret_avg: 76.8433 | regret_pref: 53.0000 | reward_optimal: 101.3988 | reward_pref: 24.5555 | reward_npref: -8.7472
[     870 points] regret_avg: 77.4337 | regret_pref: 53.0000 | reward_optimal: 101.6763 | reward_pref: 24.2426 | reward_npref: -9.5493
[     875 points] regret_avg: 77.4337 | regret_pref: 53.0000 | reward_optimal: 103.5072 | reward_pref: 26.0735 | reward_npref: -8.9212
[     880 points] regret_avg: 77.8714 | regret_pref: 53.0000 | reward_optimal: 103.6966 | reward_pref: 25.8252 | reward_npref: -9.9383
[     885 points] regret_avg: 78.6597 | regret_pref: 53.0000 | reward_optimal: 103.7220 | reward_pref: 25.0623 | reward_npref: -11.5197
[     890 points] regret_avg: 79.3463 | regret_pref: 53.0000 | reward_optimal: 105.1286 | reward_pref: 25.7823 | reward_npref: -10.8837
[     895 points] regret_avg: 79.5475 | regret_pref: 53.0000 | reward_optimal: 105.3228 | reward_pref: 25.7753 | reward_npref: -10.9072
[     900 points] regret_avg: 80.0012 | regret_pref: 53.0000 | reward_optimal: 105.4320 | reward_pref: 25.4308 | reward_npref: -11.6309
[     905 points] regret_avg: 80.0012 | regret_pref: 53.0000 | reward_optimal: 105.4547 | reward_pref: 25.4535 | reward_npref: -12.5253
[     910 points] regret_avg: 81.1584 | regret_pref: 53.0000 | reward_optimal: 105.5932 | reward_pref: 24.4348 | reward_npref: -14.3185
[     915 points] regret_avg: 81.4319 | regret_pref: 54.0000 | reward_optimal: 105.9119 | reward_pref: 24.4800 | reward_npref: -14.1568
[     920 points] regret_avg: 81.7072 | regret_pref: 54.0000 | reward_optimal: 107.0428 | reward_pref: 25.3356 | reward_npref: -13.3695
[     925 points] regret_avg: 81.9085 | regret_pref: 54.0000 | reward_optimal: 108.1554 | reward_pref: 26.2469 | reward_npref: -12.5911
[     930 points] regret_avg: 82.0766 | regret_pref: 54.0000 | reward_optimal: 108.6240 | reward_pref: 26.5473 | reward_npref: -12.3764
[     935 points] regret_avg: 82.4616 | regret_pref: 55.0000 | reward_optimal: 109.2825 | reward_pref: 26.8209 | reward_npref: -11.9919
[     940 points] regret_avg: 84.6601 | regret_pref: 55.0000 | reward_optimal: 109.2990 | reward_pref: 24.6390 | reward_npref: -14.5426
[     945 points] regret_avg: 84.8934 | regret_pref: 55.0000 | reward_optimal: 110.5770 | reward_pref: 25.6836 | reward_npref: -13.8810
[     950 points] regret_avg: 84.8934 | regret_pref: 55.0000 | reward_optimal: 112.4032 | reward_pref: 27.5099 | reward_npref: -12.5014
[     955 points] regret_avg: 85.1390 | regret_pref: 55.0000 | reward_optimal: 112.5799 | reward_pref: 27.4409 | reward_npref: -12.9695
[     960 points] regret_avg: 85.3310 | regret_pref: 55.0000 | reward_optimal: 112.7331 | reward_pref: 27.4021 | reward_npref: -13.5561
[     965 points] regret_avg: 87.0037 | regret_pref: 55.0000 | reward_optimal: 115.2226 | reward_pref: 28.2189 | reward_npref: -13.1860
[     970 points] regret_avg: 87.0037 | regret_pref: 55.0000 | reward_optimal: 115.3044 | reward_pref: 28.3007 | reward_npref: -14.4899
[     975 points] regret_avg: 87.1223 | regret_pref: 55.0000 | reward_optimal: 115.4456 | reward_pref: 28.3233 | reward_npref: -14.7929
[     980 points] regret_avg: 87.9084 | regret_pref: 55.0000 | reward_optimal: 115.5405 | reward_pref: 27.6320 | reward_npref: -15.7003
