[       5 points] regret_avg: 0.3246 | regret_pref: 1.0000 | reward_optimal: 0.4104 | reward_pref: 0.0859 | reward_npref: 0.2117
[     135 points] regret_avg: 8.9294 | regret_pref: 9.0000 | reward_optimal: 11.0822 | reward_pref: 2.1528 | reward_npref: -0.1944
[     140 points] regret_avg: 9.3418 | regret_pref: 10.0000 | reward_optimal: 11.6448 | reward_pref: 2.3030 | reward_npref: -0.0418
[     145 points] regret_avg: 10.1923 | regret_pref: 10.0000 | reward_optimal: 12.0161 | reward_pref: 1.8238 | reward_npref: -0.9517
[     150 points] regret_avg: 10.5594 | regret_pref: 10.0000 | reward_optimal: 12.3369 | reward_pref: 1.7775 | reward_npref: -1.3641
[     155 points] regret_avg: 11.0885 | regret_pref: 10.0000 | reward_optimal: 12.6940 | reward_pref: 1.6054 | reward_npref: -1.5745
[     160 points] regret_avg: 11.2001 | regret_pref: 10.0000 | reward_optimal: 13.1784 | reward_pref: 1.9783 | reward_npref: -1.3077
[     165 points] regret_avg: 11.7909 | regret_pref: 11.0000 | reward_optimal: 13.6047 | reward_pref: 1.8138 | reward_npref: -1.3428
[     170 points] regret_avg: 11.9220 | regret_pref: 12.0000 | reward_optimal: 13.8231 | reward_pref: 1.9011 | reward_npref: -1.2398
[     175 points] regret_avg: 12.1652 | regret_pref: 12.0000 | reward_optimal: 14.1756 | reward_pref: 2.0104 | reward_npref: -1.6944
[     180 points] regret_avg: 12.5782 | regret_pref: 13.0000 | reward_optimal: 14.5776 | reward_pref: 1.9994 | reward_npref: -1.5771
[     185 points] regret_avg: 13.2110 | regret_pref: 14.0000 | reward_optimal: 14.9777 | reward_pref: 1.7667 | reward_npref: -1.7673
[     190 points] regret_avg: 13.3240 | regret_pref: 14.0000 | reward_optimal: 15.9184 | reward_pref: 2.5944 | reward_npref: -1.1075
[     195 points] regret_avg: 13.7529 | regret_pref: 14.0000 | reward_optimal: 16.2046 | reward_pref: 2.4516 | reward_npref: -1.7107
[     200 points] regret_avg: 14.1528 | regret_pref: 14.0000 | reward_optimal: 16.5972 | reward_pref: 2.4444 | reward_npref: -1.8483
[     205 points] regret_avg: 14.6632 | regret_pref: 14.0000 | reward_optimal: 16.8450 | reward_pref: 2.1817 | reward_npref: -2.3989
[     210 points] regret_avg: 14.7579 | regret_pref: 14.0000 | reward_optimal: 18.3947 | reward_pref: 3.6368 | reward_npref: -1.6895
[     215 points] regret_avg: 15.4314 | regret_pref: 15.0000 | reward_optimal: 18.6986 | reward_pref: 3.2672 | reward_npref: -1.7488
[     220 points] regret_avg: 15.9076 | regret_pref: 15.0000 | reward_optimal: 18.9287 | reward_pref: 3.0211 | reward_npref: -2.1040
[     225 points] regret_avg: 16.2850 | regret_pref: 15.0000 | reward_optimal: 19.0304 | reward_pref: 2.7454 | reward_npref: -3.2963
[     230 points] regret_avg: 17.5020 | regret_pref: 15.0000 | reward_optimal: 19.2118 | reward_pref: 1.7098 | reward_npref: -4.4084
[     235 points] regret_avg: 17.7494 | regret_pref: 15.0000 | reward_optimal: 19.6156 | reward_pref: 1.8662 | reward_npref: -4.4213
[     240 points] regret_avg: 18.1667 | regret_pref: 15.0000 | reward_optimal: 19.9340 | reward_pref: 1.7673 | reward_npref: -4.6689
[     245 points] regret_avg: 18.3557 | regret_pref: 15.0000 | reward_optimal: 20.7215 | reward_pref: 2.3657 | reward_npref: -4.3843
[     250 points] regret_avg: 18.4304 | regret_pref: 15.0000 | reward_optimal: 21.0591 | reward_pref: 2.6287 | reward_npref: -4.2194
[     255 points] regret_avg: 18.7200 | regret_pref: 15.0000 | reward_optimal: 21.7774 | reward_pref: 3.0574 | reward_npref: -3.9036
[     260 points] regret_avg: 19.0872 | regret_pref: 15.0000 | reward_optimal: 22.2163 | reward_pref: 3.1291 | reward_npref: -4.0689
[     265 points] regret_avg: 19.5430 | regret_pref: 15.0000 | reward_optimal: 23.4878 | reward_pref: 3.9448 | reward_npref: -3.6459
[     270 points] regret_avg: 19.5430 | regret_pref: 15.0000 | reward_optimal: 23.7653 | reward_pref: 4.2223 | reward_npref: -3.7612
[     275 points] regret_avg: 20.5118 | regret_pref: 15.0000 | reward_optimal: 24.1725 | reward_pref: 3.6608 | reward_npref: -4.3672
[     280 points] regret_avg: 21.2846 | regret_pref: 16.0000 | reward_optimal: 24.4248 | reward_pref: 3.1402 | reward_npref: -4.4996
[     285 points] regret_avg: 21.6484 | regret_pref: 16.0000 | reward_optimal: 24.8030 | reward_pref: 3.1546 | reward_npref: -4.7819
[     290 points] regret_avg: 22.0426 | regret_pref: 16.0000 | reward_optimal: 25.0432 | reward_pref: 3.0006 | reward_npref: -5.0749
[     295 points] regret_avg: 22.3747 | regret_pref: 17.0000 | reward_optimal: 25.5577 | reward_pref: 3.1830 | reward_npref: -4.7096
[     300 points] regret_avg: 22.4618 | regret_pref: 17.0000 | reward_optimal: 26.2862 | reward_pref: 3.8244 | reward_npref: -4.2398
[     305 points] regret_avg: 22.5804 | regret_pref: 17.0000 | reward_optimal: 28.2218 | reward_pref: 5.6414 | reward_npref: -3.2442
[     310 points] regret_avg: 23.0015 | regret_pref: 17.0000 | reward_optimal: 28.5953 | reward_pref: 5.5938 | reward_npref: -3.7014
[     315 points] regret_avg: 23.5483 | regret_pref: 17.0000 | reward_optimal: 28.9237 | reward_pref: 5.3755 | reward_npref: -4.0852
[     320 points] regret_avg: 23.9592 | regret_pref: 17.0000 | reward_optimal: 29.2387 | reward_pref: 5.2795 | reward_npref: -4.5934
[     325 points] regret_avg: 24.6078 | regret_pref: 17.0000 | reward_optimal: 29.5317 | reward_pref: 4.9239 | reward_npref: -5.2504
[     330 points] regret_avg: 24.9150 | regret_pref: 17.0000 | reward_optimal: 29.8648 | reward_pref: 4.9498 | reward_npref: -5.2295
[     335 points] regret_avg: 25.0591 | regret_pref: 17.0000 | reward_optimal: 30.2934 | reward_pref: 5.2343 | reward_npref: -5.0009
[     340 points] regret_avg: 25.8710 | regret_pref: 18.0000 | reward_optimal: 31.3820 | reward_pref: 5.5110 | reward_npref: -4.6482
[     345 points] regret_avg: 25.8710 | regret_pref: 18.0000 | reward_optimal: 31.4545 | reward_pref: 5.5835 | reward_npref: -5.3759
[     350 points] regret_avg: 26.1557 | regret_pref: 19.0000 | reward_optimal: 32.0323 | reward_pref: 5.8767 | reward_npref: -4.9935
[     355 points] regret_avg: 26.3359 | regret_pref: 19.0000 | reward_optimal: 32.4149 | reward_pref: 6.0791 | reward_npref: -4.8875
[     360 points] regret_avg: 26.8756 | regret_pref: 19.0000 | reward_optimal: 32.7496 | reward_pref: 5.8740 | reward_npref: -5.2192
[     365 points] regret_avg: 27.0444 | regret_pref: 19.0000 | reward_optimal: 33.1102 | reward_pref: 6.0658 | reward_npref: -5.0533
[     370 points] regret_avg: 27.4212 | regret_pref: 20.0000 | reward_optimal: 33.3895 | reward_pref: 5.9683 | reward_npref: -4.7739
[     375 points] regret_avg: 29.0616 | regret_pref: 21.0000 | reward_optimal: 33.6309 | reward_pref: 4.5693 | reward_npref: -5.8830
[     380 points] regret_avg: 29.1957 | regret_pref: 21.0000 | reward_optimal: 33.9082 | reward_pref: 4.7125 | reward_npref: -5.8197
[     385 points] regret_avg: 29.2978 | regret_pref: 21.0000 | reward_optimal: 34.3588 | reward_pref: 5.0610 | reward_npref: -5.6392
[     390 points] regret_avg: 29.9323 | regret_pref: 22.0000 | reward_optimal: 34.6666 | reward_pref: 4.7343 | reward_npref: -5.9428
[     395 points] regret_avg: 30.1667 | regret_pref: 22.0000 | reward_optimal: 35.0336 | reward_pref: 4.8670 | reward_npref: -5.8663
[     400 points] regret_avg: 30.5213 | regret_pref: 22.0000 | reward_optimal: 35.3269 | reward_pref: 4.8056 | reward_npref: -6.1530
[     405 points] regret_avg: 30.6306 | regret_pref: 23.0000 | reward_optimal: 35.5548 | reward_pref: 4.9242 | reward_npref: -6.0060
[     410 points] regret_avg: 31.0045 | regret_pref: 24.0000 | reward_optimal: 35.9627 | reward_pref: 4.9582 | reward_npref: -5.9618
[     415 points] regret_avg: 31.3652 | regret_pref: 24.0000 | reward_optimal: 36.1221 | reward_pref: 4.7568 | reward_npref: -6.5745
[     420 points] regret_avg: 31.9209 | regret_pref: 24.0000 | reward_optimal: 36.4493 | reward_pref: 4.5284 | reward_npref: -7.8726
[     425 points] regret_avg: 32.4117 | regret_pref: 25.0000 | reward_optimal: 37.4970 | reward_pref: 5.0852 | reward_npref: -7.1963
[     430 points] regret_avg: 33.0006 | regret_pref: 26.0000 | reward_optimal: 38.6256 | reward_pref: 5.6250 | reward_npref: -6.5312
[     435 points] regret_avg: 33.4410 | regret_pref: 27.0000 | reward_optimal: 38.9059 | reward_pref: 5.4649 | reward_npref: -6.4723
[     440 points] regret_avg: 33.6928 | regret_pref: 27.0000 | reward_optimal: 40.3017 | reward_pref: 6.6089 | reward_npref: -5.4945
[     445 points] regret_avg: 34.2892 | regret_pref: 28.0000 | reward_optimal: 40.7051 | reward_pref: 6.4159 | reward_npref: -5.6187
[     450 points] regret_avg: 35.0315 | regret_pref: 28.0000 | reward_optimal: 40.9920 | reward_pref: 5.9605 | reward_npref: -6.2622
[     455 points] regret_avg: 35.0676 | regret_pref: 28.0000 | reward_optimal: 41.3180 | reward_pref: 6.2504 | reward_npref: -6.1125
[     460 points] regret_avg: 35.3983 | regret_pref: 29.0000 | reward_optimal: 41.9301 | reward_pref: 6.5318 | reward_npref: -5.6403
[     465 points] regret_avg: 36.2287 | regret_pref: 29.0000 | reward_optimal: 43.2074 | reward_pref: 6.9788 | reward_npref: -5.2822
[     470 points] regret_avg: 36.8112 | regret_pref: 29.0000 | reward_optimal: 45.1085 | reward_pref: 8.2973 | reward_npref: -4.3091
[     475 points] regret_avg: 37.1165 | regret_pref: 29.0000 | reward_optimal: 46.7805 | reward_pref: 9.6640 | reward_npref: -3.8946
[     480 points] regret_avg: 37.8884 | regret_pref: 29.0000 | reward_optimal: 48.8631 | reward_pref: 10.9747 | reward_npref: -3.6166
[     485 points] regret_avg: 38.3579 | regret_pref: 29.0000 | reward_optimal: 48.9822 | reward_pref: 10.6243 | reward_npref: -5.2016
[     490 points] regret_avg: 38.7038 | regret_pref: 29.0000 | reward_optimal: 49.2840 | reward_pref: 10.5802 | reward_npref: -6.0476
[     495 points] regret_avg: 39.5953 | regret_pref: 29.0000 | reward_optimal: 49.4024 | reward_pref: 9.8072 | reward_npref: -7.3314
[     500 points] regret_avg: 40.1317 | regret_pref: 30.0000 | reward_optimal: 50.1888 | reward_pref: 10.0571 | reward_npref: -6.8656
[     505 points] regret_avg: 40.1317 | regret_pref: 30.0000 | reward_optimal: 51.8496 | reward_pref: 11.7178 | reward_npref: -6.0220
[     510 points] regret_avg: 40.5698 | regret_pref: 31.0000 | reward_optimal: 52.0711 | reward_pref: 11.5013 | reward_npref: -6.1514
[     515 points] regret_avg: 41.2055 | regret_pref: 31.0000 | reward_optimal: 52.3551 | reward_pref: 11.1496 | reward_npref: -6.6546
[     520 points] regret_avg: 41.7580 | regret_pref: 31.0000 | reward_optimal: 55.3268 | reward_pref: 13.5688 | reward_npref: -4.6030
[     525 points] regret_avg: 42.2005 | regret_pref: 31.0000 | reward_optimal: 56.2617 | reward_pref: 14.0611 | reward_npref: -4.3554
[     530 points] regret_avg: 42.4286 | regret_pref: 31.0000 | reward_optimal: 56.6369 | reward_pref: 14.2083 | reward_npref: -4.2351
[     535 points] regret_avg: 43.2383 | regret_pref: 31.0000 | reward_optimal: 57.7658 | reward_pref: 14.5275 | reward_npref: -4.0072
[     540 points] regret_avg: 44.3579 | regret_pref: 31.0000 | reward_optimal: 57.8420 | reward_pref: 13.4842 | reward_npref: -6.4527
[     545 points] regret_avg: 44.8722 | regret_pref: 32.0000 | reward_optimal: 60.6149 | reward_pref: 15.7427 | reward_npref: -4.0229
[     550 points] regret_avg: 44.9910 | regret_pref: 32.0000 | reward_optimal: 60.9337 | reward_pref: 15.9427 | reward_npref: -3.8489
[     555 points] regret_avg: 45.9518 | regret_pref: 32.0000 | reward_optimal: 61.1468 | reward_pref: 15.1949 | reward_npref: -4.6994
[     560 points] regret_avg: 45.9518 | regret_pref: 32.0000 | reward_optimal: 61.3647 | reward_pref: 15.4129 | reward_npref: -5.5829
[     565 points] regret_avg: 46.5613 | regret_pref: 32.0000 | reward_optimal: 61.6049 | reward_pref: 15.0436 | reward_npref: -6.3990
[     570 points] regret_avg: 46.5613 | regret_pref: 32.0000 | reward_optimal: 62.0327 | reward_pref: 15.4714 | reward_npref: -6.2110
[     575 points] regret_avg: 47.4810 | regret_pref: 32.0000 | reward_optimal: 63.7294 | reward_pref: 16.2483 | reward_npref: -5.7165
[     580 points] regret_avg: 47.5595 | regret_pref: 32.0000 | reward_optimal: 64.3964 | reward_pref: 16.8369 | reward_npref: -5.3556
[     585 points] regret_avg: 47.8765 | regret_pref: 32.0000 | reward_optimal: 66.1274 | reward_pref: 18.2509 | reward_npref: -4.5649
[     590 points] regret_avg: 48.1335 | regret_pref: 32.0000 | reward_optimal: 66.3142 | reward_pref: 18.1808 | reward_npref: -5.0508
[     595 points] regret_avg: 49.2215 | regret_pref: 33.0000 | reward_optimal: 67.8454 | reward_pref: 18.6239 | reward_npref: -4.2611
[     600 points] regret_avg: 50.6075 | regret_pref: 34.0000 | reward_optimal: 68.0276 | reward_pref: 17.4201 | reward_npref: -5.1078
[     605 points] regret_avg: 50.9270 | regret_pref: 34.0000 | reward_optimal: 68.2291 | reward_pref: 17.3021 | reward_npref: -5.9183
[     610 points] regret_avg: 51.4579 | regret_pref: 34.0000 | reward_optimal: 68.3736 | reward_pref: 16.9158 | reward_npref: -7.7048
[     615 points] regret_avg: 51.4579 | regret_pref: 34.0000 | reward_optimal: 68.9345 | reward_pref: 17.4766 | reward_npref: -7.5038
[     620 points] regret_avg: 51.7979 | regret_pref: 35.0000 | reward_optimal: 69.0928 | reward_pref: 17.2948 | reward_npref: -7.5476
[     625 points] regret_avg: 52.0595 | regret_pref: 35.0000 | reward_optimal: 69.3381 | reward_pref: 17.2786 | reward_npref: -7.6750
[     630 points] regret_avg: 52.1722 | regret_pref: 35.0000 | reward_optimal: 69.7700 | reward_pref: 17.5977 | reward_npref: -7.4503
[     635 points] regret_avg: 52.1722 | regret_pref: 35.0000 | reward_optimal: 71.5356 | reward_pref: 19.3634 | reward_npref: -6.4375
[     640 points] regret_avg: 52.3503 | regret_pref: 36.0000 | reward_optimal: 71.7699 | reward_pref: 19.4196 | reward_npref: -6.3516
[     645 points] regret_avg: 52.8472 | regret_pref: 36.0000 | reward_optimal: 73.1298 | reward_pref: 20.2826 | reward_npref: -5.5704
[     650 points] regret_avg: 53.7361 | regret_pref: 36.0000 | reward_optimal: 73.3151 | reward_pref: 19.5790 | reward_npref: -6.3791
[     655 points] regret_avg: 54.0554 | regret_pref: 36.0000 | reward_optimal: 73.3666 | reward_pref: 19.3112 | reward_npref: -8.1127
[     660 points] regret_avg: 54.4227 | regret_pref: 37.0000 | reward_optimal: 73.5600 | reward_pref: 19.1373 | reward_npref: -8.1587
[     665 points] regret_avg: 54.4227 | regret_pref: 37.0000 | reward_optimal: 73.6504 | reward_pref: 19.2277 | reward_npref: -10.6770
[     670 points] regret_avg: 54.5807 | regret_pref: 37.0000 | reward_optimal: 74.3208 | reward_pref: 19.7400 | reward_npref: -10.4203
[     675 points] regret_avg: 54.5807 | regret_pref: 37.0000 | reward_optimal: 75.3098 | reward_pref: 20.7291 | reward_npref: -9.6722
[     680 points] regret_avg: 54.7211 | regret_pref: 37.0000 | reward_optimal: 75.6314 | reward_pref: 20.9103 | reward_npref: -9.5223
[     685 points] regret_avg: 54.8437 | regret_pref: 38.0000 | reward_optimal: 75.9636 | reward_pref: 21.1199 | reward_npref: -9.2965
[     690 points] regret_avg: 55.1056 | regret_pref: 38.0000 | reward_optimal: 76.2334 | reward_pref: 21.1279 | reward_npref: -9.3440
[     695 points] regret_avg: 56.6405 | regret_pref: 38.0000 | reward_optimal: 76.4229 | reward_pref: 19.7824 | reward_npref: -11.3895
[     700 points] regret_avg: 57.4809 | regret_pref: 38.0000 | reward_optimal: 76.5765 | reward_pref: 19.0956 | reward_npref: -12.8321
[     705 points] regret_avg: 57.8002 | regret_pref: 39.0000 | reward_optimal: 76.8297 | reward_pref: 19.0295 | reward_npref: -12.7624
[     710 points] regret_avg: 57.8633 | regret_pref: 39.0000 | reward_optimal: 77.8784 | reward_pref: 20.0151 | reward_npref: -12.3940
[     715 points] regret_avg: 58.1954 | regret_pref: 39.0000 | reward_optimal: 78.1383 | reward_pref: 19.9429 | reward_npref: -12.5178
[     720 points] regret_avg: 58.2636 | regret_pref: 40.0000 | reward_optimal: 78.4087 | reward_pref: 20.1451 | reward_npref: -12.2932
[     725 points] regret_avg: 59.1486 | regret_pref: 40.0000 | reward_optimal: 78.4646 | reward_pref: 19.3161 | reward_npref: -13.3050
[     730 points] regret_avg: 59.1853 | regret_pref: 41.0000 | reward_optimal: 78.7825 | reward_pref: 19.5972 | reward_npref: -12.9871
[     735 points] regret_avg: 59.3888 | regret_pref: 41.0000 | reward_optimal: 79.2794 | reward_pref: 19.8906 | reward_npref: -12.7988
[     740 points] regret_avg: 60.1007 | regret_pref: 41.0000 | reward_optimal: 82.1560 | reward_pref: 22.0552 | reward_npref: -11.3420
[     745 points] regret_avg: 60.3017 | regret_pref: 41.0000 | reward_optimal: 82.3289 | reward_pref: 22.0272 | reward_npref: -11.6738
[     750 points] regret_avg: 60.4881 | regret_pref: 41.0000 | reward_optimal: 82.4757 | reward_pref: 21.9875 | reward_npref: -12.1696
[     755 points] regret_avg: 60.9795 | regret_pref: 41.0000 | reward_optimal: 82.6975 | reward_pref: 21.7180 | reward_npref: -12.8244
[     760 points] regret_avg: 62.2427 | regret_pref: 41.0000 | reward_optimal: 82.7455 | reward_pref: 20.5028 | reward_npref: -14.1975
[     765 points] regret_avg: 63.0243 | regret_pref: 41.0000 | reward_optimal: 84.8378 | reward_pref: 21.8135 | reward_npref: -13.0168
[     770 points] regret_avg: 64.5465 | regret_pref: 41.0000 | reward_optimal: 87.9262 | reward_pref: 23.3798 | reward_npref: -12.3621
[     775 points] regret_avg: 65.2646 | regret_pref: 41.0000 | reward_optimal: 89.1208 | reward_pref: 23.8562 | reward_npref: -12.0741
[     780 points] regret_avg: 65.4746 | regret_pref: 41.0000 | reward_optimal: 89.8300 | reward_pref: 24.3554 | reward_npref: -11.8400
[     785 points] regret_avg: 65.4746 | regret_pref: 41.0000 | reward_optimal: 92.5081 | reward_pref: 27.0335 | reward_npref: -9.3274
[     790 points] regret_avg: 65.7942 | regret_pref: 41.0000 | reward_optimal: 93.5810 | reward_pref: 27.7868 | reward_npref: -8.6369
[     795 points] regret_avg: 66.6155 | regret_pref: 41.0000 | reward_optimal: 96.8976 | reward_pref: 30.2821 | reward_npref: -6.5509
[     800 points] regret_avg: 66.9396 | regret_pref: 41.0000 | reward_optimal: 97.1072 | reward_pref: 30.1676 | reward_npref: -6.7181
[     805 points] regret_avg: 67.0970 | regret_pref: 41.0000 | reward_optimal: 97.4226 | reward_pref: 30.3256 | reward_npref: -6.5685
[     810 points] regret_avg: 67.5155 | regret_pref: 41.0000 | reward_optimal: 98.4395 | reward_pref: 30.9240 | reward_npref: -6.2661
[     815 points] regret_avg: 67.6519 | regret_pref: 41.0000 | reward_optimal: 99.2005 | reward_pref: 31.5486 | reward_npref: -6.0200
[     820 points] regret_avg: 67.9811 | regret_pref: 41.0000 | reward_optimal: 99.4178 | reward_pref: 31.4367 | reward_npref: -6.2423
[     825 points] regret_avg: 69.1510 | regret_pref: 41.0000 | reward_optimal: 99.5176 | reward_pref: 30.3666 | reward_npref: -7.6834
[     830 points] regret_avg: 69.3621 | regret_pref: 41.0000 | reward_optimal: 99.7621 | reward_pref: 30.4000 | reward_npref: -7.8580
[     835 points] regret_avg: 70.4596 | regret_pref: 41.0000 | reward_optimal: 102.3054 | reward_pref: 31.8458 | reward_npref: -6.7223
[     840 points] regret_avg: 70.7970 | regret_pref: 41.0000 | reward_optimal: 102.4661 | reward_pref: 31.6691 | reward_npref: -7.2324
[     845 points] regret_avg: 70.7970 | regret_pref: 41.0000 | reward_optimal: 104.8580 | reward_pref: 34.0610 | reward_npref: -5.8672
[     850 points] regret_avg: 71.5082 | regret_pref: 41.0000 | reward_optimal: 105.8801 | reward_pref: 34.3719 | reward_npref: -5.6233
[     855 points] regret_avg: 71.5082 | regret_pref: 41.0000 | reward_optimal: 106.0695 | reward_pref: 34.5613 | reward_npref: -5.5803
[     860 points] regret_avg: 71.5530 | regret_pref: 41.0000 | reward_optimal: 106.3676 | reward_pref: 34.8146 | reward_npref: -5.3641
[     865 points] regret_avg: 72.1118 | regret_pref: 41.0000 | reward_optimal: 106.6182 | reward_pref: 34.5064 | reward_npref: -5.8885
[     870 points] regret_avg: 72.4942 | regret_pref: 41.0000 | reward_optimal: 107.6677 | reward_pref: 35.1735 | reward_npref: -5.4688
[     875 points] regret_avg: 73.7832 | regret_pref: 41.0000 | reward_optimal: 110.2915 | reward_pref: 36.5083 | reward_npref: -5.0615
[     880 points] regret_avg: 73.7832 | regret_pref: 41.0000 | reward_optimal: 110.3896 | reward_pref: 36.6064 | reward_npref: -5.2336
[     885 points] regret_avg: 74.0358 | regret_pref: 41.0000 | reward_optimal: 112.4433 | reward_pref: 38.4075 | reward_npref: -4.0598
[     890 points] regret_avg: 74.0358 | regret_pref: 41.0000 | reward_optimal: 112.7049 | reward_pref: 38.6691 | reward_npref: -4.0226
[     895 points] regret_avg: 75.2807 | regret_pref: 41.0000 | reward_optimal: 112.4648 | reward_pref: 37.1841 | reward_npref: -7.9098
[     900 points] regret_avg: 78.1827 | regret_pref: 42.0000 | reward_optimal: 112.4121 | reward_pref: 34.2293 | reward_npref: -10.4055
[     905 points] regret_avg: 78.5669 | regret_pref: 42.0000 | reward_optimal: 112.6262 | reward_pref: 34.0593 | reward_npref: -10.6285
[     910 points] regret_avg: 79.5757 | regret_pref: 43.0000 | reward_optimal: 113.9675 | reward_pref: 34.3918 | reward_npref: -10.2347
[     915 points] regret_avg: 79.5938 | regret_pref: 43.0000 | reward_optimal: 114.0646 | reward_pref: 34.4708 | reward_npref: -10.1829
[     920 points] regret_avg: 79.6884 | regret_pref: 43.0000 | reward_optimal: 114.3189 | reward_pref: 34.6305 | reward_npref: -10.0772
[     925 points] regret_avg: 80.3471 | regret_pref: 44.0000 | reward_optimal: 115.2485 | reward_pref: 34.9014 | reward_npref: -9.4779
[     930 points] regret_avg: 81.2835 | regret_pref: 45.0000 | reward_optimal: 115.4159 | reward_pref: 34.1323 | reward_npref: -10.1729
[     935 points] regret_avg: 81.7460 | regret_pref: 45.0000 | reward_optimal: 117.2994 | reward_pref: 35.5534 | reward_npref: -9.8235
[     940 points] regret_avg: 81.7460 | regret_pref: 45.0000 | reward_optimal: 117.3568 | reward_pref: 35.6109 | reward_npref: -10.6745
[     945 points] regret_avg: 82.3053 | regret_pref: 45.0000 | reward_optimal: 117.3335 | reward_pref: 35.0282 | reward_npref: -13.2453
[     950 points] regret_avg: 83.1447 | regret_pref: 46.0000 | reward_optimal: 118.5107 | reward_pref: 35.3660 | reward_npref: -12.6393
[     955 points] regret_avg: 83.8675 | regret_pref: 46.0000 | reward_optimal: 122.3881 | reward_pref: 38.5206 | reward_npref: -12.0751
[     960 points] regret_avg: 84.0448 | regret_pref: 47.0000 | reward_optimal: 122.5860 | reward_pref: 38.5412 | reward_npref: -11.8772
[     965 points] regret_avg: 84.7643 | regret_pref: 47.0000 | reward_optimal: 122.7972 | reward_pref: 38.0329 | reward_npref: -12.7146
[     970 points] regret_avg: 85.6732 | regret_pref: 47.0000 | reward_optimal: 122.6999 | reward_pref: 37.0267 | reward_npref: -15.3165
[     975 points] regret_avg: 86.1061 | regret_pref: 47.0000 | reward_optimal: 122.8624 | reward_pref: 36.7564 | reward_npref: -16.1212
[     980 points] regret_avg: 87.2138 | regret_pref: 47.0000 | reward_optimal: 122.9922 | reward_pref: 35.7784 | reward_npref: -17.4408
