[       5 points] regret_avg: 0.4988 | regret_pref: 1.0000 | reward_optimal: 0.4739 | reward_pref: -0.0249 | reward_npref: 0.1385
[     245 points] regret_avg: 14.0017 | regret_pref: 20.0000 | reward_optimal: 22.5315 | reward_pref: 8.5298 | reward_npref: 5.0985
[     250 points] regret_avg: 14.3357 | regret_pref: 20.0000 | reward_optimal: 23.0164 | reward_pref: 8.6807 | reward_npref: 5.2215
[     255 points] regret_avg: 14.4172 | regret_pref: 20.0000 | reward_optimal: 23.7260 | reward_pref: 9.3089 | reward_npref: 5.7695
[     260 points] regret_avg: 15.1448 | regret_pref: 20.0000 | reward_optimal: 24.1280 | reward_pref: 8.9831 | reward_npref: 5.1305
[     265 points] regret_avg: 15.4656 | regret_pref: 21.0000 | reward_optimal: 24.5422 | reward_pref: 9.0766 | reward_npref: 5.2379
[     270 points] regret_avg: 15.7343 | regret_pref: 22.0000 | reward_optimal: 25.0453 | reward_pref: 9.3110 | reward_npref: 5.7135
[     275 points] regret_avg: 15.9452 | regret_pref: 23.0000 | reward_optimal: 25.4691 | reward_pref: 9.5240 | reward_npref: 6.0146
[     280 points] regret_avg: 16.4055 | regret_pref: 24.0000 | reward_optimal: 25.8702 | reward_pref: 9.4647 | reward_npref: 6.0080
[     285 points] regret_avg: 16.7689 | regret_pref: 24.0000 | reward_optimal: 26.3201 | reward_pref: 9.5513 | reward_npref: 6.0927
[     290 points] regret_avg: 16.7689 | regret_pref: 24.0000 | reward_optimal: 26.8059 | reward_pref: 10.0371 | reward_npref: 6.2981
[     295 points] regret_avg: 17.1575 | regret_pref: 25.0000 | reward_optimal: 27.5655 | reward_pref: 10.4080 | reward_npref: 7.0576
[     300 points] regret_avg: 17.4140 | regret_pref: 25.0000 | reward_optimal: 28.0007 | reward_pref: 10.5867 | reward_npref: 6.7559
[     305 points] regret_avg: 17.6821 | regret_pref: 26.0000 | reward_optimal: 28.5035 | reward_pref: 10.8215 | reward_npref: 7.0719
[     310 points] regret_avg: 18.0687 | regret_pref: 26.0000 | reward_optimal: 28.7472 | reward_pref: 10.6785 | reward_npref: 6.8297
[     315 points] regret_avg: 18.3873 | regret_pref: 27.0000 | reward_optimal: 29.3395 | reward_pref: 10.9522 | reward_npref: 7.1305
[     320 points] regret_avg: 18.8535 | regret_pref: 28.0000 | reward_optimal: 29.8225 | reward_pref: 10.9690 | reward_npref: 7.2221
[     325 points] regret_avg: 18.9851 | regret_pref: 28.0000 | reward_optimal: 30.2355 | reward_pref: 11.2504 | reward_npref: 7.4031
[     330 points] regret_avg: 19.2039 | regret_pref: 29.0000 | reward_optimal: 30.5492 | reward_pref: 11.3452 | reward_npref: 7.7168
[     335 points] regret_avg: 19.6039 | regret_pref: 29.0000 | reward_optimal: 30.9301 | reward_pref: 11.3263 | reward_npref: 7.5586
[     340 points] regret_avg: 19.9208 | regret_pref: 30.0000 | reward_optimal: 31.3190 | reward_pref: 11.3981 | reward_npref: 7.6683
[     345 points] regret_avg: 20.2490 | regret_pref: 30.0000 | reward_optimal: 31.8199 | reward_pref: 11.5708 | reward_npref: 7.8347
[     350 points] regret_avg: 20.8529 | regret_pref: 30.0000 | reward_optimal: 32.1394 | reward_pref: 11.2865 | reward_npref: 7.1984
[     355 points] regret_avg: 21.0727 | regret_pref: 31.0000 | reward_optimal: 32.5593 | reward_pref: 11.4865 | reward_npref: 7.4259
[     360 points] regret_avg: 21.3767 | regret_pref: 31.0000 | reward_optimal: 32.9219 | reward_pref: 11.5452 | reward_npref: 7.4826
[     365 points] regret_avg: 21.5551 | regret_pref: 31.0000 | reward_optimal: 33.2358 | reward_pref: 11.6807 | reward_npref: 7.6035
[     370 points] regret_avg: 21.8281 | regret_pref: 32.0000 | reward_optimal: 33.7762 | reward_pref: 11.9481 | reward_npref: 7.8989
[     375 points] regret_avg: 21.9585 | regret_pref: 33.0000 | reward_optimal: 34.0419 | reward_pref: 12.0835 | reward_npref: 8.1222
[     380 points] regret_avg: 22.0759 | regret_pref: 33.0000 | reward_optimal: 34.7219 | reward_pref: 12.6460 | reward_npref: 8.3826
[     385 points] regret_avg: 22.4170 | regret_pref: 33.0000 | reward_optimal: 35.2786 | reward_pref: 12.8616 | reward_npref: 8.5762
[     390 points] regret_avg: 22.8537 | regret_pref: 33.0000 | reward_optimal: 35.7248 | reward_pref: 12.8711 | reward_npref: 8.5322
[     395 points] regret_avg: 23.1616 | regret_pref: 33.0000 | reward_optimal: 36.1861 | reward_pref: 13.0245 | reward_npref: 8.6607
[     400 points] regret_avg: 23.5582 | regret_pref: 33.0000 | reward_optimal: 36.5593 | reward_pref: 13.0011 | reward_npref: 8.5740
[     405 points] regret_avg: 23.9452 | regret_pref: 34.0000 | reward_optimal: 37.2416 | reward_pref: 13.2964 | reward_npref: 9.2563
[     410 points] regret_avg: 23.9452 | regret_pref: 34.0000 | reward_optimal: 37.4817 | reward_pref: 13.5365 | reward_npref: 8.8976
[     415 points] regret_avg: 24.1681 | regret_pref: 35.0000 | reward_optimal: 37.7932 | reward_pref: 13.6251 | reward_npref: 9.0030
[     420 points] regret_avg: 24.6115 | regret_pref: 36.0000 | reward_optimal: 38.1964 | reward_pref: 13.5849 | reward_npref: 9.0100
[     425 points] regret_avg: 24.6115 | regret_pref: 36.0000 | reward_optimal: 38.3593 | reward_pref: 13.7478 | reward_npref: 8.7210
[     430 points] regret_avg: 24.8324 | regret_pref: 37.0000 | reward_optimal: 38.6725 | reward_pref: 13.8402 | reward_npref: 8.8340
[     435 points] regret_avg: 25.1571 | regret_pref: 37.0000 | reward_optimal: 39.0472 | reward_pref: 13.8901 | reward_npref: 8.8529
[     440 points] regret_avg: 25.4016 | regret_pref: 38.0000 | reward_optimal: 39.5132 | reward_pref: 14.1116 | reward_npref: 9.2145
[     445 points] regret_avg: 25.7762 | regret_pref: 38.0000 | reward_optimal: 39.8071 | reward_pref: 14.0309 | reward_npref: 8.8368
[     450 points] regret_avg: 26.1655 | regret_pref: 38.0000 | reward_optimal: 40.3327 | reward_pref: 14.1673 | reward_npref: 8.9587
[     455 points] regret_avg: 26.4532 | regret_pref: 38.0000 | reward_optimal: 40.7153 | reward_pref: 14.2621 | reward_npref: 9.0466
[     460 points] regret_avg: 26.6393 | regret_pref: 38.0000 | reward_optimal: 41.2748 | reward_pref: 14.6355 | reward_npref: 9.3306
[     465 points] regret_avg: 26.9267 | regret_pref: 39.0000 | reward_optimal: 41.7121 | reward_pref: 14.7854 | reward_npref: 9.5652
[     470 points] regret_avg: 27.5159 | regret_pref: 39.0000 | reward_optimal: 42.2515 | reward_pref: 14.7356 | reward_npref: 9.4930
[     475 points] regret_avg: 27.9871 | regret_pref: 40.0000 | reward_optimal: 42.7754 | reward_pref: 14.7883 | reward_npref: 9.5833
[     480 points] regret_avg: 28.3918 | regret_pref: 41.0000 | reward_optimal: 43.2327 | reward_pref: 14.8409 | reward_npref: 9.6654
[     485 points] regret_avg: 28.9781 | regret_pref: 42.0000 | reward_optimal: 43.6034 | reward_pref: 14.6252 | reward_npref: 9.7490
[     490 points] regret_avg: 29.2420 | regret_pref: 43.0000 | reward_optimal: 44.0886 | reward_pref: 14.8467 | reward_npref: 10.0618
[     495 points] regret_avg: 30.0696 | regret_pref: 44.0000 | reward_optimal: 44.4931 | reward_pref: 14.4236 | reward_npref: 9.8305
[     500 points] regret_avg: 30.3727 | regret_pref: 45.0000 | reward_optimal: 44.9239 | reward_pref: 14.5513 | reward_npref: 10.2614
[     505 points] regret_avg: 30.8767 | regret_pref: 46.0000 | reward_optimal: 45.6755 | reward_pref: 14.7988 | reward_npref: 10.7501
[     510 points] regret_avg: 31.2390 | regret_pref: 46.0000 | reward_optimal: 46.5525 | reward_pref: 15.3135 | reward_npref: 11.0749
[     515 points] regret_avg: 31.4422 | regret_pref: 47.0000 | reward_optimal: 46.9504 | reward_pref: 15.5082 | reward_npref: 11.4505
[     520 points] regret_avg: 31.7378 | regret_pref: 48.0000 | reward_optimal: 47.4352 | reward_pref: 15.6974 | reward_npref: 11.7071
[     525 points] regret_avg: 31.9369 | regret_pref: 48.0000 | reward_optimal: 47.7633 | reward_pref: 15.8264 | reward_npref: 11.7014
[     530 points] regret_avg: 32.7121 | regret_pref: 49.0000 | reward_optimal: 48.0931 | reward_pref: 15.3811 | reward_npref: 11.7216
[     535 points] regret_avg: 32.9361 | regret_pref: 49.0000 | reward_optimal: 48.4678 | reward_pref: 15.5317 | reward_npref: 11.8581
[     540 points] regret_avg: 33.2572 | regret_pref: 50.0000 | reward_optimal: 49.0162 | reward_pref: 15.7590 | reward_npref: 12.1125
[     545 points] regret_avg: 33.3867 | regret_pref: 50.0000 | reward_optimal: 49.7557 | reward_pref: 16.3690 | reward_npref: 12.4401
[     550 points] regret_avg: 33.5054 | regret_pref: 50.0000 | reward_optimal: 50.3035 | reward_pref: 16.7981 | reward_npref: 12.7862
[     555 points] regret_avg: 33.5858 | regret_pref: 50.0000 | reward_optimal: 50.7952 | reward_pref: 17.2094 | reward_npref: 13.0863
[     560 points] regret_avg: 34.2117 | regret_pref: 51.0000 | reward_optimal: 51.1307 | reward_pref: 16.9190 | reward_npref: 13.0969
[     565 points] regret_avg: 34.9871 | regret_pref: 52.0000 | reward_optimal: 51.5035 | reward_pref: 16.5164 | reward_npref: 12.9669
[     570 points] regret_avg: 35.5467 | regret_pref: 52.0000 | reward_optimal: 51.8809 | reward_pref: 16.3342 | reward_npref: 12.7619
[     575 points] regret_avg: 36.1734 | regret_pref: 53.0000 | reward_optimal: 52.2148 | reward_pref: 16.0415 | reward_npref: 12.7445
[     580 points] regret_avg: 36.3965 | regret_pref: 53.0000 | reward_optimal: 52.8783 | reward_pref: 16.4818 | reward_npref: 13.1157
[     585 points] regret_avg: 36.6141 | regret_pref: 53.0000 | reward_optimal: 53.2043 | reward_pref: 16.5902 | reward_npref: 13.2115
[     590 points] regret_avg: 37.0455 | regret_pref: 53.0000 | reward_optimal: 53.7054 | reward_pref: 16.6599 | reward_npref: 13.2668
[     595 points] regret_avg: 37.0455 | regret_pref: 53.0000 | reward_optimal: 54.4863 | reward_pref: 17.4408 | reward_npref: 13.6911
[     600 points] regret_avg: 37.2919 | regret_pref: 53.0000 | reward_optimal: 54.9926 | reward_pref: 17.7007 | reward_npref: 13.7875
[     605 points] regret_avg: 37.6727 | regret_pref: 53.0000 | reward_optimal: 55.5692 | reward_pref: 17.8964 | reward_npref: 13.9813
[     610 points] regret_avg: 37.8846 | regret_pref: 54.0000 | reward_optimal: 55.9444 | reward_pref: 18.0598 | reward_npref: 14.1959
[     615 points] regret_avg: 38.1462 | regret_pref: 55.0000 | reward_optimal: 56.3994 | reward_pref: 18.2531 | reward_npref: 14.4499
[     620 points] regret_avg: 38.7180 | regret_pref: 56.0000 | reward_optimal: 56.7846 | reward_pref: 18.0666 | reward_npref: 14.6175
[     625 points] regret_avg: 39.2619 | regret_pref: 57.0000 | reward_optimal: 57.6331 | reward_pref: 18.3711 | reward_npref: 15.2197
[     630 points] regret_avg: 39.5293 | regret_pref: 58.0000 | reward_optimal: 58.1879 | reward_pref: 18.6586 | reward_npref: 15.6820
[     635 points] regret_avg: 39.5817 | regret_pref: 58.0000 | reward_optimal: 58.6654 | reward_pref: 19.0837 | reward_npref: 15.9575
[     640 points] regret_avg: 39.9402 | regret_pref: 59.0000 | reward_optimal: 59.1262 | reward_pref: 19.1860 | reward_npref: 16.1964
[     645 points] regret_avg: 39.9755 | regret_pref: 59.0000 | reward_optimal: 59.2823 | reward_pref: 19.3068 | reward_npref: 16.3109
[     650 points] regret_avg: 39.9755 | regret_pref: 59.0000 | reward_optimal: 59.7367 | reward_pref: 19.7612 | reward_npref: 16.5683
[     655 points] regret_avg: 40.1722 | regret_pref: 59.0000 | reward_optimal: 60.1780 | reward_pref: 20.0058 | reward_npref: 16.7334
[     660 points] regret_avg: 40.5598 | regret_pref: 59.0000 | reward_optimal: 60.7640 | reward_pref: 20.2042 | reward_npref: 16.9297
[     665 points] regret_avg: 40.8344 | regret_pref: 60.0000 | reward_optimal: 61.1539 | reward_pref: 20.3195 | reward_npref: 17.0593
[     670 points] regret_avg: 41.6972 | regret_pref: 61.0000 | reward_optimal: 61.5151 | reward_pref: 19.8179 | reward_npref: 16.7081
[     675 points] regret_avg: 42.4738 | regret_pref: 62.0000 | reward_optimal: 61.8343 | reward_pref: 19.3605 | reward_npref: 16.3708
[     680 points] regret_avg: 42.9652 | regret_pref: 62.0000 | reward_optimal: 62.1137 | reward_pref: 19.1485 | reward_npref: 16.0532
[     685 points] regret_avg: 42.9652 | regret_pref: 62.0000 | reward_optimal: 62.5205 | reward_pref: 19.5553 | reward_npref: 15.9865
[     690 points] regret_avg: 43.4413 | regret_pref: 62.0000 | reward_optimal: 62.9137 | reward_pref: 19.4724 | reward_npref: 15.8759
[     695 points] regret_avg: 43.7612 | regret_pref: 62.0000 | reward_optimal: 63.3019 | reward_pref: 19.5407 | reward_npref: 15.7873
[     700 points] regret_avg: 43.7612 | regret_pref: 62.0000 | reward_optimal: 63.7092 | reward_pref: 19.9480 | reward_npref: 15.6634
[     705 points] regret_avg: 43.9400 | regret_pref: 63.0000 | reward_optimal: 64.0471 | reward_pref: 20.1070 | reward_npref: 16.0013
[     710 points] regret_avg: 44.4190 | regret_pref: 63.0000 | reward_optimal: 64.3142 | reward_pref: 19.8952 | reward_npref: 15.7257
[     715 points] regret_avg: 44.5330 | regret_pref: 63.0000 | reward_optimal: 64.8371 | reward_pref: 20.3042 | reward_npref: 15.9450
[     720 points] regret_avg: 44.9248 | regret_pref: 63.0000 | reward_optimal: 65.0599 | reward_pref: 20.1352 | reward_npref: 15.5660
[     725 points] regret_avg: 45.6571 | regret_pref: 63.0000 | reward_optimal: 65.4914 | reward_pref: 19.8344 | reward_npref: 15.2135
[     730 points] regret_avg: 45.9865 | regret_pref: 63.0000 | reward_optimal: 65.8246 | reward_pref: 19.8381 | reward_npref: 14.9417
[     735 points] regret_avg: 46.1405 | regret_pref: 64.0000 | reward_optimal: 66.1554 | reward_pref: 20.0149 | reward_npref: 15.2541
[     740 points] regret_avg: 46.5553 | regret_pref: 65.0000 | reward_optimal: 66.7002 | reward_pref: 20.1449 | reward_npref: 15.5367
[     745 points] regret_avg: 46.9252 | regret_pref: 65.0000 | reward_optimal: 67.1405 | reward_pref: 20.2153 | reward_npref: 15.5628
[     750 points] regret_avg: 47.2095 | regret_pref: 65.0000 | reward_optimal: 67.5698 | reward_pref: 20.3603 | reward_npref: 15.6071
[     755 points] regret_avg: 47.4205 | regret_pref: 66.0000 | reward_optimal: 68.0999 | reward_pref: 20.6794 | reward_npref: 15.9552
[     760 points] regret_avg: 47.6829 | regret_pref: 66.0000 | reward_optimal: 68.4084 | reward_pref: 20.7256 | reward_npref: 15.9815
[     765 points] regret_avg: 48.1296 | regret_pref: 66.0000 | reward_optimal: 68.8320 | reward_pref: 20.7024 | reward_npref: 15.8287
[     770 points] regret_avg: 48.6401 | regret_pref: 67.0000 | reward_optimal: 69.0527 | reward_pref: 20.4126 | reward_npref: 15.5622
[     775 points] regret_avg: 48.6401 | regret_pref: 67.0000 | reward_optimal: 69.4772 | reward_pref: 20.8370 | reward_npref: 15.6954
[     780 points] regret_avg: 48.8393 | regret_pref: 67.0000 | reward_optimal: 69.8497 | reward_pref: 21.0104 | reward_npref: 15.8615
[     785 points] regret_avg: 49.5171 | regret_pref: 68.0000 | reward_optimal: 70.2919 | reward_pref: 20.7748 | reward_npref: 15.6661
[     790 points] regret_avg: 49.7081 | regret_pref: 68.0000 | reward_optimal: 70.6782 | reward_pref: 20.9701 | reward_npref: 15.7949
[     795 points] regret_avg: 50.1540 | regret_pref: 69.0000 | reward_optimal: 71.6289 | reward_pref: 21.4749 | reward_npref: 16.4636
[     800 points] regret_avg: 50.4093 | regret_pref: 69.0000 | reward_optimal: 72.0334 | reward_pref: 21.6240 | reward_npref: 16.3246
[     805 points] regret_avg: 50.4600 | regret_pref: 69.0000 | reward_optimal: 72.8882 | reward_pref: 22.4281 | reward_npref: 17.0782
[     810 points] regret_avg: 50.4600 | regret_pref: 69.0000 | reward_optimal: 73.7524 | reward_pref: 23.2924 | reward_npref: 17.5391
[     815 points] regret_avg: 50.7692 | regret_pref: 69.0000 | reward_optimal: 74.5319 | reward_pref: 23.7627 | reward_npref: 18.0048
[     820 points] regret_avg: 50.7692 | regret_pref: 69.0000 | reward_optimal: 74.9963 | reward_pref: 24.2271 | reward_npref: 18.1701
[     825 points] regret_avg: 50.8692 | regret_pref: 69.0000 | reward_optimal: 75.5975 | reward_pref: 24.7283 | reward_npref: 18.4893
[     830 points] regret_avg: 50.8692 | regret_pref: 69.0000 | reward_optimal: 76.0017 | reward_pref: 25.1325 | reward_npref: 18.7213
[     835 points] regret_avg: 51.2120 | regret_pref: 69.0000 | reward_optimal: 76.4293 | reward_pref: 25.2173 | reward_npref: 18.7856
[     840 points] regret_avg: 51.2606 | regret_pref: 69.0000 | reward_optimal: 76.8726 | reward_pref: 25.6121 | reward_npref: 19.0876
[     845 points] regret_avg: 51.4256 | regret_pref: 70.0000 | reward_optimal: 77.2224 | reward_pref: 25.7967 | reward_npref: 19.3863
[     850 points] regret_avg: 51.7221 | regret_pref: 70.0000 | reward_optimal: 77.4557 | reward_pref: 25.7336 | reward_npref: 19.1086
[     855 points] regret_avg: 52.0286 | regret_pref: 70.0000 | reward_optimal: 77.7113 | reward_pref: 25.6827 | reward_npref: 18.9754
[     860 points] regret_avg: 52.3208 | regret_pref: 70.0000 | reward_optimal: 78.1693 | reward_pref: 25.8485 | reward_npref: 19.0700
[     865 points] regret_avg: 52.3208 | regret_pref: 70.0000 | reward_optimal: 78.4838 | reward_pref: 26.1629 | reward_npref: 18.9943
[     870 points] regret_avg: 52.9313 | regret_pref: 71.0000 | reward_optimal: 78.9955 | reward_pref: 26.0642 | reward_npref: 18.9775
[     875 points] regret_avg: 53.1971 | regret_pref: 71.0000 | reward_optimal: 79.4158 | reward_pref: 26.2188 | reward_npref: 18.5709
[     880 points] regret_avg: 53.4012 | regret_pref: 71.0000 | reward_optimal: 79.8388 | reward_pref: 26.4375 | reward_npref: 18.7441
[     885 points] regret_avg: 53.7206 | regret_pref: 72.0000 | reward_optimal: 80.0571 | reward_pref: 26.3365 | reward_npref: 18.7222
[     890 points] regret_avg: 53.8650 | regret_pref: 72.0000 | reward_optimal: 80.5659 | reward_pref: 26.7009 | reward_npref: 19.0052
[     895 points] regret_avg: 54.1666 | regret_pref: 72.0000 | reward_optimal: 80.7828 | reward_pref: 26.6162 | reward_npref: 18.2007
[     900 points] regret_avg: 54.5710 | regret_pref: 72.0000 | reward_optimal: 81.0346 | reward_pref: 26.4636 | reward_npref: 17.9492
[     905 points] regret_avg: 54.9093 | regret_pref: 73.0000 | reward_optimal: 81.6342 | reward_pref: 26.7249 | reward_npref: 18.2875
[     910 points] regret_avg: 55.5146 | regret_pref: 73.0000 | reward_optimal: 81.9794 | reward_pref: 26.4649 | reward_npref: 17.9555
[     915 points] regret_avg: 55.6997 | regret_pref: 73.0000 | reward_optimal: 82.4325 | reward_pref: 26.7328 | reward_npref: 18.1437
[     920 points] regret_avg: 56.4216 | regret_pref: 74.0000 | reward_optimal: 82.9579 | reward_pref: 26.5363 | reward_npref: 17.9690
[     925 points] regret_avg: 56.7877 | regret_pref: 75.0000 | reward_optimal: 83.4427 | reward_pref: 26.6550 | reward_npref: 18.1102
[     930 points] regret_avg: 56.8318 | regret_pref: 75.0000 | reward_optimal: 83.8337 | reward_pref: 27.0019 | reward_npref: 18.2855
[     935 points] regret_avg: 57.5017 | regret_pref: 75.0000 | reward_optimal: 84.2138 | reward_pref: 26.7121 | reward_npref: 17.8668
[     940 points] regret_avg: 57.9501 | regret_pref: 75.0000 | reward_optimal: 84.7588 | reward_pref: 26.8087 | reward_npref: 17.7863
[     945 points] regret_avg: 58.2412 | regret_pref: 75.0000 | reward_optimal: 85.3138 | reward_pref: 27.0726 | reward_npref: 18.0494
[     950 points] regret_avg: 58.4291 | regret_pref: 76.0000 | reward_optimal: 85.6655 | reward_pref: 27.2364 | reward_npref: 18.2825
[     955 points] regret_avg: 59.4830 | regret_pref: 76.0000 | reward_optimal: 85.9653 | reward_pref: 26.4823 | reward_npref: 17.4139
[     960 points] regret_avg: 59.4830 | regret_pref: 76.0000 | reward_optimal: 86.1462 | reward_pref: 26.6633 | reward_npref: 17.3581
[     965 points] regret_avg: 59.9478 | regret_pref: 77.0000 | reward_optimal: 86.5484 | reward_pref: 26.6006 | reward_npref: 17.3384
[     970 points] regret_avg: 59.9736 | regret_pref: 77.0000 | reward_optimal: 87.0120 | reward_pref: 27.0384 | reward_npref: 17.6760
[     975 points] regret_avg: 60.2455 | regret_pref: 78.0000 | reward_optimal: 87.5655 | reward_pref: 27.3200 | reward_npref: 17.9848
[     980 points] regret_avg: 60.4386 | regret_pref: 79.0000 | reward_optimal: 87.9525 | reward_pref: 27.5139 | reward_npref: 18.1910
